Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100    21.3736     0.2709     7.0000    16.0000    30.0000   184.0000
 1.900 0.100    22.2982     0.2986     8.0000    16.0000    30.0000   216.0000
 1.800 0.100    23.7162     0.3198     8.0000    17.0000    32.0000   308.0000
 1.700 0.100    25.0026     0.3206     9.0000    18.0000    34.0000   156.0000
 1.600 0.100    26.4026     0.3457     9.0000    19.0000    36.0000   289.0000
 1.500 0.100    27.8822     0.3769    10.0000    20.0000    37.0000   246.0000
 1.400 0.100    31.2212     0.4290    10.0000    23.0000    42.0000   317.0000
 1.300 0.100    32.9568     0.4405    11.0000    24.0000    45.0000   275.0000
 1.200 0.100    35.2528     0.4995    11.0000    25.0000    47.0000   326.0000
 1.100 0.100    39.4086     0.5350    13.0000    28.0000    53.0000   377.0000
 1.000 0.100    43.3208     0.5937    14.0000    31.0000    60.0000   469.0000
 0.900 0.100    48.5262     0.6453    16.0000    35.0000    66.0000   367.0000
 0.800 0.100    54.7902     0.7547    17.0000    38.0000    75.0000   525.0000
 0.700 0.100    63.1294     0.8738    21.0000    45.0000    85.0000   495.0000
 0.600 0.100    71.7368     0.9818    22.0000    50.0000    99.0000   708.0000
 0.500 0.100    88.5176     1.1974    28.0000    64.0000   122.0000   847.0000
 0.400 0.100   107.4132     1.4627    33.0000    75.0000   150.0000   838.0000
 0.300 0.100   139.1082     1.9057    42.0000    98.0000   194.0000  1125.0000
 0.200 0.100   174.5128     2.4372    53.0000   122.0000   240.0000  1359.0000
 0.100 0.100   196.2526     2.8165    55.0000   135.0000   273.0000  1472.0000
