Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    59.2172     0.7708    20.0000    44.0000    83.0000   530.0000
 1.900 0.050    61.2086     0.8279    19.0000    45.0000    85.0000   528.0000
 1.800 0.050    64.0622     0.8859    20.0000    46.0000    87.0000   608.0000
 1.700 0.050    65.6710     0.8910    21.0000    47.0000    90.0000   632.0000
 1.600 0.050    69.7048     0.9410    22.0000    51.0000    96.0000   515.0000
 1.500 0.050    73.7288     1.0148    23.0000    53.0000   103.0000   735.0000
 1.400 0.050    78.7814     1.1244    24.0000    55.0000   107.0000   623.0000
 1.300 0.050    84.1378     1.1696    26.0000    59.0000   114.0000   673.0000
 1.200 0.050    86.9138     1.1885    27.0000    61.0000   121.0000   657.0000
 1.100 0.050    94.8000     1.3206    27.0000    66.0000   132.0000   837.0000
 1.000 0.050   101.4240     1.4679    30.0000    71.0000   136.0000  1027.0000
 0.900 0.050   110.0572     1.5615    31.0000    75.0000   152.0000  1004.0000
 0.800 0.050   118.6716     1.6632    35.0000    81.0000   163.0000  1042.0000
 0.700 0.050   128.2326     1.8259    38.0000    89.0000   174.0000  1101.0000
 0.600 0.050   136.1778     1.8695    42.0000    97.0000   190.0000  1068.0000
 0.500 0.050   149.2480     2.1172    44.0000   103.0000   205.0000  1488.0000
 0.400 0.050   162.1886     2.2897    48.0000   111.0000   224.0000  1401.0000
 0.300 0.050   179.4408     2.5831    51.0000   126.0000   246.0000  1524.0000
 0.200 0.050   195.1446     2.7756    57.0000   134.0000   269.0000  1519.0000
 0.100 0.050   199.0010     2.8894    57.0000   135.0000   270.0000  2000.0000
