Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    79.6344     1.0638    24.0000    58.0000   114.0000   849.0000
 1.900 0.050    81.4108     1.1165    25.0000    58.0000   113.0000   645.0000
 1.800 0.050    85.4440     1.1633    26.0000    62.0000   120.0000   766.0000
 1.700 0.050    86.7240     1.1920    26.0000    62.0000   119.0000   701.0000
 1.600 0.050    91.5288     1.2671    27.0000    66.0000   126.0000   829.0000
 1.500 0.050    95.9560     1.3162    29.0000    68.0000   133.0000  1117.0000
 1.400 0.050    97.4228     1.3628    28.0000    69.0000   134.0000   739.0000
 1.300 0.050    99.4132     1.4027    29.0000    70.0000   140.0000   892.0000
 1.200 0.050   106.3160     1.5084    31.0000    75.0000   146.0000  1134.0000
 1.100 0.050   110.9336     1.5599    31.0000    77.0000   156.0000  1181.0000
 1.000 0.050   116.5684     1.6362    32.0000    83.0000   162.0000   895.0000
 0.900 0.050   123.5278     1.7395    36.0000    86.0000   173.0000  1061.0000
 0.800 0.050   128.2922     1.8451    38.0000    88.0000   178.0000  1378.0000
 0.700 0.050   138.1862     1.9149    40.0000    97.0000   193.0000  1292.0000
 0.600 0.050   147.1304     2.0879    44.0000   102.0000   204.0000  1584.0000
 0.500 0.050   153.1528     2.2079    45.0000   104.0000   211.0000  1641.0000
 0.400 0.050   163.7214     2.2992    49.0000   114.0000   227.0000  1365.0000
 0.300 0.050   179.8928     2.4923    52.0000   128.0000   253.0000  1331.0000
 0.200 0.050   189.1092     2.7124    55.0000   132.0000   262.0000  2000.0000
 0.100 0.050   198.0830     2.7984    55.0000   137.0000   274.0000  1849.0000
