Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    28.4260     0.3699    10.0000    22.0000    39.0000   278.0000
 1.900 0.080    29.9934     0.3866    11.0000    23.0000    41.0000   228.0000
 1.800 0.080    31.3276     0.4185    11.0000    23.0000    42.0000   344.0000
 1.700 0.080    33.4166     0.4417    11.0000    25.0000    45.0000   466.0000
 1.600 0.080    36.0726     0.4767    12.0000    26.0000    50.0000   366.0000
 1.500 0.080    37.0762     0.4893    12.0000    27.0000    51.0000   341.0000
 1.400 0.080    41.1248     0.5543    14.0000    30.0000    56.0000   385.0000
 1.300 0.080    42.5048     0.5804    14.0000    31.0000    57.0000   518.0000
 1.200 0.080    48.8198     0.6661    16.0000    35.0000    66.0000   459.0000
 1.100 0.080    51.8846     0.7291    16.0000    36.0000    70.0000   564.0000
 1.000 0.080    58.8198     0.8063    19.0000    41.0000    80.0000   601.0000
 0.900 0.080    64.2362     0.8744    20.0000    45.0000    89.0000   756.0000
 0.800 0.080    71.5394     0.9848    23.0000    51.0000    99.0000   698.0000
 0.700 0.080    80.9066     1.1124    26.0000    58.0000   111.0000   699.0000
 0.600 0.080    94.7788     1.3624    28.0000    65.0000   127.0000   912.0000
 0.500 0.080   109.3528     1.5086    34.0000    77.0000   150.0000   895.0000
 0.400 0.080   130.4334     1.7748    40.0000    92.0000   180.0000  1251.0000
 0.300 0.080   154.6452     2.2066    46.0000   106.0000   214.0000  1298.0000
 0.200 0.080   187.9946     2.6709    52.0000   128.0000   265.0000  2000.0000
 0.100 0.080   196.6910     2.8033    55.0000   135.0000   276.0000  1729.0000
