Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100    15.0096     0.1830     6.0000    12.0000    20.0000   113.0000
 1.900 0.100    15.7556     0.1940     6.0000    12.0000    21.0000   152.0000
 1.800 0.100    16.5346     0.2078     6.0000    13.0000    22.0000   179.0000
 1.700 0.100    17.3606     0.2108     7.0000    13.0000    23.0000   148.0000
 1.600 0.100    20.0324     0.2539     8.0000    15.0000    27.0000   186.0000
 1.500 0.100    21.0484     0.2743     8.0000    16.0000    28.0000   250.0000
 1.400 0.100    23.0060     0.2984     9.0000    17.0000    31.0000   260.0000
 1.300 0.100    25.1894     0.3348     9.0000    18.0000    33.0000   275.0000
 1.200 0.100    27.1798     0.3542    10.0000    20.0000    36.0000   212.0000
 1.100 0.100    32.4156     0.4225    11.0000    24.0000    43.0000   263.0000
 1.000 0.100    36.1648     0.5019    12.0000    26.0000    49.0000   414.0000
 0.900 0.100    41.0664     0.5489    14.0000    29.0000    56.0000   338.0000
 0.800 0.100    49.5914     0.6709    17.0000    35.0000    68.0000   462.0000
 0.700 0.100    59.1932     0.7691    20.0000    43.0000    81.0000   520.0000
 0.600 0.100    73.8722     1.0137    24.0000    52.0000    99.0000   651.0000
 0.500 0.100    92.2336     1.2527    30.0000    65.0000   127.0000   930.0000
 0.400 0.100   119.5580     1.6283    37.0000    84.0000   164.0000   850.0000
 0.300 0.100   159.1888     2.2372    48.0000   112.0000   218.0000  1548.0000
 0.200 0.100   183.1436     2.6276    50.0000   125.0000   253.0000  1704.0000
 0.100 0.100   202.2656     2.8771    56.0000   139.0000   285.0000  1758.0000
