Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.080    10.4796     0.1061     5.0000     9.0000    14.0000    72.0000
 1.900 0.080    11.3566     0.1166     6.0000     9.0000    15.0000    82.0000
 1.800 0.080    12.0524     0.1230     6.0000    10.0000    16.0000    82.0000
 1.700 0.080    13.1994     0.1389     6.0000    11.0000    17.0000   100.0000
 1.600 0.080    14.5520     0.1566     7.0000    12.0000    19.0000   170.0000
 1.500 0.080    15.9158     0.1774     7.0000    13.0000    21.0000   125.0000
 1.400 0.080    17.7644     0.2020     8.0000    14.0000    23.0000   117.0000
 1.300 0.080    20.0160     0.2292     9.0000    16.0000    27.0000   155.0000
 1.200 0.080    22.4178     0.2574    10.0000    17.0000    30.0000   193.0000
 1.100 0.080    26.6346     0.3149    11.0000    20.0000    35.0000   242.0000
 1.000 0.080    31.0350     0.3728    13.0000    24.0000    41.0000   257.0000
 0.900 0.080    37.0370     0.4536    15.0000    28.0000    50.0000   307.0000
 0.800 0.080    46.2270     0.5856    17.0000    34.0000    62.0000   420.0000
 0.700 0.080    57.7552     0.7482    21.0000    42.0000    78.0000   409.0000
 0.600 0.080    78.5654     1.0613    27.0000    56.0000   107.0000   781.0000
 0.500 0.080   103.5352     1.4057    34.0000    75.0000   142.0000   937.0000
 0.400 0.080   142.7636     1.9793    44.0000   100.0000   196.0000  1157.0000
 0.300 0.080   171.0048     2.3750    49.0000   121.0000   236.0000  1482.0000
 0.200 0.080   186.4798     2.5989    53.0000   132.0000   264.0000  1834.0000
 0.100 0.080   195.5804     2.6972    57.0000   140.0000   274.0000  1825.0000
