Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2354     0.0313     3.0000     4.0000     5.0000    25.0000
 1.900 0.200     4.6570     0.0347     3.0000     4.0000     6.0000    31.0000
 1.800 0.200     4.9268     0.0371     3.0000     4.0000     6.0000    35.0000
 1.700 0.200     5.3568     0.0401     3.0000     5.0000     7.0000    28.0000
 1.600 0.200     5.9674     0.0465     4.0000     5.0000     8.0000    64.0000
 1.500 0.200     6.5494     0.0498     4.0000     6.0000     8.0000    41.0000
 1.400 0.200     7.3674     0.0562     5.0000     7.0000     9.0000    39.0000
 1.300 0.200     8.3494     0.0664     5.0000     7.0000    11.0000    49.0000
 1.200 0.200     9.3690     0.0737     6.0000     8.0000    12.0000    47.0000
 1.100 0.200    10.8718     0.0894     6.0000    10.0000    14.0000    56.0000
 1.000 0.200    12.9670     0.1107     8.0000    11.0000    17.0000    70.0000
 0.900 0.200    15.5310     0.1378     9.0000    14.0000    20.0000   100.0000
 0.800 0.200    19.7114     0.1865    10.0000    17.0000    26.0000   115.0000
 0.700 0.200    25.9508     0.2708    13.0000    22.0000    34.0000   204.0000
 0.600 0.200    36.3816     0.4005    17.0000    30.0000    49.0000   271.0000
 0.500 0.200    52.5246     0.6202    22.0000    41.0000    71.0000   520.0000
 0.400 0.200    83.6630     1.1101    30.0000    60.0000   113.0000   696.0000
 0.300 0.200   122.9132     1.6977    38.0000    88.0000   170.0000  1113.0000
 0.200 0.200   167.0098     2.3972    49.0000   117.0000   228.0000  2000.0000
 0.100 0.200   193.3336     2.7565    55.0000   133.0000   267.0000  1610.0000
