Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.3490     0.0333     3.0000     4.0000     5.0000    48.0000
 1.900 0.200     4.6012     0.0330     3.0000     4.0000     6.0000    25.0000
 1.800 0.200     4.9494     0.0361     3.0000     5.0000     6.0000    23.0000
 1.700 0.200     5.4808     0.0408     3.0000     5.0000     7.0000    40.0000
 1.600 0.200     5.9618     0.0430     4.0000     5.0000     8.0000    24.0000
 1.500 0.200     6.7014     0.0525     4.0000     6.0000     9.0000    60.0000
 1.400 0.200     7.3448     0.0564     5.0000     7.0000     9.0000    42.0000
 1.300 0.200     8.3246     0.0649     5.0000     8.0000    11.0000    43.0000
 1.200 0.200     9.6712     0.0795     6.0000     9.0000    12.0000    44.0000
 1.100 0.200    11.2972     0.0953     7.0000    10.0000    15.0000    75.0000
 1.000 0.200    13.2794     0.1151     7.0000    12.0000    17.0000    90.0000
 0.900 0.200    16.2648     0.1474     9.0000    14.0000    21.0000    95.0000
 0.800 0.200    20.4124     0.2000    11.0000    17.0000    27.0000   172.0000
 0.700 0.200    26.9390     0.2785    13.0000    23.0000    36.0000   199.0000
 0.600 0.200    37.2298     0.4315    16.0000    29.0000    49.0000   300.0000
 0.500 0.200    57.7248     0.7180    22.0000    44.0000    77.0000   463.0000
 0.400 0.200    83.6998     1.1042    29.0000    62.0000   114.0000   728.0000
 0.300 0.200   129.1798     1.7273    41.0000    93.0000   178.0000  1065.0000
 0.200 0.200   167.4580     2.3819    50.0000   117.0000   232.0000  1648.0000
 0.100 0.200   184.9366     2.6403    53.0000   129.0000   258.0000  1825.0000
