Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.5774     0.0428     3.0000     5.0000     7.0000    36.0000
 1.900 0.150     6.0572     0.0465     4.0000     6.0000     8.0000    35.0000
 1.800 0.150     6.6734     0.0523     4.0000     6.0000     8.0000    39.0000
 1.700 0.150     7.3522     0.0563     5.0000     7.0000     9.0000    32.0000
 1.600 0.150     7.9864     0.0633     5.0000     7.0000    10.0000    66.0000
 1.500 0.150     8.9336     0.0708     5.0000     8.0000    11.0000    49.0000
 1.400 0.150    10.0344     0.0825     6.0000     9.0000    13.0000    59.0000
 1.300 0.150    11.2566     0.0950     7.0000    10.0000    15.0000    71.0000
 1.200 0.150    13.3670     0.1139     8.0000    12.0000    17.0000    99.0000
 1.100 0.150    15.8436     0.1389     9.0000    14.0000    21.0000   104.0000
 1.000 0.150    18.9538     0.1757    10.0000    17.0000    25.0000   148.0000
 0.900 0.150    23.6052     0.2302    12.0000    20.0000    31.0000   207.0000
 0.800 0.150    30.0066     0.3226    14.0000    25.0000    40.0000   310.0000
 0.700 0.150    41.1904     0.4647    18.0000    33.0000    55.0000   292.0000
 0.600 0.150    59.7014     0.7264    24.0000    46.0000    81.0000   544.0000
 0.500 0.150    87.5048     1.1691    30.0000    62.0000   119.0000   770.0000
 0.400 0.150   121.4062     1.6779    38.0000    85.0000   166.0000  1020.0000
 0.300 0.150   162.0778     2.2107    50.0000   115.0000   225.0000  1431.0000
 0.200 0.150   186.1944     2.6516    57.0000   128.0000   252.0000  1466.0000
 0.100 0.150   194.3824     2.7565    58.0000   136.0000   264.0000  1615.0000
