Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100     7.9604     0.0805     4.0000     7.0000    10.0000    91.0000
 1.900 0.100     8.3806     0.0876     4.0000     7.0000    11.0000    91.0000
 1.800 0.100     8.9798     0.0868     5.0000     8.0000    12.0000    63.0000
 1.700 0.100     9.6362     0.1016     5.0000     8.0000    12.0000    74.0000
 1.600 0.100    10.3606     0.1107     5.0000     8.0000    13.0000   108.0000
 1.500 0.100    11.1978     0.1150     5.0000     9.0000    15.0000    82.0000
 1.400 0.100    12.1146     0.1259     6.0000    10.0000    16.0000    73.0000
 1.300 0.100    13.7140     0.1423     7.0000    11.0000    18.0000   109.0000
 1.200 0.100    15.4010     0.1697     7.0000    12.0000    20.0000   154.0000
 1.100 0.100    18.0248     0.2033     8.0000    14.0000    24.0000   128.0000
 1.000 0.100    20.5802     0.2367     9.0000    16.0000    27.0000   193.0000
 0.900 0.100    24.7018     0.2938    11.0000    19.0000    33.0000   276.0000
 0.800 0.100    29.3790     0.3523    12.0000    23.0000    39.0000   249.0000
 0.700 0.100    37.8530     0.4609    15.0000    29.0000    50.0000   449.0000
 0.600 0.100    49.1812     0.6141    19.0000    38.0000    66.0000   500.0000
 0.500 0.100    68.7178     0.8935    25.0000    51.0000    93.0000   645.0000
 0.400 0.100   102.0248     1.3703    34.0000    73.0000   138.0000   745.0000
 0.300 0.100   145.7578     2.0499    43.0000   102.0000   200.0000  1124.0000
 0.200 0.100   183.2274     2.5245    51.0000   128.0000   256.0000  1272.0000
 0.100 0.100   191.4006     2.7585    55.0000   130.0000   263.0000  2000.0000
