Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    29.6084     0.3780    11.0000    22.0000    40.0000   250.0000
 1.900 0.050    31.8084     0.4104    11.0000    24.0000    43.0000   332.0000
 1.800 0.050    33.3570     0.4322    12.0000    25.0000    45.0000   283.0000
 1.700 0.050    35.9100     0.4760    12.0000    26.0000    48.0000   377.0000
 1.600 0.050    38.3724     0.5062    13.0000    29.0000    52.0000   315.0000
 1.500 0.050    40.7148     0.5463    14.0000    30.0000    55.0000   365.0000
 1.400 0.050    45.7614     0.6223    15.0000    33.0000    63.0000   418.0000
 1.300 0.050    48.4426     0.6561    16.0000    35.0000    66.0000   487.0000
 1.200 0.050    55.4224     0.7728    17.0000    39.0000    76.0000   564.0000
 1.100 0.050    59.0752     0.8109    18.0000    41.0000    82.0000   451.0000
 1.000 0.050    66.1554     0.9162    20.0000    47.0000    90.0000   487.0000
 0.900 0.050    73.6908     0.9929    23.0000    53.0000   103.0000   571.0000
 0.800 0.050    82.2888     1.1339    26.0000    58.0000   113.0000   697.0000
 0.700 0.050    95.0446     1.3462    29.0000    66.0000   128.0000  1221.0000
 0.600 0.050   109.2314     1.5463    32.0000    76.0000   148.0000   888.0000
 0.500 0.050   123.8578     1.7061    37.0000    86.0000   173.0000  1019.0000
 0.400 0.050   145.3778     2.0598    43.0000    99.0000   200.0000  1495.0000
 0.300 0.050   174.2036     2.4584    51.0000   122.0000   241.0000  1693.0000
 0.200 0.050   195.5934     2.8411    55.0000   134.0000   267.0000  1778.0000
 0.100 0.050   203.9104     2.9336    58.0000   142.0000   279.0000  1976.0000
