Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    28.5136     0.3711    10.0000    21.0000    38.0000   267.0000
 1.900 0.050    30.9018     0.4123    11.0000    22.0000    42.0000   414.0000
 1.800 0.050    34.0480     0.4564    12.0000    24.0000    46.0000   317.0000
 1.700 0.050    37.7594     0.4974    12.0000    27.0000    52.0000   280.0000
 1.600 0.050    42.2692     0.5694    14.0000    30.0000    57.0000   390.0000
 1.500 0.050    48.1624     0.6643    16.0000    34.0000    65.0000   706.0000
 1.400 0.050    53.4224     0.7373    17.0000    38.0000    72.0000   418.0000
 1.300 0.050    61.6420     0.8306    20.0000    44.0000    85.0000   775.0000
 1.200 0.050    69.4354     0.9650    21.0000    48.0000    96.0000   529.0000
 1.100 0.050    81.8656     1.1573    25.0000    56.0000   111.0000   696.0000
 1.000 0.050    92.3920     1.2689    29.0000    66.0000   127.0000   941.0000
 0.900 0.050   106.3222     1.4618    33.0000    75.0000   145.0000   942.0000
 0.800 0.050   123.3216     1.7057    37.0000    86.0000   170.0000  1013.0000
 0.700 0.050   141.0366     1.9954    42.0000    95.0000   196.0000  1229.0000
 0.600 0.050   155.7856     2.2403    44.0000   106.0000   212.0000  1409.0000
 0.500 0.050   174.7456     2.4790    52.0000   120.0000   244.0000  1501.0000
 0.400 0.050   183.4436     2.5521    52.0000   129.0000   256.0000  1518.0000
 0.300 0.050   196.9420     2.7781    58.0000   138.0000   273.0000  1522.0000
 0.200 0.050   196.5948     2.7853    55.0000   136.0000   277.0000  1916.0000
 0.100 0.050   195.4250     2.8628    54.0000   130.0000   267.0000  1692.0000
