Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.4884     0.0416     3.0000     5.0000     7.0000    43.0000
 1.900 0.150     5.8800     0.0452     4.0000     5.0000     7.0000    33.0000
 1.800 0.150     6.4184     0.0503     4.0000     6.0000     8.0000    37.0000
 1.700 0.150     6.9516     0.0529     4.0000     6.0000     9.0000    68.0000
 1.600 0.150     7.6846     0.0602     5.0000     7.0000    10.0000    41.0000
 1.500 0.150     8.4350     0.0670     5.0000     8.0000    11.0000    39.0000
 1.400 0.150     9.5286     0.0786     6.0000     9.0000    12.0000    73.0000
 1.300 0.150    11.0198     0.0923     7.0000    10.0000    14.0000    59.0000
 1.200 0.150    12.2682     0.1038     7.0000    11.0000    16.0000    94.0000
 1.100 0.150    14.5798     0.1262     8.0000    13.0000    19.0000    68.0000
 1.000 0.150    17.7386     0.1588    10.0000    16.0000    23.0000    96.0000
 0.900 0.150    21.4200     0.2017    11.0000    19.0000    28.0000   134.0000
 0.800 0.150    27.0788     0.2673    14.0000    23.0000    35.0000   194.0000
 0.700 0.150    36.6650     0.3954    17.0000    30.0000    49.0000   221.0000
 0.600 0.150    50.7424     0.5952    21.0000    40.0000    69.0000   425.0000
 0.500 0.150    76.6346     1.0002    28.0000    56.0000   104.0000   779.0000
 0.400 0.150   111.4808     1.5500    35.0000    79.0000   150.0000   980.0000
 0.300 0.150   150.1162     2.0971    43.0000   104.0000   207.0000  1155.0000
 0.200 0.150   177.4784     2.5436    50.0000   123.0000   244.0000  1344.0000
 0.100 0.150   190.3444     2.7132    55.0000   130.0000   264.0000  2000.0000
