Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    24.9808     0.3254     9.0000    19.0000    33.0000   209.0000
 1.900 0.050    26.7636     0.3484    10.0000    20.0000    36.0000   248.0000
 1.800 0.050    30.5906     0.4015    11.0000    22.0000    41.0000   301.0000
 1.700 0.050    32.6734     0.4422    11.0000    24.0000    44.0000   295.0000
 1.600 0.050    35.9544     0.4843    12.0000    26.0000    49.0000   341.0000
 1.500 0.050    40.6780     0.5435    13.0000    29.0000    56.0000   415.0000
 1.400 0.050    43.7856     0.5872    14.0000    31.0000    59.0000   367.0000
 1.300 0.050    51.1920     0.6960    17.0000    36.0000    70.0000   441.0000
 1.200 0.050    57.1486     0.7953    18.0000    40.0000    77.0000   436.0000
 1.100 0.050    64.1342     0.8816    20.0000    45.0000    87.0000   522.0000
 1.000 0.050    71.9594     0.9867    22.0000    50.0000   101.0000   554.0000
 0.900 0.050    85.9550     1.2200    25.0000    60.0000   118.0000   836.0000
 0.800 0.050    98.4444     1.3697    31.0000    68.0000   135.0000  1072.0000
 0.700 0.050   118.0314     1.6657    35.0000    82.0000   161.0000  1061.0000
 0.600 0.050   135.7842     1.8851    43.0000    95.0000   189.0000  1069.0000
 0.500 0.050   154.0938     2.1926    43.0000   106.0000   214.0000  1695.0000
 0.400 0.050   171.7824     2.4200    48.0000   118.0000   238.0000  1450.0000
 0.300 0.050   188.1710     2.7094    55.0000   126.0000   257.0000  2000.0000
 0.200 0.050   194.7336     2.7692    55.0000   136.0000   267.0000  1687.0000
 0.100 0.050   203.2918     2.9181    58.0000   140.0000   281.0000  2000.0000
