Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.100     7.9028     0.0703     4.0000     7.0000    10.0000    44.0000
 1.900 0.100     8.5142     0.0764     5.0000     7.0000    11.0000    62.0000
 1.800 0.100     9.2372     0.0843     5.0000     8.0000    12.0000    69.0000
 1.700 0.100     9.9374     0.0907     5.0000     9.0000    13.0000    75.0000
 1.600 0.100    10.8730     0.1025     6.0000     9.0000    14.0000    81.0000
 1.500 0.100    11.8036     0.1139     6.0000    10.0000    15.0000    69.0000
 1.400 0.100    13.2792     0.1265     7.0000    11.0000    17.0000    81.0000
 1.300 0.100    14.8396     0.1480     8.0000    12.0000    19.0000   149.0000
 1.200 0.100    16.9994     0.1675     9.0000    14.0000    22.0000    94.0000
 1.100 0.100    19.7300     0.2040    10.0000    16.0000    26.0000   204.0000
 1.000 0.100    23.6386     0.2482    11.0000    19.0000    31.0000   174.0000
 0.900 0.100    29.0300     0.3231    13.0000    23.0000    38.0000   245.0000
 0.800 0.100    37.5534     0.4363    16.0000    29.0000    50.0000   305.0000
 0.700 0.100    47.1216     0.5581    19.0000    37.0000    63.0000   346.0000
 0.600 0.100    64.7716     0.8318    24.0000    49.0000    88.0000   527.0000
 0.500 0.100    92.5204     1.2434    31.0000    65.0000   127.0000   902.0000
 0.400 0.100   129.6272     1.8005    41.0000    93.0000   178.0000  1340.0000
 0.300 0.100   169.6234     2.3843    50.0000   119.0000   234.0000  1474.0000
 0.200 0.100   188.3340     2.6635    54.0000   130.0000   258.0000  1579.0000
 0.100 0.100   197.2116     2.8556    56.0000   137.0000   273.0000  2000.0000
