Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.050    75.6255     1.6385    23.0000    54.0000   104.0000   538.0000
 0.950 0.050    82.1255     1.8026    24.0000    58.0000   113.0000   672.0000
 0.900 0.050    90.9785     1.8862    29.0000    66.0000   131.0000   610.0000
 0.850 0.050    95.4975     2.0400    30.0000    66.0000   133.0000   642.0000
 0.800 0.050   100.7375     2.2541    29.0000    70.0000   140.0000   818.0000
 0.750 0.050   107.3430     2.4229    31.0000    75.0000   148.0000  1223.0000
 0.700 0.050   115.3650     2.4603    36.0000    83.0000   156.0000   860.0000
 0.650 0.050   129.8620     2.7915    38.0000    94.0000   181.0000  1080.0000
 0.600 0.050   135.7580     2.8618    44.0000   100.0000   186.0000  1225.0000
 0.550 0.050   146.3115     3.2637    42.0000   101.0000   199.0000  1033.0000
 0.500 0.050   162.1060     3.5834    48.0000   112.0000   217.0000  1017.0000
 0.450 0.050   163.5345     3.7452    47.0000   112.0000   220.0000  1682.0000
 0.400 0.050   180.0100     3.8934    52.0000   128.0000   253.0000  1286.0000
 0.350 0.050   188.3175     4.3246    55.0000   129.0000   264.0000  2000.0000
 0.300 0.050   192.1470     4.2759    55.0000   133.0000   268.0000  1700.0000
 0.250 0.050   199.3700     4.5378    56.0000   135.0000   272.0000  1534.0000
 0.200 0.050   198.1730     4.3776    56.0000   135.0000   284.0000  1561.0000
 0.150 0.050   199.4740     4.3891    57.0000   139.0000   282.0000  1544.0000
 0.100 0.050   196.5975     4.3567    57.0000   138.0000   274.0000  1359.0000
 0.050 0.050   203.3735     4.5361    58.0000   140.0000   283.0000  1479.0000
