Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.250     8.3845     0.1461     4.0000     7.0000    11.0000    70.0000
 0.950 0.250     9.1595     0.1664     4.0000     7.0000    12.0000    77.0000
 0.900 0.250    10.2070     0.1810     5.0000     8.0000    13.0000    89.0000
 0.850 0.250    10.5455     0.1812     5.0000     8.0000    14.0000    59.0000
 0.800 0.250    12.6195     0.2229     6.0000    10.0000    16.0000   104.0000
 0.750 0.250    14.6800     0.2741     6.0000    11.0000    19.0000    93.0000
 0.700 0.250    16.5470     0.3159     7.0000    12.0000    22.0000   127.0000
 0.650 0.250    19.0015     0.3506     8.0000    15.0000    25.0000   128.0000
 0.600 0.250    22.2340     0.4446     9.0000    17.0000    30.0000   199.0000
 0.550 0.250    25.7170     0.5013    10.0000    19.0000    34.0000   178.0000
 0.500 0.250    31.1770     0.6264    11.0000    23.0000    42.0000   248.0000
 0.450 0.250    41.1900     0.8419    15.0000    30.0000    55.0000   299.0000
 0.400 0.250    54.0485     1.1627    19.0000    38.0000    74.0000   550.0000
 0.350 0.250    69.7705     1.5577    23.0000    49.0000    93.0000   688.0000
 0.300 0.250    89.5385     1.9754    28.0000    61.0000   120.0000   642.0000
 0.250 0.250   115.2445     2.6072    31.0000    77.0000   165.0000   952.0000
 0.200 0.250   143.5855     3.2850    40.0000    98.0000   196.0000  1167.0000
 0.150 0.250   174.5135     3.8973    52.0000   123.0000   237.0000  1548.0000
 0.100 0.250   182.0110     3.9852    54.0000   127.0000   252.0000  1322.0000
 0.050 0.250   195.1895     4.3163    57.0000   137.0000   275.0000  1825.0000
