Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.000 0.150    16.3365     0.3078     7.0000    12.0000    22.0000   105.0000
 0.950 0.150    17.8700     0.3560     7.0000    13.0000    23.0000   200.0000
 0.900 0.150    19.9835     0.4036     8.0000    15.0000    26.0000   157.0000
 0.850 0.150    21.1555     0.4537     8.0000    15.0000    28.0000   182.0000
 0.800 0.150    24.2445     0.4791     9.0000    18.0000    33.0000   188.0000
 0.750 0.150    27.4240     0.5605    10.0000    20.0000    37.0000   213.0000
 0.700 0.150    31.2930     0.6496    11.0000    22.0000    42.0000   224.0000
 0.650 0.150    36.3045     0.7416    13.0000    27.0000    49.0000   231.0000
 0.600 0.150    43.4590     0.8821    15.0000    32.0000    59.0000   331.0000
 0.550 0.150    50.5820     1.0948    17.0000    36.0000    68.0000   487.0000
 0.500 0.150    62.5650     1.3685    21.0000    43.0000    83.0000   447.0000
 0.450 0.150    72.0785     1.5822    23.0000    51.0000    98.0000   549.0000
 0.400 0.150    93.4915     2.0278    29.0000    66.0000   128.0000   797.0000
 0.350 0.150   110.6355     2.4635    33.0000    80.0000   149.0000  1269.0000
 0.300 0.150   133.6230     2.9958    41.0000    92.0000   185.0000  1227.0000
 0.250 0.150   160.1905     3.6983    43.0000   108.0000   223.0000  1738.0000
 0.200 0.150   181.1875     4.0170    51.0000   127.0000   251.0000  1407.0000
 0.150 0.150   184.5485     4.1111    52.0000   126.0000   258.0000  1272.0000
 0.100 0.150   198.0380     4.4344    56.0000   138.0000   272.0000  1569.0000
 0.050 0.150   199.5175     4.5581    55.0000   135.0000   267.0000  1510.0000
