Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.2650     0.0103     2.0000     2.0000     3.0000     7.0000     0.0000
 2.000 0.180     2.3980     0.0112     2.0000     2.0000     3.0000     6.0000     0.0000
 2.000 0.160     2.5604     0.0123     2.0000     2.0000     3.0000    11.0000     0.0000
 2.000 0.140     2.7454     0.0141     2.0000     3.0000     3.0000    12.0000     0.0000
 2.000 0.120     3.0618     0.0167     2.0000     3.0000     4.0000    11.0000     0.0000
 2.000 0.100     3.4336     0.0214     2.0000     3.0000     4.0000    30.0000     0.0000
 2.000 0.080     4.1406     0.0296     3.0000     4.0000     5.0000    33.0000     0.0000
 2.000 0.060     5.6426     0.0623     3.0000     5.0000     7.0000    91.0000     0.0000
 2.000 0.040    12.4998     0.1880     5.0000     8.0000    15.0000   227.0000     0.0000
 2.000 0.020    50.3382     0.7680    13.0000    33.0000    69.0000   536.0000     0.0000
 1.800 0.200     2.5022     0.0119     2.0000     2.0000     3.0000     8.0000     0.0000
 1.800 0.180     2.6290     0.0128     2.0000     3.0000     3.0000     8.0000     0.0000
 1.800 0.160     2.7816     0.0141     2.0000     3.0000     3.0000     9.0000     0.0000
 1.800 0.140     3.0348     0.0164     2.0000     3.0000     4.0000    11.0000     0.0000
 1.800 0.120     3.3558     0.0189     2.0000     3.0000     4.0000    14.0000     0.0000
 1.800 0.100     3.7830     0.0243     3.0000     4.0000     5.0000    18.0000     0.0000
 1.800 0.080     4.6058     0.0352     3.0000     4.0000     6.0000    46.0000     0.0000
 1.800 0.060     6.3668     0.0678     4.0000     5.0000     8.0000    95.0000     0.0000
 1.800 0.040    13.6090     0.2040     5.0000     9.0000    17.0000   194.0000     0.0000
 1.800 0.020    50.8192     0.7550    13.0000    33.0000    71.0000   513.0000     0.0000
 1.600 0.200     2.7522     0.0136     2.0000     3.0000     3.0000     8.0000     0.0000
 1.600 0.180     2.9244     0.0151     2.0000     3.0000     3.0000     9.0000     0.0000
 1.600 0.160     3.1318     0.0164     2.0000     3.0000     4.0000    11.0000     0.0000
 1.600 0.140     3.3950     0.0189     3.0000     3.0000     4.0000    12.0000     0.0000
 1.600 0.120     3.7154     0.0217     3.0000     3.0000     5.0000    11.0000     0.0000
 1.600 0.100     4.3652     0.0286     3.0000     4.0000     5.0000    29.0000     0.0000
 1.600 0.080     5.1904     0.0384     3.0000     5.0000     6.0000    39.0000     0.0000
 1.600 0.060     7.1214     0.0711     4.0000     6.0000     9.0000    80.0000     0.0000
 1.600 0.040    14.9990     0.2100     6.0000    10.0000    19.0000   251.0000     0.0000
 1.600 0.020    53.3868     0.7818    14.0000    35.0000    74.0000   451.0000     0.0000
 1.400 0.200     3.0836     0.0163     2.0000     3.0000     4.0000    10.0000     0.0000
 1.400 0.180     3.3328     0.0180     2.0000     3.0000     4.0000    11.0000     0.0000
 1.400 0.160     3.5280     0.0200     3.0000     3.0000     4.0000    13.0000     0.0000
 1.400 0.140     3.8872     0.0232     3.0000     4.0000     5.0000    16.0000     0.0000
 1.400 0.120     4.3722     0.0278     3.0000     4.0000     5.0000    37.0000     0.0000
 1.400 0.100     4.9728     0.0337     3.0000     5.0000     6.0000    27.0000     0.0000
 1.400 0.080     6.1480     0.0476     4.0000     6.0000     8.0000    34.0000     0.0000
 1.400 0.060     8.4700     0.0890     5.0000     7.0000    10.0000   103.0000     0.0000
 1.400 0.040    16.6180     0.2236     7.0000    11.0000    21.0000   211.0000     0.0000
 1.400 0.020    57.9406     0.8407    16.0000    39.0000    79.0000   687.0000     0.0000
 1.200 0.200     3.6610     0.0207     3.0000     3.0000     4.0000    12.0000     0.0000
 1.200 0.180     3.9172     0.0223     3.0000     4.0000     5.0000    12.0000     0.0000
 1.200 0.160     4.2560     0.0258     3.0000     4.0000     5.0000    21.0000     0.0000
 1.200 0.140     4.6468     0.0287     3.0000     4.0000     6.0000    20.0000     0.0000
 1.200 0.120     5.2670     0.0354     4.0000     5.0000     7.0000    32.0000     0.0000
 1.200 0.100     6.0980     0.0424     4.0000     6.0000     8.0000    31.0000     0.0000
 1.200 0.080     7.4812     0.0628     5.0000     7.0000     9.0000    97.0000     0.0000
 1.200 0.060    10.4304     0.1048     6.0000     9.0000    13.0000    94.0000     0.0000
 1.200 0.040    20.6394     0.2653     8.0000    15.0000    27.0000   266.0000     0.0000
 1.200 0.020    64.3202     0.9281    19.0000    43.0000    89.0000   658.0000     0.0000
 1.000 0.200     4.5408     0.0281     3.0000     4.0000     6.0000    21.0000     0.0000
 1.000 0.180     4.8914     0.0305     3.0000     5.0000     6.0000    19.0000     0.0000
 1.000 0.160     5.2970     0.0331     4.0000     5.0000     7.0000    19.0000     0.0000
 1.000 0.140     5.9474     0.0387     4.0000     6.0000     7.0000    20.0000     0.0000
 1.000 0.120     6.5934     0.0469     4.0000     6.0000     8.0000    47.0000     0.0000
