Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.0622     0.0097     2.0000     2.0000     2.0000     7.0000     0.0000
 2.000 0.180     2.1444     0.0109     2.0000     2.0000     2.0000     6.0000     0.0000
 2.000 0.160     2.3294     0.0128     2.0000     2.0000     3.0000    10.0000     0.0000
 2.000 0.140     2.5312     0.0149     2.0000     2.0000     3.0000    10.0000     0.0000
 2.000 0.120     2.8120     0.0187     2.0000     2.0000     3.0000    12.0000     0.0000
 2.000 0.100     3.2816     0.0236     2.0000     3.0000     4.0000    14.0000     0.0000
 2.000 0.080     4.0764     0.0325     2.0000     3.0000     5.0000    22.0000     0.0000
 2.000 0.060     5.5494     0.0485     3.0000     5.0000     7.0000    36.0000     0.0000
 2.000 0.040     9.1022     0.0933     4.0000     8.0000    12.0000    68.0000     0.0000
 2.000 0.020    27.3230     0.3615    10.0000    20.0000    37.0000   263.0000     0.0000
 1.800 0.200     2.2252     0.0112     2.0000     2.0000     3.0000     8.0000     0.0000
 1.800 0.180     2.3624     0.0128     2.0000     2.0000     3.0000     8.0000     0.0000
 1.800 0.160     2.5168     0.0143     2.0000     2.0000     3.0000    11.0000     0.0000
 1.800 0.140     2.7590     0.0173     2.0000     2.0000     3.0000    14.0000     0.0000
 1.800 0.120     3.1022     0.0210     2.0000     3.0000     4.0000    11.0000     0.0000
 1.800 0.100     3.6164     0.0276     2.0000     3.0000     5.0000    23.0000     0.0000
 1.800 0.080     4.5176     0.0371     3.0000     4.0000     6.0000    24.0000     0.0000
 1.800 0.060     6.2664     0.0571     3.0000     5.0000     8.0000    43.0000     0.0000
 1.800 0.040    10.4802     0.1116     5.0000     8.0000    14.0000    84.0000     0.0000
 1.800 0.020    30.8942     0.4091    12.0000    23.0000    41.0000   358.0000     0.0000
 1.600 0.200     2.4510     0.0139     2.0000     2.0000     3.0000    10.0000     0.0000
 1.600 0.180     2.6210     0.0149     2.0000     2.0000     3.0000    10.0000     0.0000
 1.600 0.160     2.8000     0.0171     2.0000     3.0000     3.0000    12.0000     0.0000
 1.600 0.140     3.1022     0.0210     2.0000     3.0000     4.0000    14.0000     0.0000
 1.600 0.120     3.5528     0.0254     2.0000     3.0000     4.0000    16.0000     0.0000
 1.600 0.100     4.1550     0.0330     3.0000     4.0000     5.0000    22.0000     0.0000
 1.600 0.080     5.1920     0.0446     3.0000     4.0000     7.0000    38.0000     0.0000
 1.600 0.060     7.2294     0.0670     4.0000     6.0000     9.0000    47.0000     0.0000
 1.600 0.040    12.2970     0.1349     6.0000    10.0000    16.0000    99.0000     0.0000
 1.600 0.020    35.7998     0.4506    13.0000    27.0000    49.0000   258.0000     0.0000
 1.400 0.200     2.7832     0.0162     2.0000     3.0000     3.0000    11.0000     0.0000
 1.400 0.180     2.9828     0.0188     2.0000     3.0000     4.0000    14.0000     0.0000
 1.400 0.160     3.2318     0.0215     2.0000     3.0000     4.0000    13.0000     0.0000
 1.400 0.140     3.5918     0.0252     2.0000     3.0000     4.0000    18.0000     0.0000
 1.400 0.120     4.1316     0.0312     3.0000     4.0000     5.0000    19.0000     0.0000
 1.400 0.100     4.8122     0.0380     3.0000     4.0000     6.0000    23.0000     0.0000
 1.400 0.080     6.1438     0.0524     3.0000     5.0000     8.0000    43.0000     0.0000
 1.400 0.060     8.6872     0.0836     4.0000     7.0000    11.0000    54.0000     0.0000
 1.400 0.040    14.8726     0.1614     7.0000    12.0000    20.0000   113.0000     0.0000
 1.400 0.020    41.4974     0.5426    15.0000    31.0000    56.0000   353.0000     0.0000
 1.200 0.200     3.2408     0.0210     2.0000     3.0000     4.0000    15.0000     0.0000
 1.200 0.180     3.5906     0.0244     2.0000     3.0000     4.0000    20.0000     0.0000
 1.200 0.160     3.9058     0.0267     3.0000     4.0000     5.0000    20.0000     0.0000
 1.200 0.140     4.3508     0.0311     3.0000     4.0000     5.0000    22.0000     0.0000
 1.200 0.120     4.9360     0.0380     3.0000     4.0000     6.0000    35.0000     0.0000
 1.200 0.100     6.0008     0.0501     4.0000     5.0000     8.0000    41.0000     0.0000
 1.200 0.080     7.6728     0.0680     4.0000     7.0000    10.0000    38.0000     0.0000
 1.200 0.060    10.7782     0.1050     5.0000     9.0000    14.0000    60.0000     0.0000
 1.200 0.040    18.8202     0.2147     8.0000    15.0000    25.0000   162.0000     0.0000
 1.200 0.020    50.9594     0.6748    18.0000    37.0000    69.0000   418.0000     0.0000
 1.000 0.200     4.1562     0.0287     3.0000     4.0000     5.0000    22.0000     0.0000
 1.000 0.180     4.4944     0.0323     3.0000     4.0000     6.0000    21.0000     0.0000
 1.000 0.160     4.9060     0.0362     3.0000     4.0000     6.0000    24.0000     0.0000
 1.000 0.140     5.5128     0.0425     3.0000     5.0000     7.0000    37.0000     0.0000
 1.000 0.120     6.4948     0.0537     4.0000     6.0000     8.0000    32.0000     0.0000
 1.000 0.100     7.7962     0.0677     4.0000     7.0000    10.0000    60.0000     0.0000
 1.000 0.080     9.8886     0.0914     5.0000     8.0000    13.0000    59.0000     0.0000
 1.000 0.060    14.2508     0.1496     7.0000    12.0000    19.0000   143.0000     0.0000
 1.000 0.040    24.4710     0.2919    10.0000    19.0000    33.0000   209.0000     0.0000
 1.000 0.020    66.6458     0.9175    22.0000    47.0000    91.0000   720.0000     0.0000
 0.800 0.200     5.7034     0.0401     4.0000     5.0000     7.0000    24.0000     0.0000
 0.800 0.180     6.1458     0.0469     4.0000     6.0000     8.0000    35.0000     0.0000
 0.800 0.160     6.8574     0.0527     4.0000     6.0000     9.0000    33.0000     0.0000
 0.800 0.140     7.7148     0.0621     5.0000     7.0000    10.0000    38.0000     0.0000
 0.800 0.120     8.9864     0.0772     5.0000     8.0000    11.0000    70.0000     0.0000
 0.800 0.100    11.1476     0.1036     6.0000     9.0000    14.0000    83.0000     0.0000
 0.800 0.080    13.9874     0.1386     7.0000    12.0000    18.0000    99.0000     0.0000
 0.800 0.060    20.2784     0.2173     9.0000    16.0000    27.0000   139.0000     0.0000
 0.800 0.040    35.2460     0.4320    14.0000    27.0000    47.0000   295.0000     0.0000
 0.800 0.020    89.4944     1.2003    30.0000    63.0000   121.0000   815.0000     0.0000
 0.600 0.200     8.8854     0.0692     5.0000     8.0000    11.0000    39.0000     0.0000
 0.600 0.180     9.9670     0.0797     6.0000     9.0000    13.0000    48.0000     0.0000
 0.600 0.160    10.9756     0.0918     6.0000    10.0000    14.0000    57.0000     0.0000
 0.600 0.140    12.3994     0.1092     7.0000    11.0000    16.0000    72.0000     0.0000
 0.600 0.120    14.5616     0.1307     8.0000    13.0000    19.0000    76.0000     0.0000
 0.600 0.100    17.6610     0.1701     9.0000    15.0000    23.0000   131.0000     0.0000
 0.600 0.080    22.8414     0.2384    11.0000    19.0000    30.0000   163.0000     0.0000
 0.600 0.060    32.8700     0.3785    14.0000    26.0000    43.0000   225.0000     0.0000
 0.600 0.040    55.8700     0.6896    21.0000    42.0000    76.0000   374.0000     0.0000
 0.600 0.020   122.8830     1.6699    40.0000    87.0000   169.0000   909.0000     0.0000
 0.400 0.200    19.1620     0.1811    10.0000    17.0000    25.0000   119.0000     0.0000
 0.400 0.180    20.9554     0.1972    11.0000    18.0000    28.0000   126.0000     0.0000
 0.400 0.160    24.0592     0.2399    12.0000    20.0000    32.0000   201.0000     0.0000
 0.400 0.140    27.6350     0.2842    14.0000    23.0000    37.0000   164.0000     0.0000
 0.400 0.120    33.4110     0.3581    16.0000    27.0000    44.0000   296.0000     0.0000
 0.400 0.100    40.4898     0.4608    18.0000    32.0000    54.0000   350.0000     0.0000
 0.400 0.080    53.0402     0.6383    23.0000    40.0000    71.0000   425.0000     0.0000
 0.400 0.060    73.2878     0.9498    27.0000    53.0000    99.0000   634.0000     0.0000
 0.400 0.040   113.0738     1.5312    37.0000    81.0000   153.0000   859.0000     0.0000
 0.400 0.020   170.1516     2.3877    50.0000   117.0000   234.0000  1590.0000     0.0000
 0.200 0.200    91.6314     1.2471    31.0000    66.0000   124.0000   782.0000     0.0000
 0.200 0.180   106.2888     1.4638    34.0000    76.0000   143.0000  1112.0000     0.0000
 0.200 0.160   115.8796     1.5879    37.0000    82.0000   157.0000   930.0000     0.0000
 0.200 0.140   123.5762     1.6860    38.0000    89.0000   170.0000  1086.0000     0.0000
 0.200 0.120   135.4988     1.8508    41.0000    95.0000   188.0000  1074.0000     0.0000
 0.200 0.100   153.5584     2.1627    45.0000   108.0000   211.0000  1403.0000     0.0000
 0.200 0.080   166.5174     2.3331    47.0000   119.0000   231.0000  1297.0000     0.0000
 0.200 0.060   186.1320     2.6082    55.0000   130.0000   257.0000  1525.0000     0.0000
