Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.8106     0.0139     2.0000     3.0000     3.0000     8.0000     0.0000
 2.000 0.180     2.9516     0.0150     2.0000     3.0000     4.0000     8.0000     0.0000
 2.000 0.160     3.1716     0.0165     2.0000     3.0000     4.0000    10.0000     0.0000
 2.000 0.140     3.4624     0.0185     3.0000     3.0000     4.0000    13.0000     0.0000
 2.000 0.120     3.7488     0.0205     3.0000     4.0000     5.0000    11.0000     0.0000
 2.000 0.100     4.2634     0.0249     3.0000     4.0000     5.0000    14.0000     0.0000
 2.000 0.080     4.9772     0.0318     3.0000     5.0000     6.0000    20.0000     0.0000
 2.000 0.060     6.3122     0.0464     4.0000     6.0000     8.0000    38.0000     0.0000
 2.000 0.040    10.5072     0.1157     6.0000     8.0000    13.0000   113.0000     0.0000
 2.000 0.020    37.6216     0.5251    11.0000    25.0000    52.0000   412.0000     0.0000
 1.800 0.200     3.2522     0.0164     2.0000     3.0000     4.0000     9.0000     0.0000
 1.800 0.180     3.4220     0.0183     3.0000     3.0000     4.0000    11.0000     0.0000
 1.800 0.160     3.6660     0.0190     3.0000     4.0000     4.0000    10.0000     0.0000
 1.800 0.140     3.9598     0.0213     3.0000     4.0000     5.0000    11.0000     0.0000
 1.800 0.120     4.4236     0.0250     3.0000     4.0000     5.0000    16.0000     0.0000
 1.800 0.100     4.8870     0.0298     3.0000     5.0000     6.0000    23.0000     0.0000
 1.800 0.080     5.9124     0.0379     4.0000     6.0000     7.0000    26.0000     0.0000
 1.800 0.060     7.4862     0.0548     5.0000     7.0000     9.0000    66.0000     0.0000
 1.800 0.040    11.8098     0.1212     6.0000    10.0000    15.0000    84.0000     0.0000
 1.800 0.020    39.4664     0.5280    13.0000    28.0000    54.0000   331.0000     0.0000
 1.600 0.200     3.7796     0.0200     3.0000     4.0000     5.0000    11.0000     0.0000
 1.600 0.180     4.0184     0.0219     3.0000     4.0000     5.0000    11.0000     0.0000
 1.600 0.160     4.3194     0.0237     3.0000     4.0000     5.0000    13.0000     0.0000
 1.600 0.140     4.7036     0.0265     3.0000     5.0000     6.0000    15.0000     0.0000
 1.600 0.120     5.1670     0.0301     4.0000     5.0000     6.0000    18.0000     0.0000
 1.600 0.100     5.8802     0.0357     4.0000     6.0000     7.0000    18.0000     0.0000
 1.600 0.080     6.9530     0.0435     5.0000     7.0000     9.0000    22.0000     0.0000
 1.600 0.060     8.8780     0.0653     6.0000     8.0000    11.0000    48.0000     0.0000
 1.600 0.040    14.1400     0.1416     8.0000    12.0000    18.0000   102.0000     0.0000
 1.600 0.020    43.3026     0.5862    15.0000    31.0000    58.0000   494.0000     0.0000
 1.400 0.200     4.5770     0.0255     3.0000     4.0000     6.0000    13.0000     0.0000
 1.400 0.180     4.9142     0.0273     4.0000     5.0000     6.0000    16.0000     0.0000
 1.400 0.160     5.2086     0.0301     4.0000     5.0000     7.0000    16.0000     0.0000
 1.400 0.140     5.6720     0.0337     4.0000     5.0000     7.0000    21.0000     0.0000
 1.400 0.120     6.3616     0.0390     4.0000     6.0000     8.0000    25.0000     0.0000
 1.400 0.100     7.2390     0.0466     5.0000     7.0000     9.0000    26.0000     0.0000
 1.400 0.080     8.6174     0.0586     6.0000     8.0000    11.0000    42.0000     0.0000
 1.400 0.060    11.0828     0.0871     7.0000    10.0000    14.0000    81.0000     0.0000
 1.400 0.040    17.2456     0.1661     9.0000    14.0000    22.0000   120.0000     0.0000
 1.400 0.020    48.9736     0.6330    18.0000    35.0000    66.0000   361.0000     0.0000
 1.200 0.200     5.8050     0.0338     4.0000     6.0000     7.0000    20.0000     0.0000
 1.200 0.180     6.1802     0.0374     4.0000     6.0000     8.0000    19.0000     0.0000
 1.200 0.160     6.6758     0.0406     5.0000     6.0000     8.0000    24.0000     0.0000
 1.200 0.140     7.2250     0.0447     5.0000     7.0000     9.0000    31.0000     0.0000
 1.200 0.120     8.1204     0.0532     5.0000     8.0000    10.0000    33.0000     0.0000
 1.200 0.100     9.4362     0.0634     6.0000     9.0000    12.0000    37.0000     0.0000
 1.200 0.080    11.2834     0.0811     7.0000    10.0000    14.0000    53.0000     0.0000
 1.200 0.060    14.3516     0.1152     9.0000    13.0000    18.0000    85.0000     0.0000
 1.200 0.040    22.1768     0.2172    12.0000    19.0000    29.0000   239.0000     0.0000
 1.200 0.020    58.8418     0.7383    22.0000    43.0000    79.0000   499.0000     0.0000
 1.000 0.200     7.6046     0.0478     5.0000     7.0000    10.0000    25.0000     0.0000
 1.000 0.180     8.1850     0.0535     6.0000     8.0000    10.0000    26.0000     0.0000
 1.000 0.160     8.9262     0.0583     6.0000     9.0000    11.0000    32.0000     0.0000
 1.000 0.140     9.8696     0.0656     7.0000     9.0000    13.0000    34.0000     0.0000
 1.000 0.120    11.1364     0.0768     7.0000    11.0000    14.0000    47.0000     0.0000
 1.000 0.100    12.7756     0.0945     8.0000    12.0000    16.0000    60.0000     0.0000
 1.000 0.080    15.6002     0.1191    10.0000    14.0000    20.0000    82.0000     0.0000
 1.000 0.060    20.2656     0.1725    12.0000    18.0000    27.0000   100.0000     0.0000
 1.000 0.040    30.8888     0.3095    16.0000    26.0000    40.0000   336.0000     0.0000
 1.000 0.020    72.8922     0.9110    29.0000    54.0000    99.0000   676.0000     0.0000
 0.800 0.200    11.2788     0.0789     7.0000    11.0000    14.0000    43.0000     0.0000
 0.800 0.180    12.1802     0.0891     8.0000    11.0000    16.0000    47.0000     0.0000
 0.800 0.160    13.2608     0.0967     8.0000    12.0000    17.0000    49.0000     0.0000
 0.800 0.140    14.9780     0.1144     9.0000    14.0000    19.0000    65.0000     0.0000
 0.800 0.120    16.7866     0.1316    10.0000    15.0000    22.0000    73.0000     0.0000
 0.800 0.100    19.9324     0.1669    12.0000    18.0000    26.0000   142.0000     0.0000
 0.800 0.080    24.4400     0.2136    14.0000    22.0000    32.0000   165.0000     0.0000
