Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.800 0.060    33.1362     0.3148    18.0000    28.0000    44.0000   181.0000     0.0000
 0.800 0.040    48.7072     0.5177    23.0000    40.0000    65.0000   368.0000     0.0000
 0.800 0.020   100.4460     1.2788    37.0000    75.0000   136.0000  1118.0000     0.0000
 0.600 0.200    20.2164     0.1763    11.0000    18.0000    26.0000   128.0000     0.0000
 0.600 0.180    22.1392     0.1982    12.0000    19.0000    29.0000   132.0000     0.0000
 0.600 0.160    24.8160     0.2223    14.0000    22.0000    32.0000   145.0000     0.0000
 0.600 0.140    27.1998     0.2563    14.0000    23.0000    36.0000   196.0000     0.0000
 0.600 0.120    32.6070     0.3247    17.0000    28.0000    42.0000   273.0000     0.0000
 0.600 0.100    38.3844     0.4015    18.0000    32.0000    51.0000   210.0000     0.0000
 0.600 0.080    49.5366     0.5461    22.0000    40.0000    67.0000   378.0000     0.0000
 0.600 0.060    66.6108     0.7901    27.0000    52.0000    89.0000   457.0000     0.0000
 0.600 0.040    96.2712     1.2132    36.0000    72.0000   133.0000   735.0000     0.0000
 0.600 0.020   148.3418     1.9914    48.0000   108.0000   204.0000  1313.0000     0.0000
 0.400 0.200    53.0850     0.6462    21.0000    41.0000    70.0000   447.0000     0.0000
 0.400 0.180    58.2256     0.7361    23.0000    43.0000    77.0000   553.0000     0.0000
 0.400 0.160    66.8480     0.8578    26.0000    50.0000    88.0000   571.0000     0.0000
 0.400 0.140    76.4016     0.9921    29.0000    56.0000   101.0000   715.0000     0.0000
 0.400 0.120    86.7362     1.1329    30.0000    64.0000   116.0000   731.0000     0.0000
 0.400 0.100   102.4838     1.3670    34.0000    73.0000   139.0000   858.0000     0.0000
 0.400 0.080   120.7894     1.6485    38.0000    87.0000   167.0000   969.0000     0.0000
 0.400 0.060   144.9466     1.9985    46.0000   102.0000   197.0000  1407.0000     0.0000
 0.400 0.040   168.6210     2.3509    50.0000   119.0000   231.0000  1603.0000     0.0000
 0.400 0.020   186.9322     2.6302    54.0000   129.0000   258.0000  1417.0000     0.0000
 0.200 0.200   150.7590     2.1526    45.0000   104.0000   209.0000  1664.0000     0.0000
 0.200 0.180   154.7646     2.1205    47.0000   111.0000   215.0000  1357.0000     0.0000
 0.200 0.160   162.9062     2.2782    47.0000   113.0000   226.0000  1355.0000     0.0000
 0.200 0.140   165.7150     2.3297    49.0000   114.0000   229.0000  1172.0000     0.0000
 0.200 0.120   171.8348     2.3649    51.0000   120.0000   242.0000  1665.0000     0.0000
 0.200 0.100   176.9878     2.4613    50.0000   125.0000   250.0000  1599.0000     0.0000
 0.200 0.080   188.2608     2.6022    55.0000   133.0000   266.0000  1562.0000     0.0000
 0.200 0.060   192.3230     2.7963    53.0000   131.0000   265.0000  1703.0000     0.0000
 0.200 0.040   192.6364     2.7707    54.0000   133.0000   267.0000  2000.0000     0.0000
 0.200 0.020   194.4848     2.7861    54.0000   133.0000   276.0000  1805.0000     0.0000
