Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.4366     0.0110     2.0000     2.0000     3.0000     6.0000     0.0000
 2.000 0.180     2.5666     0.0118     2.0000     2.0000     3.0000     6.0000     0.0000
 2.000 0.160     2.7148     0.0130     2.0000     3.0000     3.0000    10.0000     0.0000
 2.000 0.140     2.8808     0.0144     2.0000     3.0000     3.0000    10.0000     0.0000
 2.000 0.120     3.1918     0.0173     2.0000     3.0000     4.0000    14.0000     0.0000
 2.000 0.100     3.6044     0.0208     3.0000     3.0000     4.0000    14.0000     0.0000
 2.000 0.080     4.2364     0.0282     3.0000     4.0000     5.0000    22.0000     0.0000
 2.000 0.060     5.5846     0.0530     3.0000     5.0000     7.0000    74.0000     0.0000
 2.000 0.040    11.0676     0.1522     5.0000     8.0000    13.0000   130.0000     0.0000
 2.000 0.020    45.0136     0.6599    12.0000    30.0000    64.0000   445.0000     0.0000
 1.800 0.200     2.6524     0.0124     2.0000     3.0000     3.0000     8.0000     0.0000
 1.800 0.180     2.7892     0.0136     2.0000     3.0000     3.0000     8.0000     0.0000
 1.800 0.160     2.9692     0.0144     2.0000     3.0000     4.0000     9.0000     0.0000
 1.800 0.140     3.2308     0.0171     2.0000     3.0000     4.0000    13.0000     0.0000
 1.800 0.120     3.5176     0.0190     3.0000     3.0000     4.0000    13.0000     0.0000
 1.800 0.100     4.0400     0.0246     3.0000     4.0000     5.0000    21.0000     0.0000
 1.800 0.080     4.8398     0.0338     3.0000     4.0000     6.0000    54.0000     0.0000
 1.800 0.060     6.4346     0.0611     4.0000     6.0000     8.0000    81.0000     0.0000
 1.800 0.040    12.4704     0.1676     5.0000     9.0000    15.0000   159.0000     0.0000
 1.800 0.020    46.7122     0.6893    12.0000    31.0000    65.0000   478.0000     0.0000
 1.600 0.200     2.9810     0.0144     2.0000     3.0000     4.0000     9.0000     0.0000
 1.600 0.180     3.1340     0.0159     2.0000     3.0000     4.0000    10.0000     0.0000
