Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.6080     0.0121     2.0000     3.0000     3.0000     8.0000     0.0000
 2.000 0.180     2.7454     0.0131     2.0000     3.0000     3.0000     7.0000     0.0000
 2.000 0.160     2.8718     0.0141     2.0000     3.0000     3.0000     8.0000     0.0000
 2.000 0.140     3.1236     0.0159     2.0000     3.0000     4.0000    10.0000     0.0000
 2.000 0.120     3.4098     0.0183     3.0000     3.0000     4.0000    11.0000     0.0000
 2.000 0.100     3.8376     0.0216     3.0000     4.0000     5.0000    19.0000     0.0000
 2.000 0.080     4.4844     0.0295     3.0000     4.0000     6.0000    38.0000     0.0000
 2.000 0.060     5.8948     0.0476     4.0000     5.0000     7.0000    67.0000     0.0000
 2.000 0.040    10.6956     0.1352     5.0000     8.0000    13.0000   127.0000     0.0000
 2.000 0.020    41.0040     0.5971    11.0000    26.0000    57.0000   347.0000     0.0000
 1.800 0.200     2.9102     0.0138     2.0000     3.0000     3.0000     8.0000     0.0000
 1.800 0.180     3.0772     0.0150     2.0000     3.0000     4.0000     9.0000     0.0000
 1.800 0.160     3.2556     0.0164     2.0000     3.0000     4.0000     9.0000     0.0000
 1.800 0.140     3.4784     0.0181     3.0000     3.0000     4.0000     9.0000     0.0000
 1.800 0.120     3.8972     0.0217     3.0000     4.0000     5.0000    13.0000     0.0000
 1.800 0.100     4.3860     0.0257     3.0000     4.0000     5.0000    18.0000     0.0000
 1.800 0.080     5.1534     0.0335     4.0000     5.0000     6.0000    27.0000     0.0000
 1.800 0.060     6.7182     0.0530     4.0000     6.0000     8.0000    53.0000     0.0000
 1.800 0.040    12.0722     0.1477     6.0000     9.0000    15.0000   131.0000     0.0000
 1.800 0.020    42.8974     0.6244    12.0000    28.0000    59.0000   400.0000     0.0000
 1.600 0.200     3.2978     0.0162     3.0000     3.0000     4.0000     9.0000     0.0000
 1.600 0.180     3.5078     0.0181     3.0000     3.0000     4.0000    11.0000     0.0000
 1.600 0.160     3.7322     0.0201     3.0000     4.0000     5.0000    14.0000     0.0000
 1.600 0.140     4.0040     0.0222     3.0000     4.0000     5.0000    14.0000     0.0000
 1.600 0.120     4.4478     0.0255     3.0000     4.0000     5.0000    16.0000     0.0000
 1.600 0.100     5.0758     0.0311     4.0000     5.0000     6.0000    19.0000     0.0000
 1.600 0.080     6.0364     0.0401     4.0000     6.0000     7.0000    38.0000     0.0000
 1.600 0.060     7.8122     0.0636     5.0000     7.0000    10.0000    55.0000     0.0000
 1.600 0.040    13.4902     0.1647     6.0000    10.0000    16.0000   163.0000     0.0000
 1.600 0.020    46.9038     0.6646    15.0000    32.0000    63.0000   575.0000     0.0000
 1.400 0.200     3.8654     0.0206     3.0000     4.0000     5.0000    11.0000     0.0000
 1.400 0.180     4.0908     0.0219     3.0000     4.0000     5.0000    16.0000     0.0000
 1.400 0.160     4.3882     0.0240     3.0000     4.0000     5.0000    16.0000     0.0000
 1.400 0.140     4.7482     0.0273     3.0000     5.0000     6.0000    18.0000     0.0000
 1.400 0.120     5.3236     0.0314     4.0000     5.0000     7.0000    22.0000     0.0000
 1.400 0.100     6.0130     0.0380     4.0000     6.0000     7.0000    24.0000     0.0000
 1.400 0.080     7.3024     0.0518     5.0000     7.0000     9.0000    49.0000     0.0000
 1.400 0.060     9.5036     0.0792     6.0000     8.0000    12.0000    84.0000     0.0000
 1.400 0.040    15.7204     0.1751     8.0000    13.0000    20.0000   146.0000     0.0000
 1.400 0.020    50.1934     0.6861    16.0000    35.0000    69.0000   466.0000     0.0000
 1.200 0.200     4.6578     0.0263     3.0000     4.0000     6.0000    16.0000     0.0000
 1.200 0.180     4.9522     0.0286     4.0000     5.0000     6.0000    16.0000     0.0000
 1.200 0.160     5.3508     0.0317     4.0000     5.0000     7.0000    20.0000     0.0000
 1.200 0.140     5.8718     0.0354     4.0000     6.0000     7.0000    19.0000     0.0000
 1.200 0.120     6.5510     0.0430     4.0000     6.0000     8.0000    27.0000     0.0000
 1.200 0.100     7.4990     0.0497     5.0000     7.0000     9.0000    34.0000     0.0000
 1.200 0.080     9.0964     0.0670     6.0000     8.0000    12.0000    51.0000     0.0000
 1.200 0.060    12.1416     0.1034     7.0000    11.0000    15.0000   104.0000     0.0000
 1.200 0.040    19.8448     0.2183    10.0000    16.0000    25.0000   183.0000     0.0000
 1.200 0.020    58.0778     0.7670    20.0000    41.0000    79.0000   573.0000     0.0000
 1.000 0.200     6.0250     0.0367     4.0000     6.0000     8.0000    25.0000     0.0000
 1.000 0.180     6.4504     0.0406     4.0000     6.0000     8.0000    26.0000     0.0000
 1.000 0.160     7.0316     0.0448     5.0000     7.0000     9.0000    26.0000     0.0000
 1.000 0.140     7.7912     0.0515     5.0000     7.0000    10.0000    38.0000     0.0000
 1.000 0.120     8.6886     0.0607     6.0000     8.0000    11.0000    43.0000     0.0000
 1.000 0.100    10.1218     0.0719     7.0000     9.0000    13.0000    44.0000     0.0000
 1.000 0.080    12.3278     0.0956     8.0000    11.0000    16.0000    54.0000     0.0000
 1.000 0.060    16.3962     0.1454     9.0000    14.0000    21.0000    94.0000     0.0000
 1.000 0.040    26.4338     0.2837    13.0000    21.0000    34.0000   310.0000     0.0000
 1.000 0.020    72.1252     0.9426    25.0000    51.0000    98.0000   688.0000     0.0000
 0.800 0.200     8.5882     0.0581     6.0000     8.0000    11.0000    43.0000     0.0000
 0.800 0.180     9.2294     0.0646     6.0000     9.0000    12.0000    37.0000     0.0000
 0.800 0.160    10.0038     0.0716     6.0000     9.0000    13.0000    48.0000     0.0000
 0.800 0.140    11.4596     0.0838     7.0000    11.0000    15.0000    44.0000     0.0000
 0.800 0.120    12.8452     0.0988     8.0000    12.0000    16.0000    81.0000     0.0000
 0.800 0.100    15.1468     0.1188     9.0000    14.0000    20.0000    68.0000     0.0000
 0.800 0.080    18.6082     0.1583    11.0000    17.0000    24.0000    90.0000     0.0000
 0.800 0.060    25.1266     0.2378    13.0000    22.0000    33.0000   204.0000     0.0000
 0.800 0.040    40.0244     0.4361    18.0000    32.0000    54.0000   275.0000     0.0000
 0.800 0.020    90.9112     1.1877    31.0000    66.0000   123.0000   937.0000     0.0000
 0.600 0.200    14.3506     0.1155     9.0000    13.0000    19.0000    66.0000     0.0000
 0.600 0.180    15.8672     0.1299     9.0000    14.0000    21.0000    85.0000     0.0000
 0.600 0.160    17.2156     0.1443    10.0000    16.0000    22.0000   115.0000     0.0000
 0.600 0.140    19.7794     0.1729    11.0000    17.0000    26.0000   127.0000     0.0000
 0.600 0.120    23.0514     0.2117    12.0000    20.0000    30.0000   128.0000     0.0000
 0.600 0.100    27.0906     0.2588    14.0000    24.0000    35.0000   170.0000     0.0000
 0.600 0.080    34.8618     0.3595    17.0000    29.0000    46.0000   289.0000     0.0000
 0.600 0.060    48.3932     0.5525    22.0000    39.0000    63.0000   389.0000     0.0000
 0.600 0.040    72.2484     0.8830    29.0000    55.0000    97.0000   521.0000     0.0000
 0.600 0.020   132.5104     1.7473    45.0000    96.0000   179.0000   977.0000     0.0000
 0.400 0.200    36.4196     0.4067    17.0000    29.0000    47.0000   362.0000     0.0000
 0.400 0.180    41.0064     0.4619    18.0000    33.0000    54.0000   285.0000     0.0000
 0.400 0.160    46.2870     0.5455    20.0000    36.0000    61.0000   522.0000     0.0000
