Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.3034     0.0109     2.0000     2.0000     3.0000     7.0000     0.0000
 2.000 0.180     2.4262     0.0119     2.0000     2.0000     3.0000     7.0000     0.0000
 2.000 0.160     2.5800     0.0129     2.0000     2.0000     3.0000     8.0000     0.0000
 2.000 0.140     2.8112     0.0154     2.0000     3.0000     3.0000    12.0000     0.0000
 2.000 0.120     3.0738     0.0176     2.0000     3.0000     4.0000    11.0000     0.0000
 2.000 0.100     3.5432     0.0219     2.0000     3.0000     4.0000    13.0000     0.0000
 2.000 0.080     4.1862     0.0288     3.0000     4.0000     5.0000    21.0000     0.0000
 2.000 0.060     5.4892     0.0428     3.0000     5.0000     7.0000    30.0000     0.0000
 2.000 0.040     8.8014     0.0892     5.0000     7.0000    11.0000    92.0000     0.0000
 2.000 0.020    30.6008     0.4203    10.0000    21.0000    41.0000   260.0000     0.0000
 1.800 0.200     2.5392     0.0126     2.0000     2.0000     3.0000     7.0000     0.0000
 1.800 0.180     2.6872     0.0140     2.0000     3.0000     3.0000     9.0000     0.0000
 1.800 0.160     2.8726     0.0155     2.0000     3.0000     3.0000    10.0000     0.0000
 1.800 0.140     3.1368     0.0179     2.0000     3.0000     4.0000    10.0000     0.0000
 1.800 0.120     3.4878     0.0212     2.0000     3.0000     4.0000    12.0000     0.0000
 1.800 0.100     3.9656     0.0258     3.0000     4.0000     5.0000    18.0000     0.0000
 1.800 0.080     4.7648     0.0328     3.0000     4.0000     6.0000    25.0000     0.0000
 1.800 0.060     6.2602     0.0488     4.0000     6.0000     8.0000    33.0000     0.0000
 1.800 0.040    10.0104     0.0982     5.0000     8.0000    13.0000   104.0000     0.0000
 1.800 0.020    33.4614     0.4704    11.0000    23.0000    44.0000   358.0000     0.0000
 1.600 0.200     2.8634     0.0152     2.0000     3.0000     3.0000    10.0000     0.0000
 1.600 0.180     3.0512     0.0170     2.0000     3.0000     4.0000    12.0000     0.0000
 1.600 0.160     3.2592     0.0186     2.0000     3.0000     4.0000    12.0000     0.0000
 1.600 0.140     3.5388     0.0207     3.0000     3.0000     4.0000    11.0000     0.0000
 1.600 0.120     4.0084     0.0251     3.0000     4.0000     5.0000    13.0000     0.0000
 1.600 0.100     4.5850     0.0313     3.0000     4.0000     6.0000    25.0000     0.0000
 1.600 0.080     5.5314     0.0394     4.0000     5.0000     7.0000    24.0000     0.0000
 1.600 0.060     7.3404     0.0593     4.0000     7.0000     9.0000    43.0000     0.0000
 1.600 0.040    11.7788     0.1163     6.0000    10.0000    15.0000   144.0000     0.0000
 1.600 0.020    38.7358     0.5269    14.0000    27.0000    52.0000   381.0000     0.0000
 1.400 0.200     3.2904     0.0185     2.0000     3.0000     4.0000    12.0000     0.0000
 1.400 0.180     3.5018     0.0206     2.0000     3.0000     4.0000    12.0000     0.0000
 1.400 0.160     3.7840     0.0225     3.0000     4.0000     5.0000    12.0000     0.0000
 1.400 0.140     4.1768     0.0263     3.0000     4.0000     5.0000    16.0000     0.0000
 1.400 0.120     4.7300     0.0310     3.0000     4.0000     6.0000    18.0000     0.0000
 1.400 0.100     5.4704     0.0386     4.0000     5.0000     7.0000    27.0000     0.0000
