Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.0286     0.0108     2.0000     2.0000     2.0000    11.0000     0.0000
 2.000 0.180     2.1768     0.0124     2.0000     2.0000     2.0000    10.0000     0.0000
 2.000 0.160     2.3244     0.0142     2.0000     2.0000     3.0000    12.0000     0.0000
 2.000 0.140     2.5488     0.0165     2.0000     2.0000     3.0000    15.0000     0.0000
 2.000 0.120     2.9194     0.0207     2.0000     3.0000     3.0000    12.0000     0.0000
 2.000 0.100     3.4512     0.0276     2.0000     3.0000     4.0000    16.0000     0.0000
 2.000 0.080     4.3000     0.0370     2.0000     4.0000     5.0000    21.0000     0.0000
 2.000 0.060     6.0794     0.0610     3.0000     5.0000     8.0000    49.0000     0.0000
 2.000 0.040    10.5152     0.1184     5.0000     8.0000    14.0000   137.0000     0.0000
 2.000 0.020    33.5976     0.4508    11.0000    24.0000    46.0000   358.0000     0.0000
 1.800 0.200     2.1732     0.0120     2.0000     2.0000     2.0000     9.0000     0.0000
 1.800 0.180     2.3392     0.0138     2.0000     2.0000     3.0000    11.0000     0.0000
 1.800 0.160     2.5136     0.0159     2.0000     2.0000     3.0000    12.0000     0.0000
 1.800 0.140     2.7646     0.0190     2.0000     2.0000     3.0000    14.0000     0.0000
 1.800 0.120     3.1616     0.0241     2.0000     3.0000     4.0000    15.0000     0.0000
 1.800 0.100     3.7668     0.0303     2.0000     3.0000     5.0000    21.0000     0.0000
 1.800 0.080     4.7846     0.0421     3.0000     4.0000     6.0000    24.0000     0.0000
 1.800 0.060     6.6326     0.0663     3.0000     5.0000     9.0000    46.0000     0.0000
 1.800 0.040    11.9192     0.1368     5.0000     9.0000    16.0000   109.0000     0.0000
 1.800 0.020    35.8644     0.4926    12.0000    25.0000    49.0000   340.0000     0.0000
 1.600 0.200     2.3860     0.0136     2.0000     2.0000     3.0000    10.0000     0.0000
 1.600 0.180     2.5392     0.0160     2.0000     2.0000     3.0000    11.0000     0.0000
 1.600 0.160     2.7648     0.0189     2.0000     2.0000     3.0000    15.0000     0.0000
 1.600 0.140     3.0972     0.0225     2.0000     3.0000     4.0000    15.0000     0.0000
 1.600 0.120     3.5176     0.0273     2.0000     3.0000     4.0000    18.0000     0.0000
 1.600 0.100     4.2506     0.0357     2.0000     4.0000     5.0000    27.0000     0.0000
 1.600 0.080     5.4474     0.0506     3.0000     5.0000     7.0000    32.0000     0.0000
 1.600 0.060     7.6128     0.0823     4.0000     6.0000    10.0000    88.0000     0.0000
 1.600 0.040    13.6896     0.1570     6.0000    11.0000    18.0000   119.0000     0.0000
 1.600 0.020    41.6660     0.5647    14.0000    29.0000    57.0000   346.0000     0.0000
 1.400 0.200     2.6424     0.0163     2.0000     2.0000     3.0000    12.0000     0.0000
 1.400 0.180     2.8508     0.0184     2.0000     3.0000     3.0000    12.0000     0.0000
 1.400 0.160     3.1644     0.0225     2.0000     3.0000     4.0000    15.0000     0.0000
 1.400 0.140     3.5642     0.0276     2.0000     3.0000     4.0000    22.0000     0.0000
 1.400 0.120     4.0840     0.0333     2.0000     4.0000     5.0000    24.0000     0.0000
 1.400 0.100     4.8900     0.0427     3.0000     4.0000     6.0000    30.0000     0.0000
 1.400 0.080     6.2476     0.0604     3.0000     5.0000     8.0000    45.0000     0.0000
 1.400 0.060     9.1150     0.0956     4.0000     7.0000    12.0000    63.0000     0.0000
 1.400 0.040    15.7010     0.1854     6.0000    12.0000    21.0000   115.0000     0.0000
 1.400 0.020    48.4872     0.6490    16.0000    35.0000    66.0000   478.0000     0.0000
 1.200 0.200     3.1138     0.0202     2.0000     3.0000     4.0000    12.0000     0.0000
 1.200 0.180     3.3842     0.0231     2.0000     3.0000     4.0000    14.0000     0.0000
 1.200 0.160     3.6668     0.0265     2.0000     3.0000     4.0000    18.0000     0.0000
 1.200 0.140     4.1486     0.0324     3.0000     4.0000     5.0000    23.0000     0.0000
 1.200 0.120     4.8042     0.0403     3.0000     4.0000     6.0000    26.0000     0.0000
 1.200 0.100     5.8546     0.0526     3.0000     5.0000     7.0000    29.0000     0.0000
 1.200 0.080     7.6350     0.0753     4.0000     6.0000    10.0000    56.0000     0.0000
 1.200 0.060    10.9662     0.1179     5.0000     9.0000    14.0000    72.0000     0.0000
 1.200 0.040    19.6768     0.2421     8.0000    15.0000    26.0000   220.0000     0.0000
 1.200 0.020    56.0002     0.7732    18.0000    39.0000    77.0000   685.0000     0.0000
 1.000 0.200     3.8138     0.0266     3.0000     3.0000     5.0000    16.0000     0.0000
 1.000 0.180     4.1594     0.0306     3.0000     4.0000     5.0000    26.0000     0.0000
 1.000 0.160     4.6198     0.0356     3.0000     4.0000     6.0000    30.0000     0.0000
 1.000 0.140     5.2144     0.0413     3.0000     5.0000     7.0000    25.0000     0.0000
 1.000 0.120     6.0584     0.0524     4.0000     5.0000     8.0000    47.0000     0.0000
 1.000 0.100     7.4450     0.0697     4.0000     6.0000    10.0000    44.0000     0.0000
 1.000 0.080     9.5728     0.1012     5.0000     8.0000    12.0000    79.0000     0.0000
 1.000 0.060    14.0952     0.1567     6.0000    11.0000    19.0000   116.0000     0.0000
 1.000 0.040    25.4810     0.3286    10.0000    19.0000    33.0000   342.0000     0.0000
 1.000 0.020    67.2052     0.9027    22.0000    48.0000    93.0000   869.0000     0.0000
 0.800 0.200     5.0608     0.0369     3.0000     5.0000     6.0000    27.0000     0.0000
 0.800 0.180     5.4908     0.0412     4.0000     5.0000     7.0000    29.0000     0.0000
 0.800 0.160     6.1124     0.0485     4.0000     5.0000     8.0000    27.0000     0.0000
 0.800 0.140     7.0410     0.0612     4.0000     6.0000     9.0000    45.0000     0.0000
 0.800 0.120     8.2524     0.0733     5.0000     7.0000    11.0000    57.0000     0.0000
 0.800 0.100    10.1736     0.0993     5.0000     8.0000    13.0000    75.0000     0.0000
 0.800 0.080    13.3546     0.1412     7.0000    11.0000    17.0000    97.0000     0.0000
 0.800 0.060    19.5430     0.2289     9.0000    15.0000    26.0000   176.0000     0.0000
 0.800 0.040    34.5914     0.4395    13.0000    25.0000    47.0000   273.0000     0.0000
 0.800 0.020    88.6468     1.1982    28.0000    62.0000   122.0000   626.0000     0.0000
 0.600 0.200     7.6720     0.0585     5.0000     7.0000    10.0000    40.0000     0.0000
 0.600 0.180     8.5798     0.0680     5.0000     8.0000    11.0000    50.0000     0.0000
 0.600 0.160     9.4978     0.0810     6.0000     8.0000    12.0000    68.0000     0.0000
 0.600 0.140    10.6014     0.0953     6.0000     9.0000    13.0000    65.0000     0.0000
 0.600 0.120    12.8358     0.1209     7.0000    11.0000    16.0000    94.0000     0.0000
 0.600 0.100    15.6054     0.1572     8.0000    13.0000    20.0000   130.0000     0.0000
 0.600 0.080    20.3798     0.2175    10.0000    16.0000    27.0000   149.0000     0.0000
 0.600 0.060    30.5054     0.3540    13.0000    24.0000    41.0000   191.0000     0.0000
 0.600 0.040    50.9586     0.6430    19.0000    37.0000    69.0000   510.0000     0.0000
 0.600 0.020   113.9356     1.6246    35.0000    79.0000   157.0000  1763.0000     0.0000
 0.400 0.200    15.4196     0.1388     9.0000    13.0000    20.0000    84.0000     0.0000
 0.400 0.180    16.5992     0.1514     9.0000    14.0000    21.0000   113.0000     0.0000
 0.400 0.160    18.7584     0.1686    11.0000    16.0000    24.0000    99.0000     0.0000
 0.400 0.140    21.2270     0.2074    11.0000    18.0000    28.0000   119.0000     0.0000
 0.400 0.120    25.1640     0.2669    12.0000    21.0000    32.0000   214.0000     0.0000
 0.400 0.100    30.4246     0.3205    15.0000    25.0000    40.0000   236.0000     0.0000
 0.400 0.080    41.2868     0.4638    18.0000    33.0000    54.0000   297.0000     0.0000
 0.400 0.060    59.4978     0.7369    23.0000    45.0000    80.0000   445.0000     0.0000
 0.400 0.040    92.3118     1.2522    31.0000    65.0000   125.0000   792.0000     0.0000
 0.400 0.020   162.1048     2.2733    47.0000   115.0000   226.0000  1335.0000     0.0000
 0.200 0.200    70.5354     0.9151    26.0000    52.0000    95.0000   711.0000     0.0000
 0.200 0.180    75.6340     1.0096    27.0000    55.0000   100.0000   748.0000     0.0000
 0.200 0.160    85.1386     1.1394    31.0000    61.0000   113.0000   757.0000     0.0000
 0.200 0.140    99.2828     1.3426    33.0000    72.0000   136.0000   819.0000     0.0000
 0.200 0.120   109.1878     1.4590    37.0000    79.0000   150.0000   946.0000     0.0000
 0.200 0.100   125.0726     1.7284    39.0000    87.0000   171.0000  1196.0000     0.0000
 0.200 0.080   150.8560     2.0400    47.0000   105.0000   208.0000  1182.0000     0.0000
 0.200 0.060   167.1030     2.3215    52.0000   117.0000   233.0000  1811.0000     0.0000
 0.200 0.040   183.8932     2.5658    54.0000   131.0000   256.0000  2000.0000     0.0000
 0.200 0.020   196.4742     2.8054    55.0000   133.0000   275.0000  2000.0000     0.0000
