Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.0952     0.0113     2.0000     2.0000     2.0000     9.0000     0.0000
 2.000 0.180     2.2152     0.0123     2.0000     2.0000     3.0000    10.0000     0.0000
 2.000 0.160     2.3840     0.0141     2.0000     2.0000     3.0000     9.0000     0.0000
 2.000 0.140     2.6224     0.0172     2.0000     2.0000     3.0000    12.0000     0.0000
 2.000 0.120     2.9498     0.0205     2.0000     3.0000     4.0000    15.0000     0.0000
 2.000 0.100     3.4610     0.0282     2.0000     3.0000     4.0000    25.0000     0.0000
 2.000 0.080     4.3758     0.0391     2.0000     4.0000     6.0000    26.0000     0.0000
 2.000 0.060     6.2590     0.0662     3.0000     5.0000     8.0000    79.0000     0.0000
 2.000 0.040    11.7686     0.1556     5.0000     8.0000    15.0000   191.0000     0.0000
 2.000 0.020    47.3718     0.7019    12.0000    31.0000    68.0000   625.0000     0.0000
 1.800 0.200     2.2454     0.0125     2.0000     2.0000     3.0000     8.0000     0.0000
 1.800 0.180     2.3636     0.0136     2.0000     2.0000     3.0000     9.0000     0.0000
 1.800 0.160     2.5786     0.0160     2.0000     2.0000     3.0000    13.0000     0.0000
 1.800 0.140     2.8132     0.0186     2.0000     3.0000     3.0000    13.0000     0.0000
 1.800 0.120     3.1972     0.0233     2.0000     3.0000     4.0000    15.0000     0.0000
 1.800 0.100     3.7978     0.0313     2.0000     3.0000     5.0000    26.0000     0.0000
 1.800 0.080     4.7470     0.0438     3.0000     4.0000     6.0000    41.0000     0.0000
 1.800 0.060     6.7836     0.0726     3.0000     5.0000     9.0000    60.0000     0.0000
 1.800 0.040    13.0680     0.1734     5.0000     9.0000    17.0000   138.0000     0.0000
 1.800 0.020    51.2684     0.7458    14.0000    35.0000    71.0000   514.0000     0.0000
 1.600 0.200     2.4232     0.0143     2.0000     2.0000     3.0000    11.0000     0.0000
 1.600 0.180     2.5926     0.0157     2.0000     2.0000     3.0000    11.0000     0.0000
 1.600 0.160     2.8070     0.0187     2.0000     3.0000     3.0000    18.0000     0.0000
 1.600 0.140     3.1130     0.0220     2.0000     3.0000     4.0000    18.0000     0.0000
 1.600 0.120     3.5156     0.0263     2.0000     3.0000     4.0000    16.0000     0.0000
 1.600 0.100     4.2168     0.0339     3.0000     4.0000     5.0000    24.0000     0.0000
 1.600 0.080     5.2802     0.0488     3.0000     4.0000     7.0000    35.0000     0.0000
 1.600 0.060     7.8472     0.0850     4.0000     6.0000    10.0000    56.0000     0.0000
 1.600 0.040    14.9832     0.2012     6.0000    11.0000    19.0000   174.0000     0.0000
 1.600 0.020    52.8434     0.7632    14.0000    36.0000    72.0000   418.0000     0.0000
 1.400 0.200     2.6682     0.0162     2.0000     2.0000     3.0000    10.0000     0.0000
 1.400 0.180     2.8796     0.0189     2.0000     3.0000     3.0000    17.0000     0.0000
 1.400 0.160     3.1928     0.0212     2.0000     3.0000     4.0000    15.0000     0.0000
 1.400 0.140     3.5482     0.0256     2.0000     3.0000     4.0000    17.0000     0.0000
 1.400 0.120     4.0638     0.0324     3.0000     4.0000     5.0000    24.0000     0.0000
 1.400 0.100     4.8062     0.0398     3.0000     4.0000     6.0000    26.0000     0.0000
 1.400 0.080     6.3678     0.0616     3.0000     5.0000     8.0000    45.0000     0.0000
 1.400 0.060     9.1002     0.0989     4.0000     7.0000    12.0000    62.0000     0.0000
 1.400 0.040    17.0730     0.2244     7.0000    12.0000    22.0000   195.0000     0.0000
 1.400 0.020    56.9406     0.7915    17.0000    39.0000    78.0000   458.0000     0.0000
 1.200 0.200     3.1448     0.0203     2.0000     3.0000     4.0000    15.0000     0.0000
 1.200 0.180     3.3546     0.0229     2.0000     3.0000     4.0000    13.0000     0.0000
 1.200 0.160     3.7676     0.0273     2.0000     3.0000     5.0000    25.0000     0.0000
 1.200 0.140     4.1910     0.0323     3.0000     4.0000     5.0000    22.0000     0.0000
 1.200 0.120     4.7886     0.0387     3.0000     4.0000     6.0000    29.0000     0.0000
 1.200 0.100     5.8480     0.0510     3.0000     5.0000     7.0000    36.0000     0.0000
 1.200 0.080     7.4820     0.0741     4.0000     6.0000    10.0000    85.0000     0.0000
 1.200 0.060    10.8604     0.1190     5.0000     9.0000    14.0000    91.0000     0.0000
 1.200 0.040    20.4030     0.2810     8.0000    15.0000    26.0000   252.0000     0.0000
 1.200 0.020    63.3514     0.8903    19.0000    45.0000    88.0000   571.0000     0.0000
 1.000 0.200     3.7950     0.0257     3.0000     3.0000     5.0000    21.0000     0.0000
 1.000 0.180     4.1330     0.0293     3.0000     4.0000     5.0000    22.0000     0.0000
 1.000 0.160     4.6486     0.0357     3.0000     4.0000     6.0000    38.0000     0.0000
 1.000 0.140     5.1466     0.0402     3.0000     5.0000     6.0000    35.0000     0.0000
 1.000 0.120     6.0308     0.0514     4.0000     5.0000     8.0000    38.0000     0.0000
 1.000 0.100     7.2256     0.0655     4.0000     6.0000     9.0000    60.0000     0.0000
 1.000 0.080     9.4108     0.0949     5.0000     8.0000    12.0000    84.0000     0.0000
 1.000 0.060    13.9158     0.1608     6.0000    11.0000    18.0000   137.0000     0.0000
 1.000 0.040    24.9658     0.3202    10.0000    18.0000    33.0000   232.0000     0.0000
 1.000 0.020    72.1898     1.0099    22.0000    50.0000    99.0000   890.0000     0.0000
 0.800 0.200     5.0900     0.0365     3.0000     5.0000     6.0000    28.0000     0.0000
 0.800 0.180     5.5138     0.0397     4.0000     5.0000     7.0000    32.0000     0.0000
 0.800 0.160     6.1898     0.0466     4.0000     6.0000     8.0000    30.0000     0.0000
 0.800 0.140     6.9330     0.0566     4.0000     6.0000     9.0000    34.0000     0.0000
 0.800 0.120     7.9850     0.0697     5.0000     7.0000    10.0000    52.0000     0.0000
 0.800 0.100     9.8296     0.0912     5.0000     8.0000    13.0000    57.0000     0.0000
 0.800 0.080    12.7024     0.1282     7.0000    10.0000    16.0000    74.0000     0.0000
