Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.1592     0.0156     2.0000     2.0000     2.0000    12.0000     0.0000
 2.000 0.180     2.3470     0.0187     2.0000     2.0000     3.0000    19.0000     0.0000
 2.000 0.160     2.5906     0.0218     2.0000     2.0000     3.0000    15.0000     0.0000
 2.000 0.140     2.9282     0.0266     2.0000     2.0000     3.0000    17.0000     0.0000
 2.000 0.120     3.4004     0.0327     2.0000     3.0000     4.0000    23.0000     0.0000
 2.000 0.100     4.2416     0.0438     2.0000     3.0000     5.0000    45.0000     0.0000
 2.000 0.080     5.5018     0.0605     2.0000     4.0000     7.0000    46.0000     0.0000
 2.000 0.060     8.1944     0.0942     3.0000     6.0000    11.0000    75.0000     0.0000
 2.000 0.040    15.4480     0.1929     6.0000    12.0000    21.0000   155.0000     0.0000
 2.000 0.020    48.0914     0.6911    15.0000    33.0000    65.0000   492.0000     0.0000
 1.800 0.200     2.2890     0.0163     2.0000     2.0000     3.0000    18.0000     0.0000
 1.800 0.180     2.4786     0.0191     2.0000     2.0000     3.0000    13.0000     0.0000
 1.800 0.160     2.7994     0.0235     2.0000     2.0000     3.0000    19.0000     0.0000
 1.800 0.140     3.1304     0.0282     2.0000     3.0000     4.0000    19.0000     0.0000
 1.800 0.120     3.6940     0.0356     2.0000     3.0000     5.0000    26.0000     0.0000
 1.800 0.100     4.5812     0.0479     2.0000     3.0000     6.0000    37.0000     0.0000
 1.800 0.080     6.1130     0.0680     3.0000     5.0000     8.0000    45.0000     0.0000
 1.800 0.060     9.0428     0.1075     4.0000     7.0000    12.0000   112.0000     0.0000
 1.800 0.040    16.9404     0.2250     6.0000    12.0000    23.0000   330.0000     0.0000
 1.800 0.020    51.8766     0.7436    15.0000    36.0000    70.0000   486.0000     0.0000
 1.600 0.200     2.5288     0.0204     2.0000     2.0000     3.0000    21.0000     0.0000
 1.600 0.180     2.7024     0.0213     2.0000     2.0000     3.0000    15.0000     0.0000
 1.600 0.160     3.0042     0.0258     2.0000     2.0000     4.0000    23.0000     0.0000
 1.600 0.140     3.5408     0.0340     2.0000     3.0000     4.0000    25.0000     0.0000
 1.600 0.120     4.0608     0.0411     2.0000     3.0000     5.0000    33.0000     0.0000
 1.600 0.100     5.1214     0.0536     3.0000     4.0000     7.0000    50.0000     0.0000
 1.600 0.080     6.9620     0.0799     3.0000     5.0000     9.0000    56.0000     0.0000
 1.600 0.060    10.0884     0.1227     4.0000     8.0000    14.0000    85.0000     0.0000
 1.600 0.040    19.6386     0.2627     7.0000    14.0000    26.0000   182.0000     0.0000
 1.600 0.020    56.7178     0.7818    17.0000    40.0000    79.0000   530.0000     0.0000
 1.400 0.200     2.7930     0.0221     2.0000     2.0000     3.0000    18.0000     0.0000
 1.400 0.180     3.0318     0.0255     2.0000     3.0000     4.0000    38.0000     0.0000
 1.400 0.160     3.4074     0.0305     2.0000     3.0000     4.0000    26.0000     0.0000
 1.400 0.140     3.9614     0.0383     2.0000     3.0000     5.0000    34.0000     0.0000
 1.400 0.120     4.6394     0.0472     2.0000     4.0000     6.0000    36.0000     0.0000
 1.400 0.100     5.8730     0.0627     3.0000     5.0000     8.0000    56.0000     0.0000
 1.400 0.080     7.7276     0.0887     3.0000     6.0000    10.0000    63.0000     0.0000
 1.400 0.060    11.7814     0.1469     4.0000     9.0000    16.0000    96.0000     0.0000
 1.400 0.040    22.0246     0.2967     7.0000    16.0000    29.0000   277.0000     0.0000
 1.400 0.020    62.4164     0.8708    19.0000    44.0000    85.0000   468.0000     0.0000
 1.200 0.200     3.2528     0.0266     2.0000     3.0000     4.0000    26.0000     0.0000
 1.200 0.180     3.5990     0.0312     2.0000     3.0000     4.0000    23.0000     0.0000
 1.200 0.160     3.9908     0.0360     2.0000     3.0000     5.0000    34.0000     0.0000
 1.200 0.140     4.6050     0.0438     3.0000     4.0000     6.0000    38.0000     0.0000
 1.200 0.120     5.3382     0.0537     3.0000     4.0000     7.0000    40.0000     0.0000
 1.200 0.100     6.8542     0.0755     3.0000     5.0000     9.0000    72.0000     0.0000
 1.200 0.080     9.4632     0.1127     4.0000     7.0000    12.0000    75.0000     0.0000
 1.200 0.060    14.2088     0.1822     5.0000    10.0000    19.0000   173.0000     0.0000
 1.200 0.040    26.8468     0.3638     9.0000    19.0000    36.0000   276.0000     0.0000
 1.200 0.020    69.6944     0.9835    22.0000    48.0000    96.0000   837.0000     0.0000
 1.000 0.200     3.9016     0.0318     2.0000     3.0000     5.0000    25.0000     0.0000
 1.000 0.180     4.3484     0.0378     3.0000     4.0000     5.0000    26.0000     0.0000
