Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.1566     0.0101     2.0000     2.0000     2.0000     7.0000     0.0000
 2.000 0.180     2.2768     0.0112     2.0000     2.0000     3.0000     7.0000     0.0000
 2.000 0.160     2.4370     0.0126     2.0000     2.0000     3.0000     9.0000     0.0000
 2.000 0.140     2.6202     0.0148     2.0000     2.0000     3.0000    17.0000     0.0000
 2.000 0.120     2.8978     0.0176     2.0000     3.0000     3.0000    14.0000     0.0000
 2.000 0.100     3.3660     0.0220     2.0000     3.0000     4.0000    14.0000     0.0000
 2.000 0.080     4.0512     0.0289     3.0000     4.0000     5.0000    20.0000     0.0000
 2.000 0.060     5.4278     0.0462     3.0000     5.0000     7.0000    56.0000     0.0000
 2.000 0.040     9.1724     0.1035     4.0000     7.0000    12.0000   105.0000     0.0000
 2.000 0.020    35.7372     0.5066    10.0000    24.0000    49.0000   308.0000     0.0000
 1.800 0.200     2.3184     0.0113     2.0000     2.0000     3.0000     7.0000     0.0000
 1.800 0.180     2.4692     0.0128     2.0000     2.0000     3.0000     9.0000     0.0000
 1.800 0.160     2.6374     0.0144     2.0000     2.0000     3.0000     8.0000     0.0000
 1.800 0.140     2.8752     0.0163     2.0000     3.0000     3.0000    12.0000     0.0000
 1.800 0.120     3.2348     0.0201     2.0000     3.0000     4.0000    13.0000     0.0000
 1.800 0.100     3.6828     0.0250     2.0000     3.0000     5.0000    14.0000     0.0000
 1.800 0.080     4.5354     0.0334     3.0000     4.0000     6.0000    22.0000     0.0000
 1.800 0.060     6.0646     0.0523     3.0000     5.0000     8.0000    41.0000     0.0000
 1.800 0.040    10.2750     0.1117     5.0000     8.0000    13.0000   118.0000     0.0000
 1.800 0.020    37.9722     0.5439    11.0000    25.0000    51.0000   370.0000     0.0000
 1.600 0.200     2.5706     0.0133     2.0000     2.0000     3.0000    10.0000     0.0000
 1.600 0.180     2.7326     0.0152     2.0000     3.0000     3.0000     9.0000     0.0000
 1.600 0.160     2.9370     0.0170     2.0000     3.0000     4.0000    12.0000     0.0000
 1.600 0.140     3.2178     0.0195     2.0000     3.0000     4.0000    14.0000     0.0000
 1.600 0.120     3.6582     0.0235     2.0000     3.0000     4.0000    17.0000     0.0000
 1.600 0.100     4.1948     0.0297     3.0000     4.0000     5.0000    20.0000     0.0000
 1.600 0.080     5.0980     0.0387     3.0000     5.0000     7.0000    22.0000     0.0000
 1.600 0.060     6.9346     0.0615     4.0000     6.0000     9.0000    42.0000     0.0000
 1.600 0.040    11.9054     0.1330     6.0000     9.0000    15.0000   109.0000     0.0000
 1.600 0.020    41.3642     0.5830    12.0000    28.0000    58.0000   436.0000     0.0000
 1.400 0.200     2.9026     0.0166     2.0000     3.0000     3.0000    10.0000     0.0000
 1.400 0.180     3.1194     0.0176     2.0000     3.0000     4.0000    10.0000     0.0000
 1.400 0.160     3.3328     0.0200     2.0000     3.0000     4.0000    11.0000     0.0000
 1.400 0.140     3.7440     0.0241     3.0000     3.0000     5.0000    15.0000     0.0000
 1.400 0.120     4.1576     0.0275     3.0000     4.0000     5.0000    16.0000     0.0000
 1.400 0.100     4.9042     0.0373     3.0000     4.0000     6.0000    29.0000     0.0000
 1.400 0.080     6.0474     0.0495     4.0000     5.0000     8.0000    36.0000     0.0000
