Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     2.0978     0.0101     2.0000     2.0000     2.0000     6.0000     0.0000
 2.000 0.180     2.2164     0.0112     2.0000     2.0000     3.0000     7.0000     0.0000
 2.000 0.160     2.3834     0.0131     2.0000     2.0000     3.0000     9.0000     0.0000
 2.000 0.140     2.6058     0.0151     2.0000     2.0000     3.0000    10.0000     0.0000
 2.000 0.120     2.8874     0.0182     2.0000     3.0000     3.0000    11.0000     0.0000
 2.000 0.100     3.3362     0.0236     2.0000     3.0000     4.0000    13.0000     0.0000
 2.000 0.080     4.0658     0.0330     2.0000     3.0000     5.0000    26.0000     0.0000
 2.000 0.060     5.7054     0.0545     3.0000     5.0000     7.0000    53.0000     0.0000
 2.000 0.040    10.3200     0.1313     4.0000     8.0000    13.0000   141.0000     0.0000
 2.000 0.020    42.4818     0.6241    12.0000    28.0000    58.0000   429.0000     0.0000
 1.800 0.200     2.2594     0.0118     2.0000     2.0000     3.0000     7.0000     0.0000
 1.800 0.180     2.3702     0.0127     2.0000     2.0000     3.0000     9.0000     0.0000
 1.800 0.160     2.5630     0.0151     2.0000     2.0000     3.0000    13.0000     0.0000
 1.800 0.140     2.8048     0.0169     2.0000     3.0000     3.0000    12.0000     0.0000
 1.800 0.120     3.1464     0.0212     2.0000     3.0000     4.0000    16.0000     0.0000
 1.800 0.100     3.6836     0.0278     2.0000     3.0000     5.0000    23.0000     0.0000
 1.800 0.080     4.5570     0.0370     3.0000     4.0000     6.0000    28.0000     0.0000
 1.800 0.060     6.3128     0.0613     3.0000     5.0000     8.0000    49.0000     0.0000
 1.800 0.040    11.3012     0.1466     5.0000     9.0000    14.0000   256.0000     0.0000
 1.800 0.020    44.2522     0.6490    12.0000    29.0000    61.0000   444.0000     0.0000
 1.600 0.200     2.4524     0.0133     2.0000     2.0000     3.0000     9.0000     0.0000
 1.600 0.180     2.6154     0.0148     2.0000     2.0000     3.0000    10.0000     0.0000
 1.600 0.160     2.8496     0.0172     2.0000     3.0000     3.0000    11.0000     0.0000
 1.600 0.140     3.1206     0.0200     2.0000     3.0000     4.0000    12.0000     0.0000
 1.600 0.120     3.5144     0.0245     2.0000     3.0000     4.0000    20.0000     0.0000
 1.600 0.100     4.1280     0.0320     3.0000     4.0000     5.0000    32.0000     0.0000
 1.600 0.080     5.1960     0.0436     3.0000     5.0000     7.0000    32.0000     0.0000
 1.600 0.060     7.1958     0.0682     4.0000     6.0000     9.0000    53.0000     0.0000
 1.600 0.040    12.7564     0.1551     5.0000    10.0000    17.0000   176.0000     0.0000
 1.600 0.020    48.4022     0.6870    14.0000    33.0000    67.0000   703.0000     0.0000
 1.400 0.200     2.7796     0.0159     2.0000     3.0000     3.0000    10.0000     0.0000
 1.400 0.180     2.9596     0.0178     2.0000     3.0000     4.0000    11.0000     0.0000
 1.400 0.160     3.2272     0.0202     2.0000     3.0000     4.0000    14.0000     0.0000
 1.400 0.140     3.5828     0.0243     2.0000     3.0000     4.0000    15.0000     0.0000
