Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   156.7960     1.9704    59.0000   118.0000   216.0000  1423.0000     0.0000
 0.500 0.050    64.7852     0.6923    28.0000    54.0000    89.0000   356.0000     0.0000
 0.500 0.100    29.9386     0.2988    14.0000    26.0000    41.0000   178.0000     0.0000
 1.000 0.020    75.1536     0.8568    30.0000    60.0000   105.0000   585.0000     0.0000
 1.000 0.050    26.1558     0.2647    12.0000    22.0000    36.0000   139.0000     0.0000
 1.000 0.100    11.7006     0.1142     6.0000    10.0000    16.0000    68.0000     0.0000
 2.000 0.020    34.9460     0.3899    14.0000    27.0000    49.0000   199.0000     0.0000
 2.000 0.050    10.5066     0.1071     5.0000     9.0000    14.0000    55.0000     0.0000
 2.000 0.100     4.8396     0.0426     3.0000     4.0000     6.0000    27.0000     0.0000
