Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   175.2930     2.1778    63.0000   134.0000   241.0000  1242.0000     0.0000
 0.500 0.050    91.2784     1.0361    37.0000    75.0000   129.0000   581.0000     0.0000
 0.500 0.100    41.0848     0.4541    17.0000    33.0000    57.0000   265.0000     0.0000
 1.000 0.020   101.4612     1.1698    40.0000    82.0000   141.0000   579.0000     0.0000
 1.000 0.050    35.8006     0.3921    15.0000    29.0000    50.0000   212.0000     0.0000
 1.000 0.100    14.6400     0.1531     7.0000    12.0000    20.0000    97.0000     0.0000
 2.000 0.020    49.1762     0.6094    18.0000    38.0000    68.0000   406.0000     0.0000
 2.000 0.050    13.6080     0.1523     6.0000    11.0000    18.0000   100.0000     0.0000
 2.000 0.100     5.6466     0.0545     3.0000     5.0000     7.0000    36.0000     0.0000
