Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   192.6064     2.3614    67.0000   149.0000   276.0000  1450.0000     0.0000
 0.500 0.050   127.5494     1.5111    48.0000   101.0000   176.0000   844.0000     0.0000
 0.500 0.100    67.4250     0.7805    26.0000    54.0000    94.0000   397.0000     0.0000
 1.000 0.020   135.2272     1.6116    50.0000   108.0000   189.0000  1150.0000     0.0000
 1.000 0.050    54.5762     0.6536    20.0000    43.0000    76.0000   448.0000     0.0000
 1.000 0.100    22.0996     0.2589     9.0000    17.0000    30.0000   165.0000     0.0000
 2.000 0.020    77.0942     0.9534    27.0000    58.0000   107.0000   472.0000     0.0000
 2.000 0.050    21.0184     0.2602     8.0000    16.0000    28.0000   159.0000     0.0000
 2.000 0.100     7.7428     0.0828     4.0000     6.0000    10.0000    54.0000     0.0000
