Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   187.3966     2.2671    66.0000   144.0000   268.0000  1224.0000     0.0000
 0.500 0.050   161.2390     1.9578    56.0000   125.0000   229.0000  1043.0000     0.0000
 0.500 0.100    99.1150     1.2002    36.0000    77.0000   139.0000   698.0000     0.0000
 1.000 0.020   158.5992     1.8912    57.0000   123.0000   226.0000   865.0000     0.0000
 1.000 0.050    81.2576     0.9924    29.0000    62.0000   114.0000   502.0000     0.0000
 1.000 0.100    33.8066     0.3999    13.0000    26.0000    46.0000   256.0000     0.0000
 2.000 0.020   106.4894     1.3506    35.0000    78.0000   152.0000   877.0000     0.0000
 2.000 0.050    33.1592     0.4231    12.0000    24.0000    45.0000   347.0000     0.0000
 2.000 0.100    11.7444     0.1383     5.0000     9.0000    16.0000   103.0000     0.0000
