Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   166.4166     2.0648    62.0000   128.0000   228.0000  1208.0000     0.0000
 0.500 0.050    72.5306     0.7973    31.0000    59.0000   102.0000   580.0000     0.0000
 0.500 0.100    32.6964     0.3357    15.0000    27.0000    45.0000   178.0000     0.0000
 1.000 0.020    82.7062     0.9411    34.0000    66.0000   114.0000   630.0000     0.0000
 1.000 0.050    28.8902     0.2968    13.0000    24.0000    40.0000   160.0000     0.0000
 1.000 0.100    12.2738     0.1232     6.0000    10.0000    17.0000    59.0000     0.0000
 2.000 0.020    39.1482     0.4491    15.0000    31.0000    55.0000   251.0000     0.0000
 2.000 0.050    11.3584     0.1203     5.0000     9.0000    15.0000   108.0000     0.0000
 2.000 0.100     4.9806     0.0448     3.0000     4.0000     6.0000    35.0000     0.0000
