Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   166.8728     2.0648    61.0000   129.0000   230.0000  1490.0000     0.0000
 0.500 0.050    73.8742     0.8371    30.0000    60.0000   101.0000   511.0000     0.0000
 0.500 0.100    33.7254     0.3520    15.0000    28.0000    47.0000   206.0000     0.0000
 1.000 0.020    84.3824     0.9526    33.0000    68.0000   118.0000   500.0000     0.0000
 1.000 0.050    29.4604     0.3111    13.0000    24.0000    40.0000   181.0000     0.0000
 1.000 0.100    12.6356     0.1248     6.0000    11.0000    17.0000    78.0000     0.0000
 2.000 0.020    40.5318     0.4615    16.0000    32.0000    56.0000   238.0000     0.0000
 2.000 0.050    11.5652     0.1221     5.0000     9.0000    16.0000    71.0000     0.0000
 2.000 0.100     5.0208     0.0449     3.0000     4.0000     7.0000    29.0000     0.0000
