Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   158.7040     2.0284    58.0000   121.0000   215.0000  1319.0000     0.0000
 0.500 0.050    63.8884     0.6789    28.0000    53.0000    88.0000   364.0000     0.0000
 0.500 0.100    29.4420     0.2982    14.0000    25.0000    40.0000   177.0000     0.0000
 1.000 0.020    72.7822     0.7843    31.0000    60.0000   101.0000   499.0000     0.0000
 1.000 0.050    26.1198     0.2613    12.0000    22.0000    36.0000   151.0000     0.0000
 1.000 0.100    11.4278     0.1129     6.0000    10.0000    16.0000    74.0000     0.0000
 2.000 0.020    33.7652     0.3812    14.0000    27.0000    46.0000   295.0000     0.0000
 2.000 0.050    10.3428     0.1035     5.0000     9.0000    14.0000    84.0000     0.0000
 2.000 0.100     4.7696     0.0404     3.0000     4.0000     6.0000    33.0000     0.0000
