Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   170.9124     2.1111    61.0000   131.0000   238.0000  1079.0000     0.0000
 0.500 0.050    77.0756     0.8711    31.0000    62.0000   107.0000   469.0000     0.0000
 0.500 0.100    34.9816     0.3648    16.0000    29.0000    48.0000   291.0000     0.0000
 1.000 0.020    88.7078     1.0135    36.0000    71.0000   122.0000   568.0000     0.0000
 1.000 0.050    31.1026     0.3295    13.0000    26.0000    43.0000   185.0000     0.0000
 1.000 0.100    13.0924     0.1340     6.0000    11.0000    18.0000    67.0000     0.0000
 2.000 0.020    42.3428     0.4982    16.0000    33.0000    58.0000   266.0000     0.0000
 2.000 0.050    12.0740     0.1296     5.0000    10.0000    16.0000    90.0000     0.0000
 2.000 0.100     5.1500     0.0479     3.0000     4.0000     7.0000    30.0000     0.0000
