Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   169.2280     2.1203    61.0000   128.0000   233.0000  1275.0000     0.0000
 0.500 0.050    81.2476     0.9110    32.0000    66.0000   113.0000   429.0000     0.0000
 0.500 0.100    37.2072     0.3948    16.0000    30.0000    51.0000   253.0000     0.0000
 1.000 0.020    91.9886     1.0657    35.0000    74.0000   129.0000   598.0000     0.0000
 1.000 0.050    32.8342     0.3565    14.0000    27.0000    46.0000   212.0000     0.0000
 1.000 0.100    13.4626     0.1385     6.0000    11.0000    19.0000    74.0000     0.0000
 2.000 0.020    44.3376     0.5201    17.0000    35.0000    62.0000   302.0000     0.0000
 2.000 0.050    12.2858     0.1370     5.0000    10.0000    16.0000    92.0000     0.0000
 2.000 0.100     5.2890     0.0488     3.0000     4.0000     7.0000    41.0000     0.0000
