Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   165.4024     2.0914    61.0000   126.0000   224.0000  1534.0000     0.0000
 0.500 0.050    70.1682     0.7663    30.0000    58.0000    96.0000   406.0000     0.0000
 0.500 0.100    31.9284     0.3210    15.0000    27.0000    44.0000   203.0000     0.0000
 1.000 0.020    80.6728     0.8899    34.0000    67.0000   111.0000   475.0000     0.0000
 1.000 0.050    27.4910     0.2870    12.0000    23.0000    38.0000   173.0000     0.0000
 1.000 0.100    12.3182     0.1217     6.0000    11.0000    17.0000    69.0000     0.0000
 2.000 0.020    37.9218     0.4394    15.0000    30.0000    52.0000   307.0000     0.0000
 2.000 0.050    11.0150     0.1135     5.0000     9.0000    15.0000    58.0000     0.0000
 2.000 0.100     4.9476     0.0452     3.0000     4.0000     6.0000    29.0000     0.0000
