Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   177.7970     2.1559    64.0000   138.0000   252.0000  1352.0000     0.0000
 0.500 0.050    88.1906     1.0135    35.0000    71.0000   122.0000   611.0000     0.0000
 0.500 0.100    39.2398     0.4255    17.0000    32.0000    53.0000   258.0000     0.0000
 1.000 0.020    96.8990     1.1230    38.0000    77.0000   135.0000   622.0000     0.0000
 1.000 0.050    33.0382     0.3622    14.0000    27.0000    46.0000   234.0000     0.0000
 1.000 0.100    14.1166     0.1482     6.0000    12.0000    19.0000    95.0000     0.0000
 2.000 0.020    46.7332     0.5667    17.0000    36.0000    65.0000   340.0000     0.0000
 2.000 0.050    12.9244     0.1439     6.0000    10.0000    18.0000   101.0000     0.0000
 2.000 0.100     5.4408     0.0527     3.0000     4.0000     7.0000    42.0000     0.0000
