Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   156.0874     1.9235    57.0000   122.0000   213.0000  1041.0000     0.0000
 0.500 0.050    62.3632     0.6560    27.0000    52.0000    86.0000   307.0000     0.0000
 0.500 0.100    28.2180     0.2804    13.0000    24.0000    38.0000   192.0000     0.0000
 1.000 0.020    70.1034     0.7673    30.0000    57.0000    97.0000   496.0000     0.0000
 1.000 0.050    24.6748     0.2499    12.0000    21.0000    34.0000   141.0000     0.0000
 1.000 0.100    11.1356     0.1071     5.0000     9.0000    15.0000    54.0000     0.0000
 2.000 0.020    32.9698     0.3706    13.0000    27.0000    45.0000   228.0000     0.0000
 2.000 0.050    10.1818     0.1011     5.0000     9.0000    14.0000    53.0000     0.0000
 2.000 0.100     4.6830     0.0389     3.0000     4.0000     6.0000    32.0000     0.0000
