Shift TestRadius  ARL  Std  Q1  Med  Q3  Max  Min
 0.500 0.020   157.3502     1.9754    57.0000   119.0000   218.0000  1241.0000     0.0000
 0.500 0.050    60.4442     0.6493    27.0000    51.0000    83.0000   368.0000     0.0000
 0.500 0.100    27.4980     0.2676    13.0000    24.0000    38.0000   134.0000     0.0000
 1.000 0.020    69.3794     0.7515    30.0000    58.0000    95.0000   378.0000     0.0000
 1.000 0.050    24.6192     0.2474    11.0000    21.0000    34.0000   157.0000     0.0000
 1.000 0.100    10.9438     0.1015     6.0000    10.0000    15.0000    61.0000     0.0000
 2.000 0.020    31.6832     0.3476    13.0000    26.0000    44.0000   201.0000     0.0000
 2.000 0.050     9.7890     0.0949     5.0000     8.0000    13.0000    53.0000     0.0000
 2.000 0.100     4.6276     0.0390     3.0000     4.0000     6.0000    25.0000     0.0000
