Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.1008     0.0402     2.0000     3.0000     5.0000    29.0000     0.0000
 2.000 0.180     4.5946     0.0457     2.0000     4.0000     6.0000    29.0000     0.0000
 2.000 0.160     5.3496     0.0567     3.0000     4.0000     7.0000    38.0000     0.0000
 2.000 0.140     6.1690     0.0646     3.0000     5.0000     8.0000    40.0000     0.0000
 2.000 0.120     7.3792     0.0818     3.0000     6.0000    10.0000    75.0000     0.0000
 2.000 0.100     9.6534     0.1097     4.0000     8.0000    13.0000    71.0000     0.0000
 2.000 0.080    12.6690     0.1470     5.0000    10.0000    17.0000   113.0000     0.0000
 2.000 0.060    19.5618     0.2401     8.0000    15.0000    26.0000   137.0000     0.0000
 2.000 0.040    35.9488     0.4657    13.0000    27.0000    49.0000   373.0000     0.0000
 2.000 0.020    98.3880     1.3892    29.0000    68.0000   137.0000  1462.0000     0.0000
 1.800 0.200     4.5666     0.0456     2.0000     4.0000     6.0000    27.0000     0.0000
 1.800 0.180     5.1106     0.0518     3.0000     4.0000     7.0000    38.0000     0.0000
 1.800 0.160     5.8244     0.0626     3.0000     5.0000     8.0000    45.0000     0.0000
 1.800 0.140     6.8638     0.0728     3.0000     5.0000     9.0000    51.0000     0.0000
 1.800 0.120     8.2352     0.0922     4.0000     6.0000    11.0000    53.0000     0.0000
 1.800 0.100    10.8424     0.1232     5.0000     9.0000    14.0000   108.0000     0.0000
 1.800 0.080    14.2134     0.1733     6.0000    11.0000    19.0000   153.0000     0.0000
 1.800 0.060    22.1872     0.2835     8.0000    17.0000    29.0000   266.0000     0.0000
 1.800 0.040    40.4340     0.5377    14.0000    30.0000    54.0000   406.0000     0.0000
 1.800 0.020   104.2914     1.4649    32.0000    74.0000   143.0000   956.0000     0.0000
 1.600 0.200     5.2018     0.0537     3.0000     4.0000     7.0000    51.0000     0.0000
 1.600 0.180     5.7282     0.0588     3.0000     5.0000     7.0000    47.0000     0.0000
 1.600 0.160     6.6562     0.0721     3.0000     5.0000     9.0000    71.0000     0.0000
 1.600 0.140     7.8386     0.0870     3.0000     6.0000    10.0000    65.0000     0.0000
 1.600 0.120     9.7554     0.1135     4.0000     8.0000    13.0000    94.0000     0.0000
