Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.400 0.080   125.7628     1.7288    43.0000    90.0000   169.0000  1484.0000     0.0000
 0.400 0.060   148.0836     2.0364    46.0000   105.0000   203.0000  1189.0000     0.0000
 0.400 0.040   175.0774     2.4934    53.0000   123.0000   242.0000  1904.0000     0.0000
 0.400 0.020   192.6484     2.7203    55.0000   135.0000   263.0000  1601.0000     0.0000
 0.200 0.200   150.1914     2.1119    44.0000   104.0000   209.0000  1347.0000     0.0000
 0.200 0.180   159.8402     2.2401    45.0000   112.0000   222.0000  1774.0000     0.0000
 0.200 0.160   162.4496     2.2464    48.0000   114.0000   226.0000  1289.0000     0.0000
 0.200 0.140   169.8342     2.3859    48.0000   117.0000   237.0000  1319.0000     0.0000
 0.200 0.120   176.7834     2.4636    52.0000   124.0000   243.0000  1336.0000     0.0000
 0.200 0.100   181.4542     2.5283    54.0000   127.0000   252.0000  1533.0000     0.0000
 0.200 0.080   190.9566     2.6733    54.0000   134.0000   268.0000  1691.0000     0.0000
 0.200 0.060   191.8622     2.8203    55.0000   131.0000   264.0000  2000.0000     0.0000
 0.200 0.040   193.1844     2.7531    56.0000   132.0000   268.0000  1984.0000     0.0000
 0.200 0.020   195.2790     2.8303    54.0000   135.0000   267.0000  1573.0000     0.0000
