Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.3620     0.0430     2.0000     3.0000     6.0000    29.0000     0.0000
 2.000 0.180     4.8142     0.0496     2.0000     4.0000     6.0000    30.0000     0.0000
 2.000 0.160     5.5946     0.0590     3.0000     4.0000     7.0000    37.0000     0.0000
 2.000 0.140     6.5454     0.0691     3.0000     5.0000     9.0000    42.0000     0.0000
 2.000 0.120     7.8740     0.0914     3.0000     6.0000    10.0000    80.0000     0.0000
 2.000 0.100     9.9924     0.1168     4.0000     8.0000    13.0000    98.0000     0.0000
 2.000 0.080    14.1382     0.1863     6.0000    11.0000    18.0000   232.0000     0.0000
 2.000 0.060    22.7132     0.3023     8.0000    17.0000    30.0000   211.0000     0.0000
 2.000 0.040    49.1114     0.7002    14.0000    33.0000    68.0000   500.0000     0.0000
 2.000 0.020   112.8586     1.6203    32.0000    77.0000   158.0000  1085.0000     0.0000
 1.800 0.200     4.6816     0.0465     2.0000     4.0000     6.0000    28.0000     0.0000
 1.800 0.180     5.2826     0.0541     3.0000     4.0000     7.0000    37.0000     0.0000
 1.800 0.160     6.0332     0.0648     3.0000     5.0000     8.0000    45.0000     0.0000
 1.800 0.140     7.1606     0.0819     3.0000     6.0000    10.0000    67.0000     0.0000
 1.800 0.120     8.6936     0.1018     4.0000     7.0000    11.0000    91.0000     0.0000
 1.800 0.100    11.2590     0.1358     4.0000     9.0000    15.0000   127.0000     0.0000
 1.800 0.080    15.6206     0.1963     6.0000    12.0000    21.0000   149.0000     0.0000
 1.800 0.060    24.8512     0.3357     9.0000    18.0000    33.0000   236.0000     0.0000
 1.800 0.040    51.4556     0.7396    15.0000    35.0000    70.0000   508.0000     0.0000
 1.800 0.020   116.2988     1.6659    33.0000    78.0000   161.0000   933.0000     0.0000
 1.600 0.200     5.2114     0.0520     3.0000     4.0000     7.0000    30.0000     0.0000
 1.600 0.180     5.9848     0.0637     3.0000     5.0000     8.0000    47.0000     0.0000
 1.600 0.160     6.8950     0.0752     3.0000     5.0000     9.0000    53.0000     0.0000
 1.600 0.140     7.9270     0.0899     4.0000     6.0000    10.0000    91.0000     0.0000
 1.600 0.120     9.9232     0.1207     4.0000     7.0000    13.0000   124.0000     0.0000
 1.600 0.100    12.8534     0.1561     5.0000    10.0000    17.0000   109.0000     0.0000
 1.600 0.080    17.5734     0.2250     7.0000    13.0000    24.0000   175.0000     0.0000
 1.600 0.060    27.4450     0.3632    10.0000    20.0000    37.0000   305.0000     0.0000
 1.600 0.040    55.9194     0.7843    17.0000    39.0000    77.0000   657.0000     0.0000
 1.600 0.020   120.9402     1.7340    33.0000    81.0000   168.0000  1309.0000     0.0000
 1.400 0.200     6.0450     0.0633     3.0000     5.0000     8.0000    38.0000     0.0000
 1.400 0.180     6.7342     0.0718     3.0000     5.0000     9.0000    44.0000     0.0000
 1.400 0.160     7.7222     0.0850     4.0000     6.0000    10.0000    68.0000     0.0000
 1.400 0.140     9.2970     0.1085     4.0000     7.0000    12.0000    76.0000     0.0000
 1.400 0.120    11.2472     0.1293     5.0000     9.0000    15.0000    80.0000     0.0000
 1.400 0.100    14.7704     0.1862     6.0000    11.0000    19.0000   110.0000     0.0000
 1.400 0.080    20.7270     0.2746     8.0000    15.0000    27.0000   268.0000     0.0000
 1.400 0.060    32.7148     0.4355    11.0000    24.0000    44.0000   296.0000     0.0000
 1.400 0.040    63.6958     0.9096    19.0000    45.0000    87.0000   691.0000     0.0000
 1.400 0.020   127.1136     1.7794    36.0000    90.0000   176.0000   920.0000     0.0000
 1.200 0.200     7.3004     0.0809     3.0000     6.0000     9.0000    60.0000     0.0000
 1.200 0.180     8.2280     0.0919     4.0000     6.0000    11.0000    66.0000     0.0000
 1.200 0.160     9.4082     0.1087     4.0000     7.0000    12.0000    95.0000     0.0000
 1.200 0.140    11.1366     0.1270     5.0000     9.0000    15.0000    78.0000     0.0000
 1.200 0.120    13.8574     0.1664     6.0000    10.0000    18.0000   132.0000     0.0000
 1.200 0.100    17.5418     0.2290     7.0000    13.0000    23.0000   186.0000     0.0000
 1.200 0.080    24.9580     0.3290     9.0000    18.0000    33.0000   172.0000     0.0000
 1.200 0.060    38.1194     0.5235    12.0000    27.0000    52.0000   360.0000     0.0000
 1.200 0.040    71.9534     1.0141    21.0000    51.0000    99.0000   672.0000     0.0000
 1.200 0.020   136.1294     1.9587    39.0000    94.0000   185.0000  1155.0000     0.0000
 1.000 0.200     9.0022     0.0989     4.0000     7.0000    12.0000    97.0000     0.0000
 1.000 0.180    10.2034     0.1187     5.0000     8.0000    13.0000    92.0000     0.0000
 1.000 0.160    12.0758     0.1437     5.0000     9.0000    16.0000   103.0000     0.0000
 1.000 0.140    14.0356     0.1706     6.0000    11.0000    18.0000   137.0000     0.0000
 1.000 0.120    17.5018     0.2175     7.0000    13.0000    23.0000   132.0000     0.0000
 1.000 0.100    22.7686     0.2974     9.0000    17.0000    30.0000   284.0000     0.0000
 1.000 0.080    31.3032     0.4144    11.0000    22.0000    42.0000   319.0000     0.0000
 1.000 0.060    47.5840     0.6330    16.0000    34.0000    66.0000   443.0000     0.0000
 1.000 0.040    82.1106     1.1572    24.0000    57.0000   115.0000   810.0000     0.0000
 1.000 0.020   146.5216     2.1212    43.0000    98.0000   199.0000  1597.0000     0.0000
 0.800 0.200    11.8498     0.1307     6.0000     9.0000    15.0000   106.0000     0.0000
 0.800 0.180    13.5500     0.1541     6.0000    11.0000    18.0000   114.0000     0.0000
 0.800 0.160    15.9328     0.1904     7.0000    12.0000    21.0000   161.0000     0.0000
 0.800 0.140    19.2874     0.2403     8.0000    14.0000    25.0000   140.0000     0.0000
 0.800 0.120    23.3432     0.2976     9.0000    17.0000    31.0000   196.0000     0.0000
 0.800 0.100    30.4502     0.4001    11.0000    22.0000    41.0000   323.0000     0.0000
 0.800 0.080    42.0324     0.5604    15.0000    31.0000    55.0000   412.0000     0.0000
 0.800 0.060    60.3024     0.8144    20.0000    43.0000    82.0000   647.0000     0.0000
