Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.400 0.140   107.4974     1.4183    36.0000    78.0000   147.0000   738.0000     0.0000
 0.400 0.120   121.0888     1.6575    37.0000    85.0000   167.0000  1022.0000     0.0000
 0.400 0.100   130.0486     1.8128    40.0000    92.0000   174.0000  1017.0000     0.0000
 0.400 0.080   146.8368     2.0034    45.0000   106.0000   202.0000  1157.0000     0.0000
 0.400 0.060   162.0810     2.2975    47.0000   111.0000   229.0000  1316.0000     0.0000
 0.400 0.040   181.9576     2.5510    53.0000   126.0000   255.0000  1478.0000     0.0000
 0.400 0.020   188.4574     2.6502    53.0000   133.0000   260.0000  1973.0000     0.0000
 0.200 0.200   165.9212     2.3212    50.0000   114.0000   231.0000  1519.0000     0.0000
 0.200 0.180   168.8392     2.4208    48.0000   115.0000   235.0000  1379.0000     0.0000
 0.200 0.160   174.2134     2.4482    52.0000   123.0000   242.0000  1680.0000     0.0000
 0.200 0.140   176.6194     2.4609    51.0000   125.0000   244.0000  1310.0000     0.0000
 0.200 0.120   183.7012     2.5969    53.0000   128.0000   255.0000  1653.0000     0.0000
 0.200 0.100   186.8432     2.6493    56.0000   129.0000   256.0000  1701.0000     0.0000
 0.200 0.080   192.0910     2.7611    55.0000   131.0000   261.0000  1821.0000     0.0000
 0.200 0.060   192.8126     2.7235    54.0000   135.0000   268.0000  1846.0000     0.0000
 0.200 0.040   194.5952     2.7387    56.0000   135.0000   272.0000  1604.0000     0.0000
 0.200 0.020   192.8598     2.7524    55.0000   132.0000   266.0000  1545.0000     0.0000
