Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.1914     0.0296     3.0000     4.0000     5.0000    17.0000     0.0000
 2.000 0.180     4.6054     0.0329     3.0000     4.0000     6.0000    21.0000     0.0000
 2.000 0.160     5.0646     0.0400     3.0000     5.0000     6.0000    37.0000     0.0000
 2.000 0.140     5.7348     0.0471     4.0000     5.0000     7.0000    43.0000     0.0000
 2.000 0.120     6.8984     0.0704     4.0000     6.0000     8.0000    61.0000     0.0000
 2.000 0.100     8.9246     0.1117     4.0000     7.0000    11.0000    96.0000     0.0000
 2.000 0.080    13.8790     0.2024     6.0000     9.0000    17.0000   176.0000     0.0000
 2.000 0.060    24.4846     0.3628     7.0000    16.0000    32.0000   327.0000     0.0000
 2.000 0.040    48.0892     0.6808    14.0000    33.0000    66.0000   450.0000     0.0000
 2.000 0.020   109.5328     1.5455    32.0000    76.0000   152.0000  1107.0000     0.0000
 1.800 0.200     4.8968     0.0344     3.0000     5.0000     6.0000    26.0000     0.0000
 1.800 0.180     5.3900     0.0391     4.0000     5.0000     7.0000    27.0000     0.0000
 1.800 0.160     5.8962     0.0488     4.0000     5.0000     7.0000    53.0000     0.0000
 1.800 0.140     6.7160     0.0564     4.0000     6.0000     8.0000    42.0000     0.0000
 1.800 0.120     7.9106     0.0818     5.0000     7.0000    10.0000    79.0000     0.0000
 1.800 0.100    10.2678     0.1239     5.0000     8.0000    12.0000   105.0000     0.0000
 1.800 0.080    15.4302     0.2019     6.0000    11.0000    19.0000   161.0000     0.0000
 1.800 0.060    26.0454     0.3767     8.0000    17.0000    35.0000   496.0000     0.0000
 1.800 0.040    51.1184     0.7224    15.0000    35.0000    69.0000   441.0000     0.0000
 1.800 0.020   111.4252     1.6110    32.0000    77.0000   153.0000  1056.0000     0.0000
 1.600 0.200     5.8504     0.0426     4.0000     5.0000     7.0000    31.0000     0.0000
 1.600 0.180     6.3668     0.0464     4.0000     6.0000     8.0000    28.0000     0.0000
 1.600 0.160     7.0304     0.0555     4.0000     6.0000     9.0000    54.0000     0.0000
 1.600 0.140     8.1088     0.0705     5.0000     7.0000    10.0000    75.0000     0.0000
 1.600 0.120     9.6566     0.0947     5.0000     8.0000    12.0000   103.0000     0.0000
 1.600 0.100    11.8636     0.1282     6.0000    10.0000    15.0000   104.0000     0.0000
 1.600 0.080    17.4680     0.2215     8.0000    13.0000    22.0000   154.0000     0.0000
 1.600 0.060    29.0468     0.4100    10.0000    20.0000    37.0000   324.0000     0.0000
 1.600 0.040    54.9798     0.7833    17.0000    37.0000    76.0000   658.0000     0.0000
 1.600 0.020   119.2550     1.6842    35.0000    83.0000   164.0000  1474.0000     0.0000
 1.400 0.200     7.2646     0.0538     5.0000     7.0000     9.0000    38.0000     0.0000
 1.400 0.180     7.8142     0.0606     5.0000     7.0000    10.0000    63.0000     0.0000
 1.400 0.160     8.7774     0.0709     5.0000     8.0000    11.0000    54.0000     0.0000
 1.400 0.140    10.0548     0.0890     6.0000     9.0000    13.0000    72.0000     0.0000
 1.400 0.120    11.6842     0.1115     6.0000    10.0000    15.0000    94.0000     0.0000
 1.400 0.100    14.4382     0.1587     8.0000    12.0000    18.0000   182.0000     0.0000
 1.400 0.080    20.3168     0.2521     9.0000    15.0000    26.0000   209.0000     0.0000
 1.400 0.060    33.7920     0.4524    12.0000    24.0000    45.0000   298.0000     0.0000
 1.400 0.040    59.5172     0.8543    18.0000    40.0000    81.0000   593.0000     0.0000
 1.400 0.020   122.0084     1.6984    36.0000    85.0000   169.0000  1132.0000     0.0000
 1.200 0.200     9.3156     0.0701     6.0000     9.0000    12.0000    45.0000     0.0000
 1.200 0.180    10.1100     0.0810     6.0000     9.0000    13.0000    48.0000     0.0000
 1.200 0.160    11.3438     0.0941     7.0000    10.0000    15.0000    58.0000     0.0000
 1.200 0.140    12.7906     0.1148     7.0000    11.0000    16.0000   103.0000     0.0000
 1.200 0.120    14.8854     0.1411     8.0000    13.0000    19.0000   154.0000     0.0000
 1.200 0.100    18.1196     0.1872     9.0000    15.0000    23.0000   155.0000     0.0000
 1.200 0.080    25.5474     0.3044    12.0000    20.0000    32.0000   346.0000     0.0000
 1.200 0.060    38.7370     0.4935    15.0000    28.0000    51.0000   311.0000     0.0000
 1.200 0.040    68.0000     0.9142    22.0000    48.0000    94.0000   579.0000     0.0000
 1.200 0.020   130.1532     1.7943    40.0000    91.0000   180.0000  1124.0000     0.0000
 1.000 0.200    12.5412     0.1040     7.0000    11.0000    16.0000    68.0000     0.0000
 1.000 0.180    13.7126     0.1203     8.0000    12.0000    18.0000   104.0000     0.0000
 1.000 0.160    15.5034     0.1367     9.0000    14.0000    20.0000   106.0000     0.0000
 1.000 0.140    17.9958     0.1622    10.0000    16.0000    23.0000    89.0000     0.0000
 1.000 0.120    20.5098     0.1990    11.0000    18.0000    27.0000   156.0000     0.0000
 1.000 0.100    24.9662     0.2600    12.0000    21.0000    32.0000   229.0000     0.0000
 1.000 0.080    33.1270     0.3882    15.0000    26.0000    43.0000   299.0000     0.0000
 1.000 0.060    49.1988     0.6201    19.0000    36.0000    66.0000   397.0000     0.0000
 1.000 0.040    80.9782     1.0680    28.0000    59.0000   111.0000   812.0000     0.0000
 1.000 0.020   138.1636     1.9485    41.0000    96.0000   186.0000  1198.0000     0.0000
 0.800 0.200    18.8042     0.1692    10.0000    17.0000    25.0000   112.0000     0.0000
 0.800 0.180    21.0058     0.1966    11.0000    18.0000    28.0000   119.0000     0.0000
 0.800 0.160    23.8012     0.2299    12.0000    20.0000    31.0000   176.0000     0.0000
 0.800 0.140    27.3222     0.2730    14.0000    23.0000    36.0000   218.0000     0.0000
 0.800 0.120    30.9900     0.3259    15.0000    26.0000    41.0000   226.0000     0.0000
 0.800 0.100    38.0022     0.4082    17.0000    31.0000    51.0000   267.0000     0.0000
 0.800 0.080    48.0070     0.5431    21.0000    38.0000    64.0000   379.0000     0.0000
 0.800 0.060    66.5218     0.8389    25.0000    50.0000    89.0000   719.0000     0.0000
 0.800 0.040   102.2384     1.3478    35.0000    75.0000   138.0000   800.0000     0.0000
 0.800 0.020   156.5500     2.1507    48.0000   112.0000   216.0000  1404.0000     0.0000
 0.600 0.200    34.5898     0.3759    16.0000    28.0000    46.0000   312.0000     0.0000
 0.600 0.180    38.4232     0.4357    17.0000    31.0000    51.0000   321.0000     0.0000
 0.600 0.160    43.7052     0.5020    19.0000    35.0000    59.0000   386.0000     0.0000
 0.600 0.140    49.9020     0.5868    21.0000    40.0000    66.0000   556.0000     0.0000
 0.600 0.120    58.4726     0.6943    24.0000    44.0000    79.0000   514.0000     0.0000
 0.600 0.100    70.2334     0.8694    28.0000    53.0000    94.0000   579.0000     0.0000
 0.600 0.080    82.0712     1.0234    31.0000    63.0000   111.0000   670.0000     0.0000
 0.600 0.060   104.8520     1.3718    36.0000    77.0000   143.0000   856.0000     0.0000
 0.600 0.040   135.6542     1.8354    44.0000    97.0000   186.0000  1021.0000     0.0000
 0.600 0.020   175.9742     2.4743    52.0000   123.0000   243.0000  1504.0000     0.0000
 0.400 0.200    80.5022     1.0587    28.0000    58.0000   110.0000   692.0000     0.0000
 0.400 0.180    86.1410     1.1369    29.0000    63.0000   117.0000   763.0000     0.0000
 0.400 0.160    95.5792     1.2985    32.0000    68.0000   129.0000   722.0000     0.0000
