Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.200 0.120    12.6360     0.1385     6.0000    10.0000    16.0000   113.0000     0.0000
 1.200 0.100    15.7986     0.1912     7.0000    12.0000    20.0000   166.0000     0.0000
 1.200 0.080    22.0832     0.2685     9.0000    17.0000    29.0000   223.0000     0.0000
 1.200 0.060    32.6080     0.4092    12.0000    24.0000    44.0000   290.0000     0.0000
 1.200 0.040    59.2612     0.8180    19.0000    42.0000    81.0000   570.0000     0.0000
 1.200 0.020   126.3890     1.7963    37.0000    89.0000   176.0000  1204.0000     0.0000
 1.000 0.200     9.0140     0.0866     5.0000     8.0000    12.0000    87.0000     0.0000
 1.000 0.180    10.1324     0.1011     5.0000     8.0000    13.0000    70.0000     0.0000
 1.000 0.160    11.4344     0.1178     6.0000     9.0000    15.0000    81.0000     0.0000
 1.000 0.140    13.3706     0.1422     6.0000    11.0000    17.0000    79.0000     0.0000
 1.000 0.120    16.7252     0.1884     8.0000    13.0000    22.0000   133.0000     0.0000
 1.000 0.100    20.6768     0.2443     9.0000    16.0000    28.0000   200.0000     0.0000
 1.000 0.080    28.5126     0.3515    11.0000    22.0000    38.0000   266.0000     0.0000
 1.000 0.060    41.1734     0.5141    16.0000    31.0000    56.0000   324.0000     0.0000
 1.000 0.040    74.2082     0.9993    24.0000    53.0000   102.0000   556.0000     0.0000
 1.000 0.020   139.5766     1.9252    41.0000   100.0000   192.0000  1184.0000     0.0000
 0.800 0.200    12.5596     0.1283     6.0000    10.0000    17.0000    90.0000     0.0000
 0.800 0.180    14.4306     0.1590     7.0000    12.0000    19.0000   155.0000     0.0000
 0.800 0.160    16.4330     0.1834     8.0000    13.0000    21.0000   164.0000     0.0000
 0.800 0.140    19.1400     0.2147     9.0000    15.0000    25.0000   141.0000     0.0000
 0.800 0.120    23.3122     0.2782    10.0000    18.0000    31.0000   205.0000     0.0000
 0.800 0.100    29.5006     0.3529    12.0000    23.0000    39.0000   290.0000     0.0000
 0.800 0.080    40.6666     0.5159    15.0000    30.0000    54.0000   444.0000     0.0000
 0.800 0.060    58.3022     0.7724    20.0000    42.0000    79.0000   518.0000     0.0000
 0.800 0.040    96.6216     1.3155    31.0000    67.0000   133.0000   951.0000     0.0000
 0.800 0.020   156.3156     2.2002    46.0000   109.0000   215.0000  1131.0000     0.0000
 0.600 0.200    20.6462     0.2315    10.0000    17.0000    27.0000   205.0000     0.0000
 0.600 0.180    23.3126     0.2666    11.0000    18.0000    30.0000   193.0000     0.0000
 0.600 0.160    26.6416     0.3107    12.0000    21.0000    35.0000   247.0000     0.0000
 0.600 0.140    31.8074     0.3808    13.0000    24.0000    42.0000   265.0000     0.0000
 0.600 0.120    38.0258     0.4561    16.0000    29.0000    51.0000   396.0000     0.0000
 0.600 0.100    48.7076     0.6303    18.0000    36.0000    65.0000   448.0000     0.0000
 0.600 0.080    63.1136     0.8398    22.0000    45.0000    87.0000   836.0000     0.0000
 0.600 0.060    86.9936     1.1540    29.0000    63.0000   120.0000   768.0000     0.0000
 0.600 0.040   126.5660     1.7601    39.0000    87.0000   173.0000  1183.0000     0.0000
 0.600 0.020   174.5976     2.4486    51.0000   122.0000   244.0000  1513.0000     0.0000
 0.400 0.200    45.5768     0.5832    18.0000    34.0000    60.0000   563.0000     0.0000
 0.400 0.180    50.2764     0.6416    19.0000    37.0000    68.0000   396.0000     0.0000
 0.400 0.160    57.9776     0.7594    21.0000    42.0000    77.0000   501.0000     0.0000
 0.400 0.140    67.6814     0.8827    24.0000    48.0000    94.0000   556.0000     0.0000
 0.400 0.120    81.3524     1.0802    28.0000    58.0000   110.0000   667.0000     0.0000
 0.400 0.100    94.9904     1.3052    31.0000    67.0000   128.0000   720.0000     0.0000
 0.400 0.080   113.8188     1.5539    36.0000    80.0000   156.0000   864.0000     0.0000
 0.400 0.060   141.5056     1.9732    42.0000    97.0000   197.0000  1167.0000     0.0000
 0.400 0.040   170.6812     2.4070    49.0000   118.0000   239.0000  1581.0000     0.0000
 0.400 0.020   192.3050     2.7143    57.0000   131.0000   266.0000  1823.0000     0.0000
 0.200 0.200   136.2714     1.8470    41.0000    97.0000   191.0000   953.0000     0.0000
 0.200 0.180   150.9536     2.1486    44.0000   106.0000   207.0000  1532.0000     0.0000
 0.200 0.160   157.6230     2.2077    47.0000   110.0000   221.0000  1805.0000     0.0000
 0.200 0.140   165.3752     2.3357    49.0000   113.0000   229.0000  1558.0000     0.0000
 0.200 0.120   170.3972     2.3871    50.0000   118.0000   238.0000  1366.0000     0.0000
 0.200 0.100   183.7510     2.6258    52.0000   124.0000   257.0000  1651.0000     0.0000
 0.200 0.080   184.8038     2.6368    52.0000   127.0000   260.0000  1526.0000     0.0000
 0.200 0.060   188.8844     2.6280    55.0000   132.0000   257.0000  1559.0000     0.0000
 0.200 0.040   192.5258     2.6977    56.0000   135.0000   264.0000  1869.0000     0.0000
 0.200 0.020   195.7624     2.8120    53.0000   136.0000   273.0000  1815.0000     0.0000
