Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8808     0.0288     2.0000     3.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.2482     0.0332     3.0000     4.0000     5.0000    22.0000     0.0000
 2.000 0.160     4.7062     0.0393     3.0000     4.0000     6.0000    31.0000     0.0000
 2.000 0.140     5.4122     0.0476     3.0000     5.0000     7.0000    36.0000     0.0000
 2.000 0.120     6.4530     0.0624     4.0000     5.0000     8.0000    54.0000     0.0000
 2.000 0.100     8.0770     0.0914     4.0000     7.0000    10.0000   106.0000     0.0000
 2.000 0.080    11.4770     0.1503     5.0000     8.0000    14.0000   135.0000     0.0000
 2.000 0.060    21.3966     0.3272     7.0000    14.0000    28.0000   317.0000     0.0000
 2.000 0.040    48.8104     0.7233    12.0000    32.0000    67.0000   480.0000     0.0000
 2.000 0.020   115.4000     1.6949    31.0000    77.0000   161.0000   987.0000     0.0000
 1.800 0.200     4.2756     0.0337     3.0000     4.0000     5.0000    30.0000     0.0000
 1.800 0.180     4.6990     0.0377     3.0000     4.0000     6.0000    45.0000     0.0000
 1.800 0.160     5.2550     0.0433     3.0000     5.0000     7.0000    28.0000     0.0000
 1.800 0.140     5.9854     0.0533     3.0000     5.0000     8.0000    46.0000     0.0000
 1.800 0.120     7.1986     0.0685     4.0000     6.0000     9.0000    63.0000     0.0000
 1.800 0.100     8.9976     0.1021     4.0000     7.0000    11.0000   109.0000     0.0000
 1.800 0.080    12.8112     0.1633     6.0000    10.0000    16.0000   146.0000     0.0000
 1.800 0.060    22.7758     0.3363     8.0000    15.0000    29.0000   479.0000     0.0000
 1.800 0.040    51.1240     0.7436    14.0000    35.0000    69.0000   419.0000     0.0000
 1.800 0.020   115.6664     1.6847    32.0000    79.0000   159.0000  1209.0000     0.0000
 1.600 0.200     4.8846     0.0395     3.0000     4.0000     6.0000    32.0000     0.0000
 1.600 0.180     5.3640     0.0452     3.0000     5.0000     7.0000    35.0000     0.0000
 1.600 0.160     6.0938     0.0530     3.0000     5.0000     8.0000    45.0000     0.0000
 1.600 0.140     6.8380     0.0664     4.0000     6.0000     9.0000    85.0000     0.0000
