Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.600 0.080    16.1304     0.1929     8.0000    12.0000    20.0000   150.0000     0.0000
 1.600 0.060    26.5112     0.3407    10.0000    19.0000    35.0000   179.0000     0.0000
 1.600 0.040    50.4136     0.6843    16.0000    35.0000    70.0000   409.0000     0.0000
 1.600 0.020   107.5426     1.5150    31.0000    75.0000   148.0000   814.0000     0.0000
 1.400 0.200     7.4760     0.0564     5.0000     7.0000    10.0000    32.0000     0.0000
 1.400 0.180     8.1178     0.0631     5.0000     7.0000    10.0000    46.0000     0.0000
 1.400 0.160     8.9880     0.0722     5.0000     8.0000    12.0000    38.0000     0.0000
 1.400 0.140    10.2674     0.0894     6.0000     9.0000    13.0000    65.0000     0.0000
 1.400 0.120    11.7932     0.1044     7.0000    10.0000    15.0000    91.0000     0.0000
 1.400 0.100    14.5510     0.1459     8.0000    12.0000    18.0000   100.0000     0.0000
 1.400 0.080    19.6078     0.2325     9.0000    15.0000    25.0000   242.0000     0.0000
 1.400 0.060    31.0632     0.3820    13.0000    23.0000    41.0000   196.0000     0.0000
 1.400 0.040    54.3084     0.7368    18.0000    39.0000    74.0000   387.0000     0.0000
 1.400 0.020   114.1004     1.6151    33.0000    78.0000   159.0000  1032.0000     0.0000
 1.200 0.200     9.6692     0.0779     6.0000     9.0000    12.0000    58.0000     0.0000
 1.200 0.180    10.5702     0.0858     6.0000    10.0000    14.0000    64.0000     0.0000
 1.200 0.160    11.5962     0.0943     7.0000    10.0000    15.0000    53.0000     0.0000
 1.200 0.140    13.3300     0.1175     8.0000    12.0000    17.0000   149.0000     0.0000
 1.200 0.120    15.3656     0.1397     9.0000    13.0000    20.0000   134.0000     0.0000
 1.200 0.100    18.7528     0.1896    10.0000    16.0000    24.0000   136.0000     0.0000
 1.200 0.080    25.1610     0.2902    12.0000    20.0000    32.0000   226.0000     0.0000
 1.200 0.060    37.6588     0.4665    15.0000    28.0000    50.0000   397.0000     0.0000
 1.200 0.040    64.8868     0.8562    23.0000    46.0000    88.0000   597.0000     0.0000
 1.200 0.020   129.9692     1.8475    38.0000    90.0000   179.0000  1264.0000     0.0000
 1.000 0.200    13.2590     0.1119     8.0000    12.0000    18.0000    62.0000     0.0000
 1.000 0.180    14.7040     0.1278     8.0000    13.0000    19.0000    98.0000     0.0000
 1.000 0.160    16.3404     0.1464     9.0000    14.0000    22.0000   118.0000     0.0000
 1.000 0.140    18.6118     0.1690    10.0000    16.0000    24.0000   103.0000     0.0000
 1.000 0.120    21.6028     0.2079    11.0000    19.0000    28.0000   141.0000     0.0000
 1.000 0.100    25.9484     0.2736    13.0000    22.0000    34.0000   242.0000     0.0000
 1.000 0.080    33.1332     0.3602    15.0000    27.0000    44.0000   245.0000     0.0000
 1.000 0.060    48.8624     0.5984    20.0000    37.0000    65.0000   393.0000     0.0000
 1.000 0.040    80.5412     1.0730    28.0000    59.0000   108.0000   813.0000     0.0000
 1.000 0.020   139.5372     1.8987    42.0000   100.0000   192.0000  1347.0000     0.0000
 0.800 0.200    20.4692     0.1904    11.0000    18.0000    27.0000   133.0000     0.0000
 0.800 0.180    22.5160     0.2188    12.0000    19.0000    30.0000   172.0000     0.0000
 0.800 0.160    25.2978     0.2528    13.0000    21.0000    34.0000   165.0000     0.0000
 0.800 0.140    28.3568     0.2920    14.0000    23.0000    37.0000   181.0000     0.0000
 0.800 0.120    34.4386     0.3666    17.0000    28.0000    46.0000   255.0000     0.0000
 0.800 0.100    40.0052     0.4359    18.0000    32.0000    54.0000   300.0000     0.0000
 0.800 0.080    52.0950     0.6103    23.0000    41.0000    70.0000   509.0000     0.0000
 0.800 0.060    71.4444     0.8825    28.0000    55.0000    96.0000   697.0000     0.0000
 0.800 0.040   103.2044     1.3433    35.0000    75.0000   141.0000   779.0000     0.0000
 0.800 0.020   160.0302     2.2358    48.0000   111.0000   223.0000  1528.0000     0.0000
 0.600 0.200    38.2048     0.4291    17.0000    31.0000    51.0000   295.0000     0.0000
 0.600 0.180    42.6632     0.5101    18.0000    33.0000    56.0000   378.0000     0.0000
 0.600 0.160    47.4844     0.5680    20.0000    37.0000    63.0000   405.0000     0.0000
 0.600 0.140    55.1598     0.6665    22.0000    42.0000    73.0000   540.0000     0.0000
 0.600 0.120    63.7790     0.7808    26.0000    49.0000    86.0000   508.0000     0.0000
 0.600 0.100    77.1958     0.9607    29.0000    58.0000   106.0000   699.0000     0.0000
 0.600 0.080    91.7854     1.2086    33.0000    68.0000   123.0000   956.0000     0.0000
 0.600 0.060   112.8422     1.4596    39.0000    83.0000   155.0000   874.0000     0.0000
 0.600 0.040   145.4266     2.0172    43.0000   101.0000   203.0000  1699.0000     0.0000
 0.600 0.020   177.8162     2.5418    51.0000   122.0000   250.0000  1880.0000     0.0000
 0.400 0.200    87.9510     1.1866    29.0000    62.0000   120.0000   844.0000     0.0000
 0.400 0.180    97.3432     1.3323    32.0000    69.0000   132.0000   967.0000     0.0000
 0.400 0.160   106.2518     1.4267    34.0000    75.0000   147.0000   780.0000     0.0000
 0.400 0.140   114.5922     1.5870    37.0000    82.0000   155.0000  1242.0000     0.0000
 0.400 0.120   128.9082     1.7741    41.0000    92.0000   175.0000  1565.0000     0.0000
 0.400 0.100   144.4918     2.0124    44.0000    99.0000   198.0000  1164.0000     0.0000
 0.400 0.080   156.6202     2.2110    48.0000   108.0000   217.0000  1411.0000     0.0000
 0.400 0.060   168.9406     2.4045    50.0000   117.0000   231.0000  2000.0000     0.0000
 0.400 0.040   181.7012     2.6023    52.0000   126.0000   251.0000  1613.0000     0.0000
 0.400 0.020   186.0200     2.5552    55.0000   133.0000   260.0000  1544.0000     0.0000
 0.200 0.200   166.0480     2.2982    50.0000   116.0000   229.0000  1171.0000     0.0000
 0.200 0.180   172.8836     2.4869    48.0000   118.0000   240.0000  1528.0000     0.0000
 0.200 0.160   172.8964     2.4664    51.0000   119.0000   239.0000  1693.0000     0.0000
 0.200 0.140   176.8742     2.5816    49.0000   116.0000   247.0000  1793.0000     0.0000
 0.200 0.120   181.0084     2.4730    53.0000   130.0000   256.0000  1375.0000     0.0000
 0.200 0.100   182.6268     2.6472    50.0000   126.0000   253.0000  1640.0000     0.0000
 0.200 0.080   187.3504     2.6059    56.0000   131.0000   260.0000  1526.0000     0.0000
 0.200 0.060   191.7460     2.6611    55.0000   134.0000   264.0000  1241.0000     0.0000
 0.200 0.040   192.9680     2.6607    54.0000   136.0000   271.0000  1539.0000     0.0000
 0.200 0.020   194.9002     2.7785    55.0000   132.0000   270.0000  1709.0000     0.0000
