Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.1626     0.0295     3.0000     4.0000     5.0000    25.0000     0.0000
 2.000 0.180     4.5202     0.0324     3.0000     4.0000     6.0000    33.0000     0.0000
 2.000 0.160     5.0124     0.0409     3.0000     5.0000     6.0000    58.0000     0.0000
 2.000 0.140     5.8426     0.0582     3.0000     5.0000     7.0000    66.0000     0.0000
 2.000 0.120     6.9588     0.0811     4.0000     6.0000     8.0000    97.0000     0.0000
 2.000 0.100     9.2160     0.1228     4.0000     7.0000    11.0000    94.0000     0.0000
 2.000 0.080    15.1700     0.2344     5.0000     9.0000    19.0000   190.0000     0.0000
 2.000 0.060    27.3218     0.4190     7.0000    17.0000    36.0000   244.0000     0.0000
 2.000 0.040    53.9366     0.7953    14.0000    36.0000    76.0000   478.0000     0.0000
 2.000 0.020   116.7918     1.6723    32.0000    79.0000   163.0000  1048.0000     0.0000
 1.800 0.200     4.7826     0.0352     3.0000     4.0000     6.0000    47.0000     0.0000
 1.800 0.180     5.1810     0.0400     3.0000     5.0000     6.0000    63.0000     0.0000
 1.800 0.160     5.7462     0.0467     4.0000     5.0000     7.0000    57.0000     0.0000
 1.800 0.140     6.5842     0.0594     4.0000     6.0000     8.0000    68.0000     0.0000
 1.800 0.120     7.9648     0.0864     4.0000     7.0000    10.0000    97.0000     0.0000
 1.800 0.100    10.2146     0.1309     5.0000     8.0000    12.0000   136.0000     0.0000
 1.800 0.080    16.5002     0.2436     6.0000    11.0000    20.0000   230.0000     0.0000
 1.800 0.060    29.6604     0.4518     9.0000    19.0000    39.0000   393.0000     0.0000
 1.800 0.040    55.3588     0.7971    15.0000    38.0000    78.0000   471.0000     0.0000
 1.800 0.020   115.6108     1.6414    32.0000    79.0000   160.0000   857.0000     0.0000
 1.600 0.200     5.5116     0.0396     4.0000     5.0000     7.0000    22.0000     0.0000
 1.600 0.180     6.0222     0.0444     4.0000     6.0000     8.0000    37.0000     0.0000
 1.600 0.160     6.7418     0.0531     4.0000     6.0000     8.0000    43.0000     0.0000
 1.600 0.140     7.7150     0.0706     5.0000     7.0000     9.0000    65.0000     0.0000
 1.600 0.120     9.2518     0.0984     5.0000     8.0000    11.0000    84.0000     0.0000
 1.600 0.100    12.0006     0.1467     6.0000     9.0000    14.0000   146.0000     0.0000
 1.600 0.080    17.9602     0.2481     7.0000    12.0000    22.0000   195.0000     0.0000
 1.600 0.060    31.5736     0.4598    10.0000    21.0000    42.0000   421.0000     0.0000
 1.600 0.040    59.8826     0.8543    17.0000    41.0000    83.0000   590.0000     0.0000
 1.600 0.020   125.0436     1.8034    34.0000    85.0000   170.0000  1109.0000     0.0000
 1.400 0.200     6.6812     0.0493     4.0000     6.0000     8.0000    37.0000     0.0000
 1.400 0.180     7.3658     0.0570     5.0000     7.0000     9.0000    47.0000     0.0000
 1.400 0.160     8.2288     0.0710     5.0000     7.0000    11.0000    99.0000     0.0000
 1.400 0.140     9.3448     0.0875     5.0000     8.0000    12.0000   100.0000     0.0000
 1.400 0.120    11.1406     0.1133     6.0000     9.0000    14.0000   116.0000     0.0000
 1.400 0.100    14.2190     0.1694     7.0000    11.0000    17.0000   171.0000     0.0000
 1.400 0.080    21.0240     0.2759     9.0000    15.0000    27.0000   206.0000     0.0000
 1.400 0.060    34.5080     0.4854    12.0000    23.0000    45.0000   284.0000     0.0000
 1.400 0.040    63.4390     0.9069    19.0000    42.0000    87.0000   648.0000     0.0000
 1.400 0.020   129.3458     1.8603    37.0000    89.0000   176.0000  1560.0000     0.0000
 1.200 0.200     8.4840     0.0655     5.0000     8.0000    11.0000    38.0000     0.0000
 1.200 0.180     9.2796     0.0731     6.0000     8.0000    12.0000    69.0000     0.0000
 1.200 0.160    10.2520     0.0879     6.0000     9.0000    13.0000    59.0000     0.0000
 1.200 0.140    11.8606     0.1053     7.0000    10.0000    15.0000    92.0000     0.0000
 1.200 0.120    13.9290     0.1376     8.0000    12.0000    18.0000   126.0000     0.0000
 1.200 0.100    17.1216     0.1909     8.0000    14.0000    22.0000   183.0000     0.0000
 1.200 0.080    24.9022     0.3190    11.0000    18.0000    32.0000   215.0000     0.0000
 1.200 0.060    40.4910     0.5486    14.0000    27.0000    54.0000   338.0000     0.0000
 1.200 0.040    72.7362     1.0047    23.0000    51.0000    99.0000   714.0000     0.0000
 1.200 0.020   133.9514     1.8938    39.0000    92.0000   186.0000  1021.0000     0.0000
 1.000 0.200    11.4046     0.0941     7.0000    10.0000    15.0000    76.0000     0.0000
 1.000 0.180    12.4276     0.1038     7.0000    11.0000    16.0000    68.0000     0.0000
 1.000 0.160    13.9818     0.1289     8.0000    12.0000    18.0000   180.0000     0.0000
 1.000 0.140    15.7570     0.1452     9.0000    14.0000    20.0000   115.0000     0.0000
 1.000 0.120    18.8600     0.1915    10.0000    16.0000    24.0000   240.0000     0.0000
 1.000 0.100    23.2752     0.2605    11.0000    19.0000    30.0000   224.0000     0.0000
 1.000 0.080    32.0044     0.3842    14.0000    24.0000    42.0000   252.0000     0.0000
 1.000 0.060    49.0616     0.6507    18.0000    35.0000    65.0000   637.0000     0.0000
 1.000 0.040    82.2664     1.1191    27.0000    58.0000   113.0000   653.0000     0.0000
 1.000 0.020   143.6152     2.0516    41.0000    97.0000   198.0000  1163.0000     0.0000
 0.800 0.200    16.6856     0.1482     9.0000    15.0000    22.0000    88.0000     0.0000
 0.800 0.180    18.4910     0.1746    10.0000    16.0000    24.0000   135.0000     0.0000
 0.800 0.160    20.9212     0.2052    11.0000    18.0000    27.0000   228.0000     0.0000
 0.800 0.140    23.7808     0.2393    12.0000    20.0000    31.0000   174.0000     0.0000
 0.800 0.120    27.6054     0.2825    14.0000    23.0000    36.0000   179.0000     0.0000
 0.800 0.100    33.8172     0.3734    16.0000    27.0000    45.0000   307.0000     0.0000
 0.800 0.080    44.5786     0.5191    19.0000    35.0000    59.0000   347.0000     0.0000
 0.800 0.060    65.2120     0.8143    24.0000    49.0000    90.0000   571.0000     0.0000
 0.800 0.040   100.4432     1.3705    32.0000    70.0000   138.0000   771.0000     0.0000
 0.800 0.020   159.4676     2.2629    49.0000   112.0000   214.0000  1627.0000     0.0000
 0.600 0.200    29.3732     0.3181    14.0000    24.0000    39.0000   268.0000     0.0000
 0.600 0.180    32.2618     0.3485    15.0000    26.0000    43.0000   215.0000     0.0000
