Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8918     0.0314     2.0000     3.0000     5.0000    19.0000     0.0000
 2.000 0.180     4.3048     0.0375     3.0000     4.0000     5.0000    29.0000     0.0000
 2.000 0.160     4.7882     0.0431     3.0000     4.0000     6.0000    36.0000     0.0000
 2.000 0.140     5.6100     0.0541     3.0000     5.0000     7.0000    41.0000     0.0000
 2.000 0.120     6.8268     0.0807     3.0000     5.0000     9.0000    77.0000     0.0000
 2.000 0.100     8.8714     0.1107     4.0000     7.0000    11.0000    99.0000     0.0000
 2.000 0.080    12.9636     0.1952     5.0000     9.0000    16.0000   266.0000     0.0000
 2.000 0.060    25.0994     0.3832     7.0000    16.0000    34.0000   283.0000     0.0000
 2.000 0.040    53.7144     0.8288    13.0000    34.0000    74.0000   726.0000     0.0000
 2.000 0.020   120.3038     1.7452    31.0000    81.0000   167.0000   982.0000     0.0000
 1.800 0.200     4.2526     0.0355     3.0000     4.0000     5.0000    31.0000     0.0000
 1.800 0.180     4.7938     0.0433     3.0000     4.0000     6.0000    43.0000     0.0000
 1.800 0.160     5.3592     0.0486     3.0000     5.0000     7.0000    32.0000     0.0000
 1.800 0.140     6.2060     0.0605     3.0000     5.0000     8.0000    60.0000     0.0000
 1.800 0.120     7.4644     0.0801     4.0000     6.0000    10.0000    59.0000     0.0000
 1.800 0.100     9.5922     0.1166     4.0000     8.0000    12.0000   146.0000     0.0000
 1.800 0.080    14.3546     0.1952     6.0000    10.0000    18.0000   185.0000     0.0000
 1.800 0.060    26.5908     0.4116     8.0000    17.0000    35.0000   366.0000     0.0000
 1.800 0.040    56.9336     0.8562    15.0000    38.0000    78.0000   556.0000     0.0000
 1.800 0.020   126.5346     1.7923    36.0000    89.0000   176.0000  1137.0000     0.0000
 1.600 0.200     4.8058     0.0409     3.0000     4.0000     6.0000    38.0000     0.0000
 1.600 0.180     5.2868     0.0454     3.0000     5.0000     7.0000    38.0000     0.0000
