Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 1.600 0.160     6.0086     0.0564     3.0000     5.0000     8.0000    34.0000     0.0000
 1.600 0.140     6.9130     0.0694     4.0000     6.0000     9.0000    52.0000     0.0000
 1.600 0.120     8.6128     0.0978     4.0000     7.0000    11.0000    98.0000     0.0000
 1.600 0.100    11.0096     0.1391     5.0000     8.0000    14.0000   126.0000     0.0000
 1.600 0.080    16.0240     0.2198     6.0000    11.0000    21.0000   170.0000     0.0000
 1.600 0.060    30.1606     0.4436     9.0000    20.0000    41.0000   374.0000     0.0000
 1.600 0.040    61.9382     0.9178    16.0000    41.0000    83.0000   563.0000     0.0000
 1.600 0.020   127.4340     1.8073    37.0000    89.0000   176.0000  1217.0000     0.0000
 1.400 0.200     5.5702     0.0498     3.0000     5.0000     7.0000    69.0000     0.0000
 1.400 0.180     6.2270     0.0601     3.0000     5.0000     8.0000    61.0000     0.0000
 1.400 0.160     6.9336     0.0655     4.0000     6.0000     9.0000    63.0000     0.0000
 1.400 0.140     8.1732     0.0819     4.0000     7.0000    11.0000    64.0000     0.0000
 1.400 0.120    10.0222     0.1140     5.0000     8.0000    13.0000    89.0000     0.0000
 1.400 0.100    12.8180     0.1574     6.0000    10.0000    16.0000   179.0000     0.0000
 1.400 0.080    18.3488     0.2383     7.0000    13.0000    24.0000   169.0000     0.0000
 1.400 0.060    32.5616     0.4566    10.0000    22.0000    44.0000   308.0000     0.0000
 1.400 0.040    65.7794     0.9609    18.0000    44.0000    90.0000   663.0000     0.0000
 1.400 0.020   133.4026     1.8977    37.0000    92.0000   184.0000  1240.0000     0.0000
 1.200 0.200     6.7360     0.0641     4.0000     6.0000     9.0000    66.0000     0.0000
 1.200 0.180     7.5026     0.0720     4.0000     6.0000    10.0000    60.0000     0.0000
 1.200 0.160     8.7028     0.0868     5.0000     7.0000    11.0000    73.0000     0.0000
 1.200 0.140     9.9358     0.1090     5.0000     8.0000    13.0000   108.0000     0.0000
 1.200 0.120    12.1296     0.1364     6.0000    10.0000    15.0000    92.0000     0.0000
 1.200 0.100    15.6228     0.1950     7.0000    12.0000    20.0000   157.0000     0.0000
 1.200 0.080    22.0896     0.2958     8.0000    16.0000    29.0000   258.0000     0.0000
 1.200 0.060    37.2694     0.5246    12.0000    25.0000    50.0000   315.0000     0.0000
 1.200 0.040    72.8818     1.0263    21.0000    51.0000   100.0000   643.0000     0.0000
 1.200 0.020   140.9406     1.9689    41.0000    98.0000   197.0000  1291.0000     0.0000
 1.000 0.200     8.4680     0.0805     5.0000     7.0000    11.0000    55.0000     0.0000
 1.000 0.180     9.5278     0.0947     5.0000     8.0000    12.0000    70.0000     0.0000
 1.000 0.160    10.7164     0.1112     5.0000     9.0000    14.0000    85.0000     0.0000
 1.000 0.140    12.9312     0.1403     6.0000    10.0000    17.0000    92.0000     0.0000
 1.000 0.120    15.4250     0.1784     7.0000    12.0000    20.0000   171.0000     0.0000
 1.000 0.100    20.4242     0.2513     9.0000    16.0000    27.0000   198.0000     0.0000
 1.000 0.080    27.9066     0.3832    11.0000    20.0000    37.0000   349.0000     0.0000
 1.000 0.060    46.2222     0.6497    15.0000    32.0000    62.0000   508.0000     0.0000
 1.000 0.040    81.6848     1.1750    24.0000    57.0000   112.0000   716.0000     0.0000
 1.000 0.020   145.9650     2.0607    42.0000   102.0000   203.0000  1247.0000     0.0000
 0.800 0.200    11.8592     0.1216     6.0000    10.0000    15.0000    90.0000     0.0000
 0.800 0.180    13.4032     0.1411     7.0000    11.0000    17.0000   108.0000     0.0000
 0.800 0.160    15.0012     0.1642     7.0000    12.0000    20.0000   158.0000     0.0000
 0.800 0.140    18.1490     0.2087     8.0000    15.0000    23.0000   174.0000     0.0000
 0.800 0.120    21.4588     0.2493     9.0000    17.0000    28.0000   172.0000     0.0000
 0.800 0.100    27.7660     0.3350    11.0000    21.0000    37.0000   233.0000     0.0000
 0.800 0.080    37.8476     0.5004    14.0000    27.0000    50.0000   419.0000     0.0000
 0.800 0.060    58.6362     0.7980    20.0000    42.0000    80.0000   900.0000     0.0000
 0.800 0.040    97.8852     1.3404    29.0000    70.0000   137.0000   700.0000     0.0000
 0.800 0.020   160.3152     2.2633    46.0000   112.0000   219.0000  1575.0000     0.0000
 0.600 0.200    18.5842     0.1964     9.0000    16.0000    24.0000   157.0000     0.0000
 0.600 0.180    21.0528     0.2339    10.0000    17.0000    27.0000   173.0000     0.0000
 0.600 0.160    23.9774     0.2708    11.0000    19.0000    31.0000   179.0000     0.0000
 0.600 0.140    28.3034     0.3327    13.0000    22.0000    37.0000   310.0000     0.0000
 0.600 0.120    33.7526     0.4147    14.0000    26.0000    44.0000   308.0000     0.0000
 0.600 0.100    43.9110     0.5472    17.0000    32.0000    59.0000   468.0000     0.0000
 0.600 0.080    57.6340     0.7538    21.0000    42.0000    77.0000   543.0000     0.0000
 0.600 0.060    84.3420     1.1544    27.0000    60.0000   113.0000   702.0000     0.0000
 0.600 0.040   124.0438     1.7067    38.0000    87.0000   173.0000   940.0000     0.0000
 0.600 0.020   177.3978     2.5132    52.0000   124.0000   241.0000  1299.0000     0.0000
 0.400 0.200    39.9832     0.4812    17.0000    31.0000    53.0000   367.0000     0.0000
 0.400 0.180    44.7384     0.5486    18.0000    34.0000    59.0000   338.0000     0.0000
 0.400 0.160    50.4708     0.6330    20.0000    38.0000    66.0000   358.0000     0.0000
 0.400 0.140    57.5302     0.7319    22.0000    43.0000    77.0000   399.0000     0.0000
 0.400 0.120    71.4334     0.9284    25.0000    53.0000    97.0000   743.0000     0.0000
 0.400 0.100    85.2380     1.1486    29.0000    60.0000   115.0000   631.0000     0.0000
 0.400 0.080   106.9798     1.3979    35.0000    78.0000   150.0000   989.0000     0.0000
 0.400 0.060   133.3376     1.8209    42.0000    97.0000   181.0000  1195.0000     0.0000
 0.400 0.040   164.5400     2.2466    50.0000   115.0000   232.0000  1251.0000     0.0000
 0.400 0.020   198.7352     2.7886    58.0000   133.0000   280.0000  1649.0000     0.0000
 0.200 0.200   127.8900     1.7742    37.0000    87.0000   179.0000  1099.0000     0.0000
 0.200 0.180   137.8366     1.9328    43.0000    97.0000   184.0000  1462.0000     0.0000
 0.200 0.160   151.7566     2.0773    47.0000   107.0000   210.0000  1158.0000     0.0000
 0.200 0.140   155.6190     2.1310    49.0000   111.0000   215.0000  1213.0000     0.0000
 0.200 0.120   165.3314     2.3727    46.0000   114.0000   232.0000  1525.0000     0.0000
 0.200 0.100   171.8064     2.3881    52.0000   118.0000   239.0000  1588.0000     0.0000
 0.200 0.080   185.3158     2.6312    53.0000   126.0000   254.0000  1567.0000     0.0000
 0.200 0.060   190.2916     2.6956    56.0000   131.0000   264.0000  1577.0000     0.0000
 0.200 0.040   203.8276     2.8401    60.0000   145.0000   280.0000  1755.0000     0.0000
 0.200 0.020   208.6588     2.9141    61.0000   145.0000   292.0000  1777.0000     0.0000
