Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.2068     0.0292     3.0000     4.0000     5.0000    16.0000     0.0000
 2.000 0.180     4.5400     0.0324     3.0000     4.0000     6.0000    25.0000     0.0000
 2.000 0.160     5.0510     0.0373     3.0000     5.0000     6.0000    22.0000     0.0000
 2.000 0.140     5.7378     0.0429     4.0000     5.0000     7.0000    30.0000     0.0000
 2.000 0.120     6.7342     0.0558     4.0000     6.0000     9.0000    58.0000     0.0000
 2.000 0.100     8.1092     0.0739     5.0000     7.0000    10.0000    59.0000     0.0000
 2.000 0.080    10.5458     0.1139     6.0000     9.0000    13.0000   117.0000     0.0000
 2.000 0.060    16.9984     0.2243     7.0000    13.0000    21.0000   351.0000     0.0000
 2.000 0.040    36.4704     0.5133    12.0000    24.0000    49.0000   280.0000     0.0000
 2.000 0.020    99.2508     1.4009    28.0000    67.0000   139.0000   819.0000     0.0000
 1.800 0.200     4.8754     0.0338     3.0000     5.0000     6.0000    21.0000     0.0000
 1.800 0.180     5.3724     0.0397     3.0000     5.0000     7.0000    30.0000     0.0000
 1.800 0.160     5.9536     0.0445     4.0000     5.0000     8.0000    27.0000     0.0000
 1.800 0.140     6.6134     0.0511     4.0000     6.0000     8.0000    41.0000     0.0000
 1.800 0.120     7.6530     0.0636     5.0000     7.0000    10.0000    67.0000     0.0000
 1.800 0.100     9.3698     0.0853     5.0000     8.0000    12.0000    79.0000     0.0000
 1.800 0.080    12.1212     0.1218     6.0000    10.0000    15.0000   103.0000     0.0000
 1.800 0.060    19.3372     0.2340     9.0000    14.0000    25.0000   155.0000     0.0000
 1.800 0.040    38.8792     0.5380    13.0000    27.0000    51.0000   371.0000     0.0000
 1.800 0.020   104.1332     1.4740    30.0000    70.0000   143.0000  1067.0000     0.0000
 1.600 0.200     5.7908     0.0413     4.0000     5.0000     7.0000    22.0000     0.0000
 1.600 0.180     6.2548     0.0462     4.0000     6.0000     8.0000    29.0000     0.0000
 1.600 0.160     6.9516     0.0535     4.0000     6.0000     9.0000    35.0000     0.0000
 1.600 0.140     7.7772     0.0631     5.0000     7.0000    10.0000    48.0000     0.0000
 1.600 0.120     9.1444     0.0779     5.0000     8.0000    12.0000   109.0000     0.0000
 1.600 0.100    11.2550     0.1037     6.0000    10.0000    15.0000    87.0000     0.0000
 1.600 0.080    14.3032     0.1499     7.0000    12.0000    18.0000   124.0000     0.0000
 1.600 0.060    22.0636     0.2611    10.0000    17.0000    29.0000   188.0000     0.0000
 1.600 0.040    44.4042     0.6142    15.0000    31.0000    60.0000   549.0000     0.0000
 1.600 0.020   108.6844     1.5626    32.0000    74.0000   150.0000  1223.0000     0.0000
 1.400 0.200     7.0404     0.0534     4.0000     6.0000     9.0000    47.0000     0.0000
 1.400 0.180     7.7734     0.0610     5.0000     7.0000    10.0000    37.0000     0.0000
 1.400 0.160     8.5522     0.0655     5.0000     8.0000    11.0000    34.0000     0.0000
 1.400 0.140     9.7982     0.0803     6.0000     9.0000    12.0000    65.0000     0.0000
 1.400 0.120    11.3414     0.1013     6.0000    10.0000    15.0000    90.0000     0.0000
 1.400 0.100    13.9250     0.1350     8.0000    12.0000    18.0000   152.0000     0.0000
 1.400 0.080    17.9254     0.1881     9.0000    15.0000    23.0000   143.0000     0.0000
 1.400 0.060    26.3320     0.3163    11.0000    20.0000    34.0000   251.0000     0.0000
 1.400 0.040    50.7206     0.6717    18.0000    36.0000    69.0000   501.0000     0.0000
 1.400 0.020   114.9790     1.6172    35.0000    80.0000   159.0000  1446.0000     0.0000
 1.200 0.200     9.0806     0.0724     5.0000     8.0000    12.0000    45.0000     0.0000
 1.200 0.180    10.0178     0.0816     6.0000     9.0000    13.0000    53.0000     0.0000
 1.200 0.160    10.9138     0.0900     6.0000    10.0000    14.0000    53.0000     0.0000
 1.200 0.140    12.3742     0.1063     7.0000    11.0000    16.0000    81.0000     0.0000
 1.200 0.120    14.5514     0.1313     8.0000    13.0000    19.0000    75.0000     0.0000
 1.200 0.100    17.9852     0.1746     9.0000    15.0000    23.0000   113.0000     0.0000
 1.200 0.080    23.0292     0.2511    11.0000    19.0000    30.0000   281.0000     0.0000
 1.200 0.060    33.4698     0.3716    15.0000    27.0000    44.0000   221.0000     0.0000
 1.200 0.040    61.4066     0.7927    22.0000    44.0000    83.0000   439.0000     0.0000
 1.200 0.020   123.9378     1.7240    38.0000    86.0000   174.0000  1008.0000     0.0000
 1.000 0.200    12.0886     0.1003     7.0000    11.0000    16.0000    72.0000     0.0000
 1.000 0.180    13.4810     0.1153     8.0000    12.0000    18.0000    72.0000     0.0000
 1.000 0.160    15.2558     0.1390     8.0000    13.0000    20.0000   159.0000     0.0000
 1.000 0.140    17.2486     0.1573    10.0000    15.0000    22.0000   125.0000     0.0000
 1.000 0.120    20.1766     0.2054    10.0000    17.0000    26.0000   279.0000     0.0000
 1.000 0.100    24.6892     0.2546    12.0000    20.0000    32.0000   138.0000     0.0000
 1.000 0.080    32.5960     0.3603    15.0000    26.0000    43.0000   201.0000     0.0000
 1.000 0.060    45.2844     0.5478    19.0000    34.0000    60.0000   350.0000     0.0000
 1.000 0.040    74.7990     0.9598    27.0000    54.0000   101.0000   563.0000     0.0000
 1.000 0.020   138.0726     1.9130    43.0000    95.0000   191.0000  1047.0000     0.0000
 0.800 0.200    18.3948     0.1723    10.0000    16.0000    24.0000   106.0000     0.0000
 0.800 0.180    20.6474     0.2012    11.0000    18.0000    27.0000   198.0000     0.0000
 0.800 0.160    23.1542     0.2295    12.0000    19.0000    30.0000   129.0000     0.0000
 0.800 0.140    26.7568     0.2744    13.0000    22.0000    35.0000   286.0000     0.0000
 0.800 0.120    31.5556     0.3364    15.0000    26.0000    42.0000   224.0000     0.0000
 0.800 0.100    38.3730     0.4360    17.0000    30.0000    51.0000   282.0000     0.0000
 0.800 0.080    50.0890     0.5976    21.0000    39.0000    67.0000   355.0000     0.0000
