Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.8252     0.0338     2.0000     3.0000     5.0000    33.0000     0.0000
 2.000 0.180     4.2466     0.0392     2.0000     4.0000     5.0000    37.0000     0.0000
 2.000 0.160     4.8716     0.0483     2.0000     4.0000     6.0000    32.0000     0.0000
 2.000 0.140     5.6068     0.0549     3.0000     5.0000     7.0000    34.0000     0.0000
 2.000 0.120     6.9074     0.0701     3.0000     6.0000     9.0000    51.0000     0.0000
 2.000 0.100     8.5184     0.0926     4.0000     7.0000    11.0000    66.0000     0.0000
 2.000 0.080    11.3580     0.1263     5.0000     9.0000    15.0000    87.0000     0.0000
 2.000 0.060    17.3644     0.2050     7.0000    14.0000    23.0000   181.0000     0.0000
 2.000 0.040    31.4426     0.4078    11.0000    23.0000    42.0000   303.0000     0.0000
 2.000 0.020    89.1990     1.2277    27.0000    62.0000   125.0000   718.0000     0.0000
 1.800 0.200     4.3290     0.0385     2.0000     4.0000     5.0000    27.0000     0.0000
 1.800 0.180     4.8660     0.0472     3.0000     4.0000     6.0000    35.0000     0.0000
 1.800 0.160     5.5274     0.0529     3.0000     5.0000     7.0000    36.0000     0.0000
 1.800 0.140     6.4642     0.0641     3.0000     5.0000     9.0000    41.0000     0.0000
 1.800 0.120     7.6842     0.0797     4.0000     6.0000    10.0000    47.0000     0.0000
 1.800 0.100     9.7716     0.1070     4.0000     8.0000    13.0000    73.0000     0.0000
 1.800 0.080    13.1700     0.1486     6.0000    10.0000    18.0000    93.0000     0.0000
 1.800 0.060    20.1636     0.2511     8.0000    15.0000    27.0000   159.0000     0.0000
 1.800 0.040    36.6262     0.4806    13.0000    27.0000    49.0000   334.0000     0.0000
 1.800 0.020    97.5140     1.3493    30.0000    68.0000   133.0000   977.0000     0.0000
 1.600 0.200     4.9418     0.0460     3.0000     4.0000     6.0000    34.0000     0.0000
 1.600 0.180     5.5208     0.0540     3.0000     4.0000     7.0000    44.0000     0.0000
 1.600 0.160     6.3766     0.0650     3.0000     5.0000     8.0000    39.0000     0.0000
 1.600 0.140     7.4236     0.0775     4.0000     6.0000    10.0000    71.0000     0.0000
 1.600 0.120     9.0184     0.0979     4.0000     7.0000    12.0000    87.0000     0.0000
 1.600 0.100    11.4574     0.1282     5.0000     9.0000    15.0000    94.0000     0.0000
 1.600 0.080    15.8404     0.1894     7.0000    12.0000    21.0000   143.0000     0.0000
 1.600 0.060    23.9976     0.3076     9.0000    18.0000    32.0000   210.0000     0.0000
 1.600 0.040    42.8044     0.5707    14.0000    31.0000    58.0000   325.0000     0.0000
 1.600 0.020   107.6722     1.4949    32.0000    75.0000   148.0000   890.0000     0.0000
 1.400 0.200     5.8616     0.0587     3.0000     5.0000     7.0000    42.0000     0.0000
 1.400 0.180     6.6140     0.0666     3.0000     5.0000     9.0000    53.0000     0.0000
 1.400 0.160     7.6134     0.0780     4.0000     6.0000    10.0000    43.0000     0.0000
 1.400 0.140     9.0932     0.0988     4.0000     7.0000    12.0000    71.0000     0.0000
 1.400 0.120    10.9992     0.1250     5.0000     9.0000    14.0000   106.0000     0.0000
 1.400 0.100    14.1542     0.1660     6.0000    11.0000    19.0000   119.0000     0.0000
 1.400 0.080    19.2822     0.2401     8.0000    14.0000    26.0000   148.0000     0.0000
 1.400 0.060    30.0776     0.3940    11.0000    22.0000    40.0000   250.0000     0.0000
 1.400 0.040    52.8236     0.7236    17.0000    37.0000    70.0000   473.0000     0.0000
 1.400 0.020   118.3654     1.6445    36.0000    81.0000   163.0000  1016.0000     0.0000
 1.200 0.200     7.3678     0.0764     4.0000     6.0000    10.0000    56.0000     0.0000
 1.200 0.180     8.3234     0.0893     4.0000     7.0000    11.0000    76.0000     0.0000
 1.200 0.160     9.6084     0.1063     5.0000     8.0000    12.0000   100.0000     0.0000
 1.200 0.140    11.4502     0.1333     5.0000     9.0000    15.0000   134.0000     0.0000
 1.200 0.120    13.7412     0.1611     6.0000    11.0000    18.0000   113.0000     0.0000
 1.200 0.100    18.1182     0.2251     7.0000    14.0000    24.0000   190.0000     0.0000
 1.200 0.080    25.4808     0.3264     9.0000    19.0000    34.0000   222.0000     0.0000
 1.200 0.060    38.2548     0.5120    13.0000    28.0000    51.0000   368.0000     0.0000
 1.200 0.040    65.1644     0.8990    20.0000    46.0000    90.0000   562.0000     0.0000
 1.200 0.020   133.2338     1.8844    38.0000    93.0000   183.0000  1150.0000     0.0000
 1.000 0.200     9.6488     0.1041     5.0000     8.0000    12.0000    81.0000     0.0000
 1.000 0.180    10.9806     0.1212     5.0000     9.0000    14.0000   109.0000     0.0000
 1.000 0.160    12.6152     0.1401     6.0000    10.0000    16.0000   102.0000     0.0000
 1.000 0.140    15.0790     0.1720     7.0000    12.0000    20.0000   110.0000     0.0000
 1.000 0.120    19.1898     0.2402     8.0000    15.0000    25.0000   156.0000     0.0000
 1.000 0.100    24.1400     0.3056     9.0000    18.0000    33.0000   246.0000     0.0000
 1.000 0.080    32.5798     0.4210    12.0000    24.0000    43.0000   240.0000     0.0000
 1.000 0.060    49.7134     0.6851    17.0000    35.0000    67.0000   525.0000     0.0000
 1.000 0.040    82.8906     1.1639    25.0000    57.0000   114.0000   766.0000     0.0000
 1.000 0.020   148.1778     2.1468    42.0000   101.0000   205.0000  1469.0000     0.0000
 0.800 0.200    13.8736     0.1591     6.0000    11.0000    18.0000   112.0000     0.0000
 0.800 0.180    15.9820     0.1896     7.0000    12.0000    21.0000   126.0000     0.0000
 0.800 0.160    18.4292     0.2227     8.0000    14.0000    24.0000   148.0000     0.0000
 0.800 0.140    22.5634     0.2853     9.0000    17.0000    29.0000   255.0000     0.0000
 0.800 0.120    27.3686     0.3475    10.0000    20.0000    36.0000   283.0000     0.0000
 0.800 0.100    34.5768     0.4563    12.0000    25.0000    47.0000   368.0000     0.0000
 0.800 0.080    47.9730     0.6300    16.0000    35.0000    66.0000   361.0000     0.0000
 0.800 0.060    69.2666     0.9783    22.0000    48.0000    92.0000   624.0000     0.0000
 0.800 0.040   106.4168     1.4949    32.0000    76.0000   145.0000  1022.0000     0.0000
 0.800 0.020   169.7426     2.3885    49.0000   118.0000   240.0000  1785.0000     0.0000
 0.600 0.200    23.6554     0.2928    10.0000    18.0000    31.0000   210.0000     0.0000
 0.600 0.180    26.6768     0.3273    11.0000    20.0000    35.0000   248.0000     0.0000
 0.600 0.160    30.6368     0.3829    12.0000    23.0000    41.0000   314.0000     0.0000
 0.600 0.140    36.1460     0.4659    14.0000    26.0000    48.0000   286.0000     0.0000
 0.600 0.120    44.7294     0.5737    16.0000    33.0000    61.0000   320.0000     0.0000
 0.600 0.100    56.3544     0.7586    19.0000    40.0000    78.0000   602.0000     0.0000
 0.600 0.080    75.7550     1.0239    25.0000    53.0000   104.0000   550.0000     0.0000
 0.600 0.060   100.8978     1.4102    31.0000    71.0000   138.0000   768.0000     0.0000
 0.600 0.040   136.0294     1.9080    40.0000    93.0000   187.0000  1063.0000     0.0000
 0.600 0.020   179.7066     2.5586    53.0000   123.0000   249.0000  1684.0000     0.0000
 0.400 0.200    51.9240     0.6865    19.0000    38.0000    69.0000   500.0000     0.0000
 0.400 0.180    59.7932     0.8150    21.0000    43.0000    82.0000   603.0000     0.0000
 0.400 0.160    68.8068     0.9188    24.0000    49.0000    94.0000   612.0000     0.0000
 0.400 0.140    77.1888     1.0584    25.0000    54.0000   103.0000   654.0000     0.0000
 0.400 0.120    91.9126     1.2749    29.0000    65.0000   126.0000  1589.0000     0.0000
 0.400 0.100   107.6678     1.4882    33.0000    77.0000   147.0000  1059.0000     0.0000
 0.400 0.080   126.9508     1.7654    39.0000    88.0000   175.0000  1084.0000     0.0000
 0.400 0.060   150.6516     2.1324    45.0000   105.0000   207.0000  1201.0000     0.0000
 0.400 0.040   176.6484     2.4811    50.0000   121.0000   251.0000  1922.0000     0.0000
 0.400 0.020   189.2344     2.6642    56.0000   131.0000   264.0000  1471.0000     0.0000
