Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 0.200 0.200   143.0852     2.0525    42.0000   100.0000   197.0000  1449.0000     0.0000
 0.200 0.180   149.5388     2.1421    43.0000   104.0000   205.0000  1301.0000     0.0000
 0.200 0.160   161.3486     2.2953    46.0000   111.0000   226.0000  1584.0000     0.0000
 0.200 0.140   166.4442     2.3188    49.0000   117.0000   231.0000  1514.0000     0.0000
 0.200 0.120   175.1386     2.4918    50.0000   120.0000   243.0000  1549.0000     0.0000
 0.200 0.100   178.3670     2.5223    53.0000   124.0000   244.0000  1326.0000     0.0000
 0.200 0.080   182.9870     2.6374    53.0000   125.0000   253.0000  1789.0000     0.0000
 0.200 0.060   193.1958     2.6998    56.0000   134.0000   271.0000  1604.0000     0.0000
 0.200 0.040   194.4212     2.7607    56.0000   134.0000   270.0000  1636.0000     0.0000
 0.200 0.020   200.8330     2.7809    59.0000   142.0000   277.0000  1688.0000     0.0000
