Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.0004     0.0305     2.0000     4.0000     5.0000    20.0000     0.0000
 2.000 0.180     4.3584     0.0349     3.0000     4.0000     6.0000    24.0000     0.0000
 2.000 0.160     4.8482     0.0393     3.0000     4.0000     6.0000    24.0000     0.0000
 2.000 0.140     5.5950     0.0468     3.0000     5.0000     7.0000    42.0000     0.0000
 2.000 0.120     6.4606     0.0575     4.0000     6.0000     8.0000    43.0000     0.0000
 2.000 0.100     8.0296     0.0773     4.0000     7.0000    10.0000    56.0000     0.0000
 2.000 0.080    10.3928     0.1070     5.0000     9.0000    14.0000   109.0000     0.0000
 2.000 0.060    15.3818     0.1762     7.0000    12.0000    20.0000   177.0000     0.0000
 2.000 0.040    29.4544     0.3875    11.0000    21.0000    39.0000   254.0000     0.0000
 2.000 0.020    88.8248     1.2591    25.0000    62.0000   122.0000   717.0000     0.0000
 1.800 0.200     4.5610     0.0362     3.0000     4.0000     6.0000    23.0000     0.0000
 1.800 0.180     5.0216     0.0405     3.0000     4.0000     6.0000    31.0000     0.0000
 1.800 0.160     5.5288     0.0457     3.0000     5.0000     7.0000    27.0000     0.0000
 1.800 0.140     6.4072     0.0549     4.0000     6.0000     8.0000    41.0000     0.0000
 1.800 0.120     7.4766     0.0678     4.0000     6.0000    10.0000    53.0000     0.0000
 1.800 0.100     9.1116     0.0871     5.0000     8.0000    12.0000    77.0000     0.0000
 1.800 0.080    12.2162     0.1245     6.0000    10.0000    16.0000    92.0000     0.0000
 1.800 0.060    17.5062     0.1992     8.0000    14.0000    23.0000   139.0000     0.0000
 1.800 0.040    34.0462     0.4505    12.0000    25.0000    46.0000   442.0000     0.0000
 1.800 0.020    94.7574     1.3230    28.0000    65.0000   131.0000   954.0000     0.0000
 1.600 0.200     5.2430     0.0423     3.0000     5.0000     7.0000    25.0000     0.0000
 1.600 0.180     5.8244     0.0488     3.0000     5.0000     8.0000    27.0000     0.0000
 1.600 0.160     6.4574     0.0551     4.0000     6.0000     8.0000    35.0000     0.0000
 1.600 0.140     7.5330     0.0679     4.0000     7.0000    10.0000    55.0000     0.0000
 1.600 0.120     8.9506     0.0840     5.0000     8.0000    12.0000    78.0000     0.0000
 1.600 0.100    10.7426     0.1035     5.0000     9.0000    14.0000    68.0000     0.0000
 1.600 0.080    14.4282     0.1519     7.0000    12.0000    19.0000   130.0000     0.0000
 1.600 0.060    21.1380     0.2506     9.0000    16.0000    28.0000   165.0000     0.0000
 1.600 0.040    39.3918     0.5288    14.0000    28.0000    52.0000   550.0000     0.0000
 1.600 0.020   103.6038     1.4987    29.0000    70.0000   141.0000   966.0000     0.0000
 1.400 0.200     6.3398     0.0528     4.0000     6.0000     8.0000    31.0000     0.0000
 1.400 0.180     6.9880     0.0623     4.0000     6.0000     9.0000    41.0000     0.0000
 1.400 0.160     7.8862     0.0680     4.0000     7.0000    10.0000    43.0000     0.0000
 1.400 0.140     9.0986     0.0859     5.0000     8.0000    12.0000    81.0000     0.0000
 1.400 0.120    10.7106     0.1052     5.0000     9.0000    14.0000    75.0000     0.0000
 1.400 0.100    13.0474     0.1303     6.0000    11.0000    17.0000    79.0000     0.0000
 1.400 0.080    17.2978     0.1923     8.0000    14.0000    23.0000   201.0000     0.0000
 1.400 0.060    25.4704     0.2993    11.0000    20.0000    34.0000   173.0000     0.0000
 1.400 0.040    46.6836     0.6042    17.0000    34.0000    63.0000   391.0000     0.0000
 1.400 0.020   111.2732     1.5454    35.0000    76.0000   151.0000   891.0000     0.0000
 1.200 0.200     7.8742     0.0700     4.0000     7.0000    10.0000    46.0000     0.0000
 1.200 0.180     8.7964     0.0775     5.0000     8.0000    11.0000    76.0000     0.0000
 1.200 0.160     9.8868     0.0900     5.0000     9.0000    13.0000    65.0000     0.0000
 1.200 0.140    11.3202     0.1067     6.0000    10.0000    15.0000    79.0000     0.0000
 1.200 0.120    13.7830     0.1390     7.0000    11.0000    18.0000    92.0000     0.0000
 1.200 0.100    17.0778     0.1803     8.0000    14.0000    22.0000   133.0000     0.0000
 1.200 0.080    23.0876     0.2628    10.0000    18.0000    30.0000   287.0000     0.0000
 1.200 0.060    32.7502     0.3918    14.0000    25.0000    44.0000   282.0000     0.0000
 1.200 0.040    58.2130     0.7440    21.0000    43.0000    80.0000   500.0000     0.0000
 1.200 0.020   122.0186     1.7358    37.0000    86.0000   167.0000  1331.0000     0.0000
 1.000 0.200    10.3786     0.0979     6.0000     9.0000    13.0000    77.0000     0.0000
 1.000 0.180    11.8598     0.1141     6.0000    10.0000    15.0000    83.0000     0.0000
 1.000 0.160    13.4164     0.1322     7.0000    11.0000    17.0000    89.0000     0.0000
 1.000 0.140    15.4146     0.1551     8.0000    13.0000    20.0000   119.0000     0.0000
 1.000 0.120    18.4554     0.2005     9.0000    15.0000    24.0000   162.0000     0.0000
 1.000 0.100    22.9716     0.2616    10.0000    18.0000    30.0000   234.0000     0.0000
