Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     3.9062     0.0276     3.0000     4.0000     5.0000    20.0000     0.0000
 2.000 0.180     4.3012     0.0325     3.0000     4.0000     5.0000    28.0000     0.0000
 2.000 0.160     4.7164     0.0370     3.0000     4.0000     6.0000    26.0000     0.0000
 2.000 0.140     5.3188     0.0421     3.0000     5.0000     7.0000    28.0000     0.0000
 2.000 0.120     6.3386     0.0547     4.0000     5.0000     8.0000    42.0000     0.0000
 2.000 0.100     7.9074     0.0821     4.0000     7.0000    10.0000   100.0000     0.0000
 2.000 0.080    10.6382     0.1243     5.0000     8.0000    13.0000   116.0000     0.0000
 2.000 0.060    18.6676     0.2563     7.0000    13.0000    24.0000   213.0000     0.0000
 2.000 0.040    42.1970     0.6186    12.0000    28.0000    58.0000   412.0000     0.0000
 2.000 0.020   104.5236     1.5194    28.0000    71.0000   144.0000  1019.0000     0.0000
 1.800 0.200     4.4656     0.0330     3.0000     4.0000     6.0000    33.0000     0.0000
 1.800 0.180     4.8402     0.0365     3.0000     4.0000     6.0000    26.0000     0.0000
 1.800 0.160     5.3562     0.0423     3.0000     5.0000     7.0000    34.0000     0.0000
 1.800 0.140     6.1486     0.0528     4.0000     5.0000     8.0000    51.0000     0.0000
 1.800 0.120     7.2236     0.0647     4.0000     6.0000     9.0000    56.0000     0.0000
 1.800 0.100     8.7534     0.0860     5.0000     7.0000    11.0000    77.0000     0.0000
 1.800 0.080    12.1450     0.1431     6.0000    10.0000    15.0000   128.0000     0.0000
 1.800 0.060    20.5578     0.2738     8.0000    14.0000    27.0000   176.0000     0.0000
 1.800 0.040    44.6672     0.6367    13.0000    30.0000    61.0000   355.0000     0.0000
 1.800 0.020   107.6850     1.5296    30.0000    75.0000   149.0000  1315.0000     0.0000
 1.600 0.200     5.1220     0.0391     3.0000     5.0000     6.0000    29.0000     0.0000
 1.600 0.180     5.6138     0.0432     3.0000     5.0000     7.0000    31.0000     0.0000
 1.600 0.160     6.2320     0.0498     4.0000     6.0000     8.0000    38.0000     0.0000
 1.600 0.140     7.1524     0.0605     4.0000     6.0000     9.0000    37.0000     0.0000
 1.600 0.120     8.3628     0.0768     5.0000     7.0000    11.0000    56.0000     0.0000
 1.600 0.100    10.3122     0.1015     5.0000     9.0000    13.0000    83.0000     0.0000
 1.600 0.080    13.8478     0.1602     7.0000    11.0000    18.0000   186.0000     0.0000
 1.600 0.060    22.9702     0.3023     9.0000    16.0000    30.0000   229.0000     0.0000
 1.600 0.040    48.2902     0.6960    15.0000    33.0000    65.0000   588.0000     0.0000
 1.600 0.020   113.7066     1.6195    32.0000    78.0000   157.0000   967.0000     0.0000
 1.400 0.200     6.0292     0.0478     4.0000     5.0000     8.0000    57.0000     0.0000
 1.400 0.180     6.5318     0.0510     4.0000     6.0000     8.0000    33.0000     0.0000
 1.400 0.160     7.3212     0.0619     4.0000     6.0000     9.0000    44.0000     0.0000
 1.400 0.140     8.4250     0.0730     5.0000     7.0000    11.0000    49.0000     0.0000
 1.400 0.120    10.0608     0.0946     6.0000     9.0000    13.0000    83.0000     0.0000
 1.400 0.100    12.4844     0.1308     6.0000    10.0000    16.0000   155.0000     0.0000
 1.400 0.080    16.6188     0.1953     8.0000    13.0000    21.0000   186.0000     0.0000
 1.400 0.060    26.2630     0.3357    10.0000    19.0000    34.0000   244.0000     0.0000
 1.400 0.040    52.7294     0.7325    17.0000    37.0000    72.0000   633.0000     0.0000
 1.400 0.020   120.2378     1.7059    35.0000    82.0000   167.0000  1011.0000     0.0000
 1.200 0.200     7.5112     0.0619     4.0000     7.0000    10.0000    59.0000     0.0000
 1.200 0.180     8.2718     0.0691     5.0000     7.0000    11.0000    51.0000     0.0000
 1.200 0.160     9.1762     0.0801     5.0000     8.0000    12.0000    64.0000     0.0000
 1.200 0.140    10.4926     0.0965     6.0000     9.0000    14.0000    85.0000     0.0000
