Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.200     4.6420     0.0507     2.0000     3.0000     6.0000    39.0000     0.0000
 2.000 0.180     5.2784     0.0591     2.0000     4.0000     7.0000    40.0000     0.0000
 2.000 0.160     6.1370     0.0667     3.0000     5.0000     8.0000    45.0000     0.0000
 2.000 0.140     7.0962     0.0796     3.0000     5.0000     9.0000    49.0000     0.0000
 2.000 0.120     8.7512     0.1022     3.0000     7.0000    12.0000    61.0000     0.0000
 2.000 0.100    11.0728     0.1301     4.0000     8.0000    15.0000   106.0000     0.0000
 2.000 0.080    15.0204     0.1835     6.0000    12.0000    21.0000   160.0000     0.0000
 2.000 0.060    22.6886     0.2879     8.0000    17.0000    31.0000   214.0000     0.0000
 2.000 0.040    42.5918     0.5713    14.0000    31.0000    58.0000   464.0000     0.0000
 2.000 0.020   108.9346     1.5214    34.0000    78.0000   149.0000  1047.0000     0.0000
 1.800 0.200     5.1390     0.0578     2.0000     4.0000     7.0000    45.0000     0.0000
 1.800 0.180     5.7934     0.0660     3.0000     4.0000     8.0000    54.0000     0.0000
 1.800 0.160     6.6940     0.0769     3.0000     5.0000     9.0000    47.0000     0.0000
 1.800 0.140     7.9026     0.0909     3.0000     6.0000    11.0000    64.0000     0.0000
 1.800 0.120     9.7132     0.1143     4.0000     8.0000    13.0000   111.0000     0.0000
 1.800 0.100    12.7744     0.1565     5.0000    10.0000    17.0000   115.0000     0.0000
 1.800 0.080    16.7120     0.2107     6.0000    13.0000    23.0000   269.0000     0.0000
 1.800 0.060    25.5582     0.3290     9.0000    20.0000    34.0000   242.0000     0.0000
 1.800 0.040    47.5878     0.6590    16.0000    34.0000    64.0000   569.0000     0.0000
 1.800 0.020   112.9772     1.5677    34.0000    80.0000   155.0000  1031.0000     0.0000
 1.600 0.200     5.7074     0.0648     3.0000     4.0000     7.0000    45.0000     0.0000
 1.600 0.180     6.5246     0.0731     3.0000     5.0000     9.0000    62.0000     0.0000
 1.600 0.160     7.4190     0.0852     3.0000     6.0000    10.0000    63.0000     0.0000
 1.600 0.140     8.8742     0.1055     4.0000     7.0000    12.0000    69.0000     0.0000
 1.600 0.120    10.8476     0.1321     4.0000     8.0000    15.0000    99.0000     0.0000
 1.600 0.100    13.7384     0.1752     5.0000    10.0000    18.0000   217.0000     0.0000
 1.600 0.080    19.5290     0.2490     7.0000    14.0000    26.0000   161.0000     0.0000
 1.600 0.060    30.8562     0.4165    11.0000    23.0000    41.0000   300.0000     0.0000
 1.600 0.040    53.3774     0.7237    18.0000    38.0000    72.0000   413.0000     0.0000
 1.600 0.020   119.8660     1.6755    34.0000    84.0000   169.0000  1201.0000     0.0000
 1.400 0.200     6.5634     0.0757     3.0000     5.0000     8.0000    58.0000     0.0000
 1.400 0.180     7.3364     0.0906     3.0000     5.0000    10.0000    81.0000     0.0000
 1.400 0.160     8.8110     0.1042     4.0000     7.0000    11.0000    72.0000     0.0000
 1.400 0.140    10.4858     0.1258     4.0000     8.0000    14.0000    89.0000     0.0000
 1.400 0.120    12.5962     0.1579     5.0000    10.0000    17.0000   110.0000     0.0000
 1.400 0.100    16.6008     0.2066     6.0000    12.0000    22.0000   156.0000     0.0000
 1.400 0.080    22.4894     0.2963     8.0000    17.0000    30.0000   201.0000     0.0000
 1.400 0.060    34.9476     0.4782    11.0000    25.0000    47.0000   365.0000     0.0000
 1.400 0.040    60.1846     0.8286    19.0000    43.0000    82.0000   472.0000     0.0000
 1.400 0.020   123.7308     1.7418    38.0000    88.0000   169.0000  1094.0000     0.0000
 1.200 0.200     7.8162     0.0912     3.0000     6.0000    10.0000    76.0000     0.0000
 1.200 0.180     8.7970     0.1069     4.0000     6.0000    11.0000    76.0000     0.0000
 1.200 0.160    10.3998     0.1265     4.0000     8.0000    14.0000    97.0000     0.0000
 1.200 0.140    12.1202     0.1484     5.0000     9.0000    16.0000    92.0000     0.0000
 1.200 0.120    14.9332     0.1863     6.0000    11.0000    20.0000   157.0000     0.0000
 1.200 0.100    19.6308     0.2559     7.0000    14.0000    26.0000   155.0000     0.0000
 1.200 0.080    27.4254     0.3628    10.0000    20.0000    37.0000   236.0000     0.0000
 1.200 0.060    41.9880     0.5782    13.0000    29.0000    57.0000   341.0000     0.0000
 1.200 0.040    71.1424     1.0108    22.0000    49.0000    95.0000   752.0000     0.0000
 1.200 0.020   132.8026     1.8526    39.0000    95.0000   185.0000  1232.0000     0.0000
 1.000 0.200     9.6464     0.1137     4.0000     7.0000    12.0000    78.0000     0.0000
 1.000 0.180    10.9906     0.1311     5.0000     8.0000    14.0000    95.0000     0.0000
 1.000 0.160    12.9100     0.1579     5.0000    10.0000    17.0000   102.0000     0.0000
 1.000 0.140    15.3618     0.1969     6.0000    11.0000    20.0000   164.0000     0.0000
 1.000 0.120    18.9330     0.2443     7.0000    14.0000    25.0000   178.0000     0.0000
 1.000 0.100    24.9070     0.3366     9.0000    18.0000    32.0000   241.0000     0.0000
 1.000 0.080    33.3436     0.4545    11.0000    23.0000    46.0000   336.0000     0.0000
 1.000 0.060    51.3654     0.7030    16.0000    36.0000    71.0000   487.0000     0.0000
 1.000 0.040    84.8594     1.1361    27.0000    61.0000   119.0000   639.0000     0.0000
 1.000 0.020   147.7874     2.0840    42.0000   102.0000   205.0000  1529.0000     0.0000
 0.800 0.200    12.7398     0.1580     5.0000     9.0000    17.0000   171.0000     0.0000
 0.800 0.180    14.7022     0.1835     6.0000    11.0000    19.0000   166.0000     0.0000
 0.800 0.160    16.8174     0.2076     7.0000    12.0000    22.0000   135.0000     0.0000
 0.800 0.140    20.9262     0.2768     8.0000    15.0000    28.0000   314.0000     0.0000
 0.800 0.120    25.4514     0.3413     9.0000    18.0000    34.0000   246.0000     0.0000
 0.800 0.100    32.8494     0.4460    11.0000    23.0000    44.0000   260.0000     0.0000
 0.800 0.080    43.8210     0.5971    15.0000    30.0000    59.0000   327.0000     0.0000
 0.800 0.060    65.6928     0.9211    20.0000    46.0000    90.0000   688.0000     0.0000
 0.800 0.040   101.8090     1.4466    30.0000    72.0000   139.0000  1068.0000     0.0000
 0.800 0.020   160.9608     2.2881    45.0000   112.0000   224.0000  1636.0000     0.0000
 0.600 0.200    19.1710     0.2303     8.0000    15.0000    25.0000   174.0000     0.0000
 0.600 0.180    21.7576     0.2739     9.0000    16.0000    28.0000   191.0000     0.0000
 0.600 0.160    25.2060     0.3239    10.0000    19.0000    33.0000   217.0000     0.0000
 0.600 0.140    30.8792     0.4056    11.0000    22.0000    41.0000   362.0000     0.0000
 0.600 0.120    36.3222     0.4807    13.0000    26.0000    49.0000   406.0000     0.0000
 0.600 0.100    47.0810     0.6573    15.0000    33.0000    63.0000   466.0000     0.0000
 0.600 0.080    62.9620     0.8568    20.0000    45.0000    86.0000   628.0000     0.0000
 0.600 0.060    87.9190     1.2243    26.0000    61.0000   121.0000   775.0000     0.0000
 0.600 0.040   123.7352     1.7149    37.0000    87.0000   172.0000  1118.0000     0.0000
 0.600 0.020   175.6722     2.4500    51.0000   126.0000   246.0000  1228.0000     0.0000
 0.400 0.200    34.6608     0.4308    14.0000    26.0000    46.0000   377.0000     0.0000
 0.400 0.180    39.3976     0.4855    16.0000    30.0000    52.0000   319.0000     0.0000
 0.400 0.160    45.1748     0.5991    17.0000    33.0000    60.0000   507.0000     0.0000
 0.400 0.140    53.6678     0.7097    19.0000    38.0000    71.0000   431.0000     0.0000
 0.400 0.120    63.7004     0.8297    22.0000    46.0000    88.0000   460.0000     0.0000
 0.400 0.100    77.6120     1.0656    26.0000    55.0000   104.0000  1052.0000     0.0000
 0.400 0.080   101.5384     1.3564    33.0000    71.0000   140.0000   860.0000     0.0000
 0.400 0.060   128.3982     1.8128    37.0000    89.0000   178.0000  1120.0000     0.0000
 0.400 0.040   158.4912     2.1889    48.0000   112.0000   215.0000  1130.0000     0.0000
 0.400 0.020   188.3214     2.6752    53.0000   130.0000   264.0000  1495.0000     0.0000
 0.200 0.200   112.2592     1.6047    35.0000    78.0000   152.0000  1131.0000     0.0000
 0.200 0.180   122.0444     1.6558    40.0000    88.0000   165.0000  1008.0000     0.0000
 0.200 0.160   129.6802     1.8240    39.0000    91.0000   179.0000  1380.0000     0.0000
 0.200 0.140   138.4630     1.9312    42.0000    98.0000   190.0000  1344.0000     0.0000
 0.200 0.120   151.5682     2.1302    44.0000   106.0000   208.0000  1489.0000     0.0000
 0.200 0.100   166.0556     2.3784    48.0000   115.0000   230.0000  2000.0000     0.0000
 0.200 0.080   178.2256     2.5003    53.0000   124.0000   246.0000  1345.0000     0.0000
 0.200 0.060   185.4122     2.6121    54.0000   130.0000   255.0000  1505.0000     0.0000
 0.200 0.040   192.6062     2.8120    54.0000   133.0000   260.0000  2000.0000     0.0000
 0.200 0.020   200.8132     2.8784    56.0000   140.0000   276.0000  1859.0000     0.0000
