Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     6.0170     0.1030     3.0000     5.0000     8.0000    40.0000
 1.900 0.150     6.2540     0.1119     3.0000     5.0000     8.0000    37.0000
 1.800 0.150     6.8055     0.1278     3.0000     5.0000     9.0000    65.0000
 1.700 0.150     7.0015     0.1260     3.0000     5.0000    10.0000    58.0000
 1.600 0.150     7.7690     0.1401     3.0000     6.0000    10.0000    50.0000
 1.500 0.150     8.2705     0.1509     3.0000     6.0000    11.0000    72.0000
 1.400 0.150     8.9275     0.1606     4.0000     7.0000    12.0000    60.0000
 1.300 0.150     9.4330     0.1774     4.0000     7.0000    12.0000    67.0000
 1.200 0.150    10.8535     0.2131     4.0000     8.0000    14.0000    78.0000
 1.100 0.150    12.1870     0.2458     5.0000     9.0000    16.0000   146.0000
 1.000 0.150    13.8665     0.2642     6.0000    10.0000    19.0000   116.0000
 0.900 0.150    15.9180     0.3236     6.0000    12.0000    21.0000   151.0000
 0.800 0.150    19.5235     0.3992     8.0000    14.0000    25.0000   204.0000
 0.700 0.150    23.6245     0.4757     9.0000    17.0000    31.0000   170.0000
 0.600 0.150    28.7780     0.6190    11.0000    21.0000    37.0000   275.0000
 0.500 0.150    41.1395     0.8506    15.0000    30.0000    55.0000   320.0000
 0.400 0.150    56.8190     1.2277    20.0000    40.0000    76.0000   480.0000
 0.300 0.150    94.4455     2.0334    30.0000    67.0000   127.0000   876.0000
 0.200 0.150   147.7045     3.2524    46.0000   105.0000   200.0000  1339.0000
 0.100 0.150   198.2050     4.4808    58.0000   138.0000   271.0000  1602.0000
