Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.3170     0.0746     3.0000     5.0000     7.0000    38.0000
 1.900 0.150     5.8690     0.0761     4.0000     5.0000     7.0000    38.0000
 1.800 0.150     6.2850     0.0900     4.0000     5.0000     8.0000    39.0000
 1.700 0.150     7.0635     0.0935     4.0000     6.0000     9.0000    37.0000
 1.600 0.150     7.6680     0.1018     5.0000     7.0000    10.0000    47.0000
 1.500 0.150     8.4640     0.1126     5.0000     8.0000    11.0000    49.0000
 1.400 0.150     9.6320     0.1319     6.0000     8.0000    12.0000    50.0000
 1.300 0.150    10.9455     0.1514     6.0000    10.0000    14.0000    59.0000
 1.200 0.150    12.4955     0.1738     7.0000    11.0000    16.0000    57.0000
 1.100 0.150    14.3500     0.2072     8.0000    12.0000    19.0000    84.0000
 1.000 0.150    17.0805     0.2523     9.0000    15.0000    22.0000   131.0000
 0.900 0.150    20.5185     0.3060    11.0000    18.0000    27.0000   133.0000
 0.800 0.150    25.2310     0.4069    12.0000    22.0000    33.0000   144.0000
 0.700 0.150    36.0540     0.6228    16.0000    30.0000    49.0000   243.0000
 0.600 0.150    47.8335     0.8786    20.0000    38.0000    63.0000   298.0000
 0.500 0.150    70.9900     1.3522    27.0000    54.0000    98.0000   444.0000
 0.400 0.150   101.6625     2.2481    31.0000    72.0000   139.0000  1008.0000
 0.300 0.150   146.3705     3.2361    44.0000   104.0000   198.0000  1505.0000
 0.200 0.150   178.4540     3.9192    48.0000   125.0000   244.0000  1436.0000
 0.100 0.150   190.2390     4.2062    55.0000   134.0000   262.0000  1920.0000
