Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.050    20.5500     0.4040     9.0000    16.0000    27.0000   238.0000
 1.900 0.050    22.4940     0.4304     9.0000    17.0000    30.0000   165.0000
 1.800 0.050    24.8685     0.4862    10.0000    19.0000    33.0000   206.0000
 1.700 0.050    26.5905     0.5496    11.0000    20.0000    34.0000   306.0000
 1.600 0.050    28.2055     0.5711    11.0000    21.0000    37.0000   234.0000
 1.500 0.050    30.5245     0.6140    12.0000    22.0000    41.0000   218.0000
 1.400 0.050    34.8650     0.7259    13.0000    25.0000    46.0000   257.0000
 1.300 0.050    37.8335     0.7967    13.0000    27.0000    51.0000   415.0000
 1.200 0.050    42.7730     0.8782    16.0000    31.0000    58.0000   437.0000
 1.100 0.050    50.0530     1.0430    17.0000    36.0000    69.0000   474.0000
 1.000 0.050    56.3770     1.2213    19.0000    41.0000    74.0000   485.0000
 0.900 0.050    66.8840     1.3990    23.0000    50.0000    91.0000   508.0000
 0.800 0.050    78.3175     1.7037    25.0000    55.0000   109.0000   789.0000
 0.700 0.050    93.8015     2.0058    30.0000    68.0000   130.0000   639.0000
 0.600 0.050   111.6840     2.4653    35.0000    77.0000   148.0000   785.0000
 0.500 0.050   134.1090     2.8844    40.0000    93.0000   188.0000   843.0000
 0.400 0.050   160.8230     3.6441    50.0000   110.0000   215.0000  1595.0000
 0.300 0.050   177.3340     3.9742    51.0000   118.0000   245.0000  1269.0000
 0.200 0.050   192.7815     4.3402    50.0000   136.0000   275.0000  1319.0000
 0.100 0.050   197.9960     4.4308    55.0000   136.0000   269.0000  1325.0000
