Shift TestRadius  ARL  Std  Q1  Med  Q3  Max
 2.000 0.150     5.4530     0.0635     3.0000     5.0000     7.0000    26.0000
 1.900 0.150     5.8210     0.0679     4.0000     5.0000     7.0000    28.0000
 1.800 0.150     6.1125     0.0726     4.0000     6.0000     8.0000    26.0000
 1.700 0.150     6.9325     0.0847     4.0000     6.0000     9.0000    33.0000
 1.600 0.150     7.3760     0.0888     5.0000     7.0000     9.0000    58.0000
 1.500 0.150     8.1895     0.1078     5.0000     7.0000    10.0000    56.0000
 1.400 0.150     9.1195     0.1095     6.0000     8.0000    12.0000    31.0000
 1.300 0.150    10.1430     0.1268     6.0000     9.0000    13.0000    45.0000
 1.200 0.150    11.7560     0.1592     7.0000    10.0000    15.0000    60.0000
 1.100 0.150    13.8010     0.1857     8.0000    12.0000    18.0000    73.0000
 1.000 0.150    16.1140     0.2172     9.0000    14.0000    21.0000    66.0000
 0.900 0.150    19.8215     0.2867    11.0000    17.0000    26.0000   138.0000
 0.800 0.150    25.2925     0.3869    13.0000    21.0000    33.0000   129.0000
 0.700 0.150    33.8055     0.5708    16.0000    28.0000    45.0000   231.0000
 0.600 0.150    47.5805     0.8615    20.0000    38.0000    62.0000   321.0000
 0.500 0.150    72.3060     1.4089    27.0000    53.0000   100.0000   449.0000
 0.400 0.150   102.9965     2.1324    34.0000    74.0000   143.0000   711.0000
 0.300 0.150   142.8555     3.3488    40.0000    97.0000   193.0000  1775.0000
 0.200 0.150   186.8350     4.3114    54.0000   126.0000   251.0000  1526.0000
 0.100 0.150   196.3190     4.3933    54.0000   134.0000   281.0000  1428.0000
